Date, Open, High, Low, Close, Volume
07/17/20, 32.35, 32.60, 31.60, 31.70, 14126100
07/16/20, 32.15, 32.95, 32.15, 32.90, 5277000
07/15/20, 33.75, 33.85, 32.00, 32.00, 11730000
07/14/20, 32.80, 33.50, 32.55, 33.50, 5547100
07/13/20, 32.25, 32.80, 32.00, 32.40, 7315500
07/10/20, 32.00, 32.85, 31.25, 32.00, 13986900
07/09/20, 34.00, 34.00, 32.70, 32.95, 9778500
07/08/20, 34.70, 34.70, 33.30, 33.90, 8438400
07/07/20, 34.85, 35.40, 34.60, 34.70, 3931100
07/06/20, 35.20, 35.70, 34.00, 35.10, 12948800
07/03/20, 35.40, 35.70, 34.90, 35.20, 4664800
07/02/20, 33.95, 35.00, 33.75, 35.00, 8882200
07/01/20, 34.00, 34.20, 33.75, 33.90, 5877400
06/30/20, 34.50, 34.75, 33.80, 33.80, 7816500
06/29/20, 33.40, 34.05, 33.20, 33.95, 7346200
06/26/20, 34.20, 34.65, 34.00, 34.00, 4830200
06/25/20, 34.10, 34.75, 34.10, 34.10, 7155500
06/24/20, 36.10, 36.45, 34.05, 34.05, 17104500
06/23/20, 36.50, 36.70, 36.05, 36.30, 4588400
06/22/20, 36.30, 36.90, 35.80, 36.90, 7277000
06/19/20, 36.40, 36.75, 35.75, 36.30, 20401801
06/18/20, 35.75, 36.45, 35.05, 36.45, 5948900
06/17/20, 36.00, 36.20, 35.80, 35.80, 5795700
06/16/20, 36.35, 37.00, 35.20, 35.90, 10427100
06/15/20, 35.85, 36.45, 35.10, 35.80, 13292300
06/11/20, 36.30, 37.40, 35.20, 37.40, 8390900
06/10/20, 37.85, 37.90, 35.60, 36.40, 9987800
06/09/20, 37.75, 38.00, 36.65, 38.00, 12179000
06/08/20, 38.00, 38.30, 37.10, 38.00, 8368800
06/05/20, 36.70, 38.00, 35.70, 38.00, 12686100
06/04/20, 36.00, 37.50, 35.10, 37.50, 18397500
06/03/20, 33.50, 36.00, 33.45, 36.00, 17161801
06/02/20, 32.60, 33.30, 32.60, 33.30, 9197400
06/01/20, 32.40, 32.55, 31.60, 32.55, 10321300
05/29/20, 32.00, 32.10, 31.35, 32.00, 60551301
05/28/20, 29.50, 30.85, 29.50, 30.75, 10867600
05/27/20, 30.00, 30.25, 29.05, 29.25, 17920699
05/26/20, 31.00, 31.45, 29.65, 29.90, 18646400
05/22/20, 32.25, 32.25, 30.90, 30.90, 7955700
05/21/20, 32.40, 32.50, 31.85, 32.05, 7250200
05/20/20, 31.90, 32.25, 31.50, 32.00, 6807800
05/19/20, 32.25, 32.50, 31.85, 31.90, 10646700
05/18/20, 31.65, 32.45, 31.35, 31.35, 7581600
05/15/20, 32.70, 33.10, 32.00, 32.00, 8639300
05/14/20, 32.00, 32.50, 31.50, 32.50, 6773800
05/13/20, 32.20, 32.90, 32.15, 32.50, 20788500
05/12/20, 32.85, 33.15, 31.65, 31.80, 32212100
05/11/20, 32.50, 33.50, 31.90, 33.30, 7716100
05/08/20, 33.60, 33.65, 32.65, 32.65, 11277100
