Date, Open, High, Low, Close, Volume
04/16/21,87.083,87.333,86,87.333,2455032.06
04/15/21,85.833,87.417,85.417,87.417,2909160.071
04/14/21,84.667,86.667,84.667,86.667,3366192.082
04/13/21,86.25,86.25,84.417,84.5,4081500.1
4/12/2021,84.583,86.333,84.583,86.25,3687660.09
4/8/2021,85.25,85.5,84.417,84.5,3414924.083
4/7/2021,85.083,85.417,84.75,84.833,4568364.111
4/6/2021,85,86.25,84.25,84.833,4857924.119
4/5/2021,84.667,85.833,84.167,84.583,2909988.071
03/31/21,86.333,86.5,84.667,85,4583652.112
03/30/21,88.333,88.333,86.25,86.583,2317152.057
03/29/21,85.833,88.833,85.083,88.333,3332280.081
03/26/21,87.583,87.917,87.167,87.5,2028156.049
03/25/21,87.417,87.833,86.917,87.5,2918016.071
03/24/21,87.417,87.5,86.167,87.5,2987592.073
03/23/21,85.417,87.5,85.417,87.5,7400964.181
03/22/21,84.417,86.417,83.833,86.167,3045840.074
03/19/21,87.75,89,85,85,4424616.108
03/18/21,87,89.083,87,88.333,3538308.086
03/17/21,87.167,87.25,86,86.5,3630060.089
03/16/21,85.417,87.167,84.75,87.167,2747064.067
03/15/21,86.25,86.583,84.667,85.25,2454612.06
3/12/2021,88.25,89.083,86.167,88.25,2617200.064
3/11/2021,88.333,88.833,86.917,87.5,3500352.085
3/10/2021,89.333,90.5,88.083,88.25,2875164.07
3/9/2021,88.333,91.083,87,90.75,5631000.137
3/8/2021,91.917,91.917,87.917,88.333,3472752.085
3/5/2021,91.167,92.333,90.083,92.333,3766956.092
3/4/2021,90.833,92,89.583,90.75,4310724.105
3/3/2021,91.167,91.167,89.333,90.833,4420224.108
3/2/2021,91.083,91.167,89.583,91.083,15536532.38
3/1/2021,87.917,91.583,87.917,91.167,5058024.123
02/26/21,86.083,89.583,86.083,87.917,4046904.099
02/24/21,87.5,88.083,85.833,86,3478848.085
02/23/21,88.25,88.25,86.75,87.5,2303868.056
02/22/21,89.167,89.75,88.333,88.333,2340288.057
02/19/21,89.417,90.417,88.75,90.417,6549048.16
02/18/21,89.167,89.917,88.25,89.667,1214508.03
02/17/21,90,90.417,87.667,88,784608.0191
02/16/21,89.333,91,89.333,90.833,3182376.078
02/15/21,89.167,90.583,89.167,89.25,8287608.202
2/11/2021,89.833,90.5,89.167,89.167,6030648.147
2/10/2021,93.667,93.75,88.417,89.417,4424532.108
2/9/2021,92.083,94.583,92.083,93.75,3279948.08
2/8/2021,90.833,93.333,90,92.583,2915856.071
2/5/2021,88.333,90.833,87.833,90.833,2815848.069
2/4/2021,88.333,89,86.667,88.75,3537168.086
2/3/2021,87.833,88.917,87.5,87.667,4086672.1
2/2/2021,87.25,87.75,85.917,87.75,4389432.107
2/1/2021,83.917,86.917,83.5,86.667,3925596.096
01/29/21,86.583,87.083,83.917,83.917,3576144.087
01/28/21,86.5,88.667,85.833,86.5,4220820.103
01/27/21,89.167,89.167,86.333,87.083,11037060.27
01/26/21,92.25,92.333,89,90,6087684.149
01/25/21,92.417,93.25,91.25,93.25,2740560.067
01/22/21,92.833,93.25,91,92.583,2170164.053
01/21/21,92.417,93.333,91.083,93.333,3586572.088
01/20/21,91.667,92.5,90.667,92.5,2678592.065
01/19/21,91.333,92.5,90,92.5,4588248.112
01/18/21,92.833,92.833,90.833,91.25,8641656.211
01/15/21,93.75,94.583,93,93.333,5869224.143
01/14/21,91.25,94.167,90.583,94.167,3565956.087
01/13/21,92.583,93.917,92.167,92.917,4142688.101
1/12/2021,92.417,92.5,90,92.5,4080960.1
1/11/2021,90.833,93.333,90.667,92.417,3645324.089
1/8/2021,89.583,90.833,88.833,90.833,6045396.148
1/7/2021,84.167,89.167,84.167,89.167,5767908.141
1/6/2021,85,85,82.5,83.25,5226132.128
1/5/2021,87.083,87.083,84.667,85.333,3322584.081
1/4/2021,89.083,90,87.25,87.5,4245384.104
12/29/20,87.083,89.667,87.083,89,3866376.094
12/28/20,87.5,87.833,86.25,87.083,6112776.149
12/23/20,89,90.417,87.833,89,5189532.127
12/22/20,90.833,91.167,87.583,89.917,4776720.117
12/21/20,92.5,92.917,90.083,91.583,2862660.07
12/18/20,95.5,95.5,93.333,93.333,6096144.149
12/17/20,95.667,95.75,94.583,95.75,5839812.142
12/16/20,95.417,96.167,93.833,96.167,3949200.096
12/15/20,94.583,95.417,92.833,95.417,5726016.14
12/14/20,91.917,94.667,91.917,94.583,4239564.103
12/11/2020,90.25,92,90.167,91.75,4641504.113
12/10/2020,89.167,90.5,89.167,90.25,4659564.114
12/9/2020,91.333,91.583,89.167,89.167,8054256.197
12/7/2020,90.75,91.25,89.75,91.25,6670020.163
12/4/2020,89.583,90.5,88.917,90.333,4837212.118
12/3/2020,87.25,89.583,86.75,89.583,6445464.157
12/2/2020,89.167,89.167,86.5,86.75,14653500.36
12/1/2020,84.25,87.5,84.167,87.5,8482512.207
11/27/20,87.917,87.917,86.083,86.083,9747888.238
11/26/20,89.75,89.75,87.25,88.75,12334284.3
11/25/20,91.667,92.5,89.25,89.917,17391660.42
11/24/20,90.75,92.75,86.667,90.75,12162876.3
11/23/20,87.5,91.667,87.417,89.5,14455116.35
11/20/20,84.167,87.25,83.833,87.25,16123980.39
11/19/20,81.625,84,80.958,82.5,19822127.28
11/18/20,79.667,81.542,79.5,81.125,6120864.149
11/17/20,77.667,79.542,77.292,79.417,12593352.31
11/16/20,78.583,78.625,76.875,77.167,21320761.72
11/13/20,79.167,79.167,76.833,77.5,11377440.28
11/11/2020,79,81.792,76.75,78.583,4812180.117
11/10/2020,80.042,82.5,79.583,79.583,8248656.201
11/9/2020,76.792,77.667,76.708,77.208,6112884.149
11/6/2020,77.5,77.917,75.083,76.667,4953324.121
11/5/2020,75.792,77.708,75.5,77.375,6239088.152
11/4/2020,75.833,75.958,75.167,75.417,7887180.192
11/3/2020,74.167,75.458,74.042,75,5623152.137
10/30/20,74.167,74.917,73.625,74.083,3410832.083
10/29/20,75.667,75.833,74.167,74.167,3916932.096
10/28/20,76.667,78.083,76.333,76.667,3360576.082
10/27/20,79.375,79.417,76.583,76.583,5580276.136
10/26/20,80.833,80.833,79.167,79.375,6434016.157
10/23/20,79.875,81.917,79.875,80.833,7947900.194
10/22/20,79.667,81.333,79.375,79.792,6581340.161
10/21/20,76.667,78.333,76.667,78.292,2165532.053
10/20/20,74.25,77.042,74.25,75.667,2681880.065
10/19/20,73.083,74.25,73.042,74.167,2957640.072
10/16/20,72.917,73.667,72.917,72.917,1738296.042
10/15/20,73,73.833,72.917,72.917,946764.0231
10/14/20,73.167,73.292,72.667,73,1514688.037
10/13/20,73.333,73.333,72.833,72.833,1489380.036
10/12/2020,73.167,73.542,73.125,73.167,984360.024
10/9/2020,73.333,73.75,73.042,73.167,1947408.048
10/8/2020,73.5,73.75,72.75,73.292,2185620.053
10/7/2020,72.167,73.333,72.167,73.333,1322856.032
10/6/2020,73.667,73.75,72.125,72.125,1750188.043
10/5/2020,74.917,75,73.375,73.583,3103128.076
10/2/2020,73.292,74.917,73,74.917,3570168.087
10/1/2020,72.292,73.167,72.25,73.167,3508848.086
09/30/20,72.583,72.583,71.875,71.875,2706120.066
09/29/20,72.333,72.583,72.083,72.083,2095476.051
09/28/20,72.5,73.083,72.042,72.042,1362036.033
09/25/20,71.833,73.042,71.542,72.5,2429424.059
09/24/20,73.667,73.833,72.917,72.917,2029344.05
09/23/20,73.667,74.5,73.583,73.667,1387620.034
09/22/20,74.583,74.583,73.042,73.583,4030188.098
09/21/20,74.042,75.708,73.75,75.083,3944796.096
09/18/20,73.333,74.25,72.208,74.167,2767764.068
09/17/20,74.083,74.083,72.375,73.333,3493008.085
09/16/20,75.417,75.417,73.333,73.333,2442156.06
09/15/20,74.833,75.042,74.042,75.042,2136252.052
09/14/20,75.917,75.917,74.583,74.583,2568384.063
9/11/2020,75.75,76.375,75.708,75.917,3690588.09
9/10/2020,75.917,76.792,75.167,76.667,2543484.062
9/9/2020,77.5,77.5,75.917,76.042,1325532.032
9/8/2020,75.75,77.917,75.167,77.917,4472652.109
9/7/2020,73.25,75.208,73.25,75.125,4021392.098
9/4/2020,71.875,73.167,71.792,73.167,4142832.101
9/3/2020,71.625,72.083,71,71.833,6417780.157
9/2/2020,73.167,73.292,70.917,71.458,7406916.181
9/1/2020,72.875,73.292,72.5,73,3134232.076
08/28/20,72.583,72.792,71.667,71.667,3896676.095
08/27/20,72.625,73.167,72.542,72.542,2604696.064
08/26/20,72.833,73.333,71.708,72.458,5971824.146
08/25/20,72.542,73.417,72.292,72.917,3258600.08
08/24/20,75,75,72.542,72.542,2286120.056
08/20/20,76.542,76.625,73.792,74.208,2557008.062
08/19/20,77.083,77.25,76.292,76.5,945060.0231
08/18/20,76.667,77.083,76,76.708,3587580.088
08/17/20,76.625,76.625,75.167,75.833,4012344.098
08/14/20,77.083,77.417,76.25,76.667,2097612.051
08/13/20,75.75,77.292,75.75,76.667,4990668.122
8/12/2020,74.208,75,74.042,75,4150464.101
8/11/2020,74.292,74.583,73.333,73.75,2335440.057
8/10/2020,75,75,73.917,74.167,5709276.139
8/7/2020,75.833,75.833,74.333,74.917,4829724.118
8/6/2020,76.167,76.667,75.083,75.833,2686356.066
8/5/2020,72.667,76.25,72.667,75.833,7436172.181
8/4/2020,71.042,72.917,71.042,72.625,3118704.076
8/3/2020,72.5,73.333,70.833,70.833,2126688.052
07/30/20,75.25,75.25,73.333,73.333,4238736.103
07/29/20,74.292,75.417,74.125,75.417,2732256.067
07/28/20,74.917,74.917,73.417,74.125,1547172.038
07/27/20,76.583,76.875,74.75,75,2513940.061
07/24/20,77.083,77.75,76.042,77.542,2307300.056
07/23/20,77.083,77.417,75.417,76.667,4059492.099
07/22/20,76.667,76.917,76.25,76.583,2253924.055
07/21/20,77.375,77.375,75.833,76,2612820.064
07/20/20,77.917,78.25,75.833,77.5,3064860.075
07/17/20,77.375,77.917,75.292,77.917,8688276.212
07/16/20,75.375,77.5,75.125,77.333,3993588.097
07/15/20,77.375,77.542,74.583,74.583,7290504.178
07/14/20,76.667,77.833,76.583,77.375,3530700.086
07/13/20,78.833,78.833,76.25,76.25,3792996.093
7/10/2020,80.417,80.417,78.917,78.917,4058244.099
7/9/2020,80.792,80.792,79.667,80.083,5711244.139
7/8/2020,82.083,82.083,79.625,79.667,6474852.158
7/7/2020,82.75,83.75,81.667,81.667,8486316.207
7/6/2020,83.333,84.75,81.25,81.25,6278628.153
7/3/2020,84.167,85.25,83.25,83.292,2088408.051
7/2/2020,81.667,84.167,81.5,83.75,5264280.128
7/1/2020,81.667,82.083,81.042,81.583,6526572.159
06/30/20,80,82.417,79.583,81.667,3376584.082
06/29/20,81.583,81.583,78.333,78.333,4170264.102
06/26/20,81.667,82.917,81.25,82.083,1323012.032
06/25/20,82.833,82.833,80.833,80.917,2752368.067
06/24/20,85.5,85.583,83.417,83.417,4097676.1
06/23/20,82.917,85.75,82.5,85.583,7056516.172
06/22/20,82.125,82.792,80.25,82.5,2396976.058
06/19/20,83.333,84.583,83.25,83.333,3302712.081
06/18/20,84.333,84.917,83.167,83.333,3411588.083
06/17/20,86.167,86.167,83.417,83.417,4977588.121
06/16/20,84.167,86.333,84.167,85.333,2826012.069
06/15/20,84.083,87.167,82.5,82.5,4629624.113
6/11/2020,87.417,87.5,84.167,87.5,3713232.091
6/10/2020,91.417,91.583,87.25,87.917,6943680.169
6/9/2020,91.667,93.333,87.917,92.083,7024992.171
6/8/2020,94.167,94.167,89.167,89.167,6911232.169
6/5/2020,90.833,95,87.5,95,4267668.104
6/4/2020,85.917,91.25,85.917,90.833,3719172.091
6/3/2020,81.875,85.583,81.875,85.333,5227560.128
6/2/2020,82.083,83.167,81.25,81.667,20807712.51
6/1/2020,82.5,83,80.083,82.5,2720388.066
05/29/20,76.667,83.667,76.667,83.667,4251564.104
05/28/20,72.792,75.833,72.708,75.292,7025112.171
05/27/20,71.75,72.917,71.75,72.5,6840540.167
05/26/20,74.167,74.5,71.333,71.583,3486492.085
05/22/20,76.875,77,74.417,74.667,1206576.029
05/21/20,77.583,77.667,76.667,76.667,2123316.052
05/20/20,77.667,78.125,76.667,77.5,4294116.105
05/19/20,76.667,78.292,76.667,77.5,6509976.159
05/18/20,77.5,77.5,75,75,3025476.074
05/15/20,80.917,81.542,77.5,77.5,697680.017
05/14/20,82.375,82.375,80.25,80.667,3343416.082
05/13/20,82.5,82.5,80.917,82.5,5788404.141
5/12/2020,82,83.292,81.667,82.292,1553340.038
5/11/2020,81.667,82.042,81.583,81.667,3409152.083
5/8/2020,81.667,82.292,80.833,80.833,5512956.135
5/7/2020,80.583,81.458,80.167,81.167,6823872.167
5/6/2020,82.917,82.917,80.083,80.083,2981616.073
5/5/2020,83.25,83.917,81.917,81.917,3260292.08
5/4/2020,83.333,83.917,81.667,82.417,2450232.06
04/30/20,83.417,84.167,82.167,84.167,2272512.055
04/29/20,82.417,82.917,82.083,82.25,4087812.1
04/28/20,81.5,83.25,81.333,82.417,2511084.061
04/27/20,83.333,83.417,80.833,80.833,2742480.067
04/24/20,84.917,84.917,83,83.333,3322788.081
04/23/20,84.583,87.417,83.333,83.333,3379260.082
04/22/20,83.333,85,83.042,83.75,2525676.062
04/21/20,85.417,85.417,83.667,83.833,4670484.114
04/20/20,87.5,89.167,85.417,85.417,6379428.156
04/17/20,89.083,90.25,86.5,87.5,6950856.17
04/16/20,89.167,89.167,85.833,85.833,6849120.167
04/15/20,86.25,90.833,86.083,90.417,8685984.212
04/14/20,83.333,85.417,81.542,85.417,6668952.163
04/13/20,84,86.25,82,82.083,4073940.099
4/8/2020,84.667,84.833,81.25,82.083,2645328.065
4/7/2020,87.75,88.333,83.333,84.583,2802324.068
4/6/2020,83.333,85.5,83,85.417,3813720.093
4/3/2020,84.75,84.75,81.917,82.75,4384488.107
4/2/2020,83.333,84.833,83,83.333,4437492.108
4/1/2020,86.25,89.333,83,87.667,3122880.076
03/31/20,86.25,88.333,85.417,86.25,4761264.116
03/30/20,85.083,85.25,80.875,82.667,5724492.14
03/27/20,91.667,96.417,85.083,85.083,3905652.095
03/26/20,84.833,96.417,84.5,96.417,5255220.128
03/25/20,81.917,83.75,80.667,83.333,4848660.118
03/24/20,78.917,80,76.958,78.333,6097212.149
03/23/20,75,79.417,73.333,78.917,13083444.32
03/20/20,75.833,80.833,73.5,80.833,4152168.101
03/19/20,76.75,83.167,62.5,70.833,5982252.146
03/16/20,97.5,100,91.667,91.667,5183928.126
03/13/20,94,108,82.5,105.833,4715676.115
3/12/2020,110.083,110.083,100,100,4651176.113
3/11/2020,115.833,118.167,111.083,113.333,3235968.079
3/10/2020,105.083,115.833,104.167,115.833,1816032.044
3/9/2020,113.75,114.75,109.167,109.167,1759332.043
3/6/2020,117.417,117.917,115.167,117.917,2849760.07
3/5/2020,114.833,118.5,114.167,117.5,2798412.068
3/4/2020,113.917,114.917,112.583,114,5261220.128
3/3/2020,114.167,115.083,113.417,114.333,3958308.097
3/2/2020,115,115.333,110.083,110.083,5216700.127
02/28/20,115,118.333,115,115.833,7920756.193
02/27/20,114.167,120.5,113.667,119.167,2495388.061
02/26/20,119.083,119.083,113.583,114.167,1344576.033
02/24/20,121.667,121.667,119.167,119.417,2859336.07
02/21/20,123.333,123.917,122.917,122.917,1514508.037
02/20/20,123.333,124.417,123.167,123.75,1753632.043
02/19/20,123.5,124.083,122.583,123.083,1152108.028
02/18/20,124.167,125,123.333,123.333,2980380.073
02/17/20,123.833,125.75,123.75,124.917,1199724.029
02/14/20,127.083,127.083,123.75,123.75,878760.0214
02/13/20,125.833,128.333,125.417,126.25,484632.0118
2/12/2020,126.667,126.917,125.583,125.833,1423584.035
2/11/2020,125.167,126.667,125.167,126.667,742068.0181
2/10/2020,129.167,129.167,125,125,2078064.051
2/7/2020,125.417,129.5,125,129.5,1500660.037
2/6/2020,127.083,127.5,125.5,127.5,3780216.092
2/5/2020,127.083,127.167,124.333,125.5,1734804.042
2/4/2020,120.833,126.583,120.583,125.583,5238336.128
2/3/2020,123.333,123.333,118.75,120.417,2248464.055
01/31/20,128.25,128.25,121.333,123.333,2120952.052
01/30/20,128.333,130.417,127.5,128.333,1797504.044
01/29/20,127.917,130,127.167,128.333,310164.0076
01/28/20,129.167,129.167,127.083,127.917,716592.0175
01/27/20,129.833,130,127.667,130,1576920.038
01/24/20,129.583,130.75,129.5,130,3654492.089
01/23/20,127.917,130.833,127.083,130.833,1494336.036
01/22/20,127.667,128.333,126.583,127.917,1558332.038
01/21/20,128.333,128.583,127.583,127.667,1847256.045
01/20/20,131.25,131.25,127.75,128.333,3104592.076
01/17/20,130,131.25,129.25,131.25,3997560.098
01/16/20,127.833,130.417,127.833,129.25,5091456.124
01/15/20,129.167,129.25,127.667,127.667,2239080.055
01/14/20,127.917,129.167,127.5,128.917,3422868.084
1/10/2020,127.333,128.75,125.833,127.5,2993664.073
1/9/2020,127.917,128.5,126.667,126.667,2245392.055
1/8/2020,127.5,128.083,126.25,126.667,1124388.027
1/7/2020,129.917,132.167,128.333,129.167,2939400.072
1/6/2020,129.167,129.833,126.667,129.167,1995672.049
1/3/2020,128.333,131.917,128.333,129.167,2694984.066
1/2/2020,128.167,128.333,126.75,128.333,431112.0105
12/27/19,131.167,131.667,129.417,131.667,2249568.055
12/26/19,127.75,131.167,127.75,131.167,5489280.134
12/23/19,131.5,133.167,127.583,130.833,2491296.061
12/20/19,129.25,130.667,124.333,129.5,3496428.085
12/19/19,133.25,133.25,125.833,129,1903476.046
12/18/19,133.333,133.333,130.833,131.667,2111556.052
12/17/19,130.167,134.167,128.833,134.167,2991324.073
12/16/19,132.917,133.083,130.833,130.833,2072904.051
12/13/19,131.417,134.833,130.917,133.417,1245084.03
12/12/2019,131.583,133.25,130.417,132.333,1316136.032
12/11/2019,133.25,133.25,130.833,131.583,3113988.076
12/10/2019,133.333,133.333,132.333,133.25,1896924.046
12/9/2019,131.583,133.333,131.5,133.333,2515800.061
12/6/2019,131.25,131.833,130.417,130.417,1751532.043
12/5/2019,132.5,132.5,130.833,131.667,1836708.045
12/4/2019,132.083,132.75,130.917,132.083,1469556.036
12/3/2019,132.75,132.75,129.5,132.083,1298316.032
12/2/2019,127.5,131.667,126.5,131.667,1732344.042
11/29/19,129,129,125.917,126.5,3085128.075
11/28/19,128.5,130.833,128.333,128.333,12937164.32
11/27/19,125.167,131.667,125.167,130.833,2986368.073
11/26/19,125,128.333,124.25,125,3858912.094
11/25/19,126.75,127.417,124.25,125,2193204.054
11/22/19,128.333,128.333,126.083,126.667,1138920.028
11/21/19,131.5,131.5,128.583,128.583,1159884.028
11/20/19,130,131.5,129.417,131.5,1045236.026
11/19/19,129.167,131.167,128.917,131.167,822612.0201
11/18/19,129.333,129.917,128.583,129.167,893484.0218
11/15/19,130,130.833,129.333,130,1652700.04
11/14/19,129.417,130,128.333,130,2608392.064
11/13/19,129.167,130,128.75,129.417,2834604.069
11/12/2019,129.167,130.333,127.5,130.333,1126644.027
11/11/2019,132.917,132.917,128.5,129.167,966108.0236
11/8/2019,129.917,132.917,129.917,132.917,816648.0199
11/7/2019,131.667,132.917,128.75,132.917,2841264.069
11/6/2019,133.333,133.333,130.417,131.667,2537268.062
11/5/2019,130.833,133.333,130.167,133.333,2643024.064
11/4/2019,128.417,133.25,128.417,133.25,2489136.061
10/31/19,129.167,129.333,128.417,129.083,2395032.058
10/30/19,128.167,130,125.917,129.75,3939408.096
10/29/19,126.667,127.5,125.75,126.75,1465008.036
10/28/19,124.417,126.667,123.667,126.667,1425468.035
10/25/19,124.333,124.333,122.583,123.167,1335996.033
10/24/19,122.333,124.417,121.833,124.417,1535304.037
10/23/19,122.917,122.917,120.833,122.333,746376.0182
10/22/19,122.917,124,122.333,123.667,767568.0187
10/21/19,121.583,124.083,121.5,124.083,853416.0208
10/18/19,124.583,124.583,121.333,121.333,1516920.037
10/17/19,123.75,124.583,122.75,124.583,589344.0144
10/16/19,123.667,124.167,121.667,124.167,701592.0171
10/15/19,122.75,123.75,121.667,123.75,1446120.035
10/14/19,122.5,123.5,122.5,122.75,712656.0174
10/11/2019,120.833,122.5,119.75,122.5,766308.0187
10/10/2019,119.5,120.833,119.5,120.833,2343120.057
10/9/2019,119.083,119.667,118.333,119.5,895356.0218
10/8/2019,118.333,121.167,116.917,119.167,1304052.032
10/7/2019,119.167,119.667,116.667,116.667,1728060.042
10/4/2019,115,119.583,115,119.583,2378316.058
10/3/2019,114.583,116.167,114.333,115,1250412.031
10/2/2019,119.75,119.75,114.167,114.167,1887732.046
10/1/2019,119.167,120,117.5,119.583,1579632.039
09/30/19,120.833,120.833,117.917,119.167,1749420.043
09/27/19,121.667,121.667,117.583,120.833,1607160.039
09/26/19,119.167,121.75,118.333,121.667,1284156.031
09/25/19,118.75,119,116.833,119,1086768.027
09/24/19,118.333,119.167,118.083,118.833,6931296.169
09/23/19,117.5,118.833,116.667,117.917,784416.0191
09/20/19,116.833,117.5,116.667,117,1796460.044
09/19/19,116.417,117.25,116.333,116.833,3477240.085
09/18/19,115.417,116.5,115.417,116.417,1389360.034
09/17/19,118.333,118.667,114.5,114.5,2717244.066
09/16/19,118.75,118.917,117.75,118.667,1383324.034
09/13/19,118.417,119.583,117.75,118.833,2876472.07
9/12/2019,119.167,119.667,118.167,118.167,1639320.04
9/11/2019,120,120,118,119.167,1867284.046
9/10/2019,118.75,119.417,118.5,119.167,1815528.044
9/9/2019,119.583,120,118.75,118.75,2681928.065
9/6/2019,120.833,120.833,118.75,118.75,1901724.046
9/5/2019,120.917,122.083,120.167,120.833,1756752.043
9/4/2019,119.5,121.583,119.417,120.833,664356.0162
9/3/2019,121.667,122.417,118.333,118.333,2999880.073
9/2/2019,123.333,123.333,120.833,120.833,2203872.054
08/30/19,122.333,124.583,121.333,124.167,2198892.054
08/29/19,120.833,122.5,118.75,122.5,6074628.148
08/28/19,120.667,122,120.5,120.833,2783688.068
08/27/19,123.667,123.667,120,121.25,2794428.068
08/23/19,122.5,123.5,120.25,123.5,1265772.031
08/22/19,120.833,122.5,119.417,122.5,2307468.056
08/20/19,122.5,122.5,120.083,120.833,1841820.045
08/19/19,119.167,123.75,118.5,122.333,2579868.063
08/16/19,120,122.083,118.333,118.333,2180772.053
08/15/19,119.25,121.667,117.083,120.833,2363232.058
08/14/19,118.333,123.75,118.333,123.75,2436876.059
08/13/19,121.833,121.917,117.5,120.167,2085996.051
8/9/2019,121.667,123.25,121.667,122.083,2001528.049
8/8/2019,124.833,124.833,121.667,121.667,2733420.067
8/7/2019,120.167,124.833,120.167,124.833,2823648.069
8/6/2019,120.833,121.833,116.917,120,2699376.066
8/5/2019,124.167,124.417,121.333,121.667,2632632.064
8/2/2019,124.833,125,123.333,125,2540952.062
8/1/2019,122.083,125.333,121.667,125,1668504.041
07/31/19,123.333,124.917,122.083,122.5,1556100.038
07/30/19,124.167,124.167,122.833,123.667,2390844.058
07/29/19,123.75,124.75,122.5,123.75,2695284.066
07/26/19,125,127.083,122.667,123.5,1584096.039
07/25/19,122.75,126.583,121.167,126.583,2510904.061
07/24/19,125,125.75,122.5,122.917,1982760.048
07/23/19,124.167,126.667,121.833,125.833,1508844.037
07/22/19,121.5,124.5,121.333,124.5,1336644.033
07/19/19,123.25,124.583,122.583,123.333,1391328.034
07/18/19,123.25,125,123.083,123.167,4670916.114
07/17/19,122.75,123.583,122.667,122.667,4225620.103
07/16/19,128.333,128.333,121.667,121.833,2603340.064
07/15/19,123.5,128.333,123.417,128.333,3026832.074
7/12/2019,120.917,124.25,120.917,123.5,1845132.045
7/11/2019,118.417,120.833,117.583,120.833,968160.0236
7/10/2019,118.75,119.083,117.917,118.583,881232.0215
7/9/2019,117.583,119.167,117.583,118.75,2979768.073
7/8/2019,119.167,119.167,117.583,117.583,2793048.068
7/5/2019,115.833,119.167,115.833,119.167,4880460.119
7/4/2019,116.167,118.25,116.167,117.833,2951400.072
7/3/2019,115.833,116.667,115.667,116.167,2700408.066
7/2/2019,116.25,116.667,115.333,116.25,10965744.27
7/1/2019,116.667,117.333,115.833,116.25,2670000.065
06/28/19,117.917,117.917,115.75,116.667,3893016.095
06/27/19,118.333,119,118,118.75,2990172.073
06/26/19,117.5,118.5,117.5,118.333,3522972.086
06/25/19,118.167,119.333,115.333,117.5,4400412.107
06/24/19,117.75,119.5,116.75,117.917,1715292.042
06/21/19,116.833,117.75,115.917,117.75,1901976.046
06/20/19,116,116.667,115,116.667,2875392.07
06/19/19,115.167,116.583,115.167,116.333,2274312.055
06/18/19,115,115.583,114.5,115.167,2226036.054
06/17/19,116.667,116.667,114.583,114.917,4238604.103
06/14/19,116.667,116.667,115.083,116.667,4083444.1
06/13/19,116.417,117.25,116.417,116.667,5576280.136
6/11/2019,116.25,116.833,116.25,116.583,1612332.039
6/10/2019,116.5,117.167,115.833,116.25,2703348.066
6/7/2019,115.833,116.5,115.167,116.5,1707060.042
6/6/2019,114.583,116,112.917,115,3550536.087
6/4/2019,115,116.5,112.917,114.583,6138828.15
6/3/2019,114.167,115.833,112.583,114.583,3228624.079
05/31/19,113.333,115.333,113,115,2631060.064
05/30/19,112.5,115.25,111.5,113.917,9503556.232
05/29/19,110.5,111.667,110.5,111.25,1481940.036
05/28/19,109.667,112.5,109.25,110,3257820.079
05/27/19,111.417,111.667,109.25,110,1177620.029
05/24/19,111,113.167,109.167,111.417,1197744.029
05/23/19,111.75,112.083,110.583,112.083,1150212.028
05/22/19,110.833,112.083,110,112.083,1117140.027
05/21/19,108.75,111.083,108.333,110.833,7878948.192
05/20/19,108.417,109.5,106.667,109.083,4496892.11
05/17/19,108.417,110.333,108.417,109.083,2245716.055
05/16/19,108.333,108.417,105.083,107.083,5977128.146
05/15/19,108.583,110.417,108.583,109.583,1786836.044
05/14/19,110.417,110.833,107.083,108.5,8589996.21
5/10/2019,111.833,113.333,110.833,113.167,3380820.082
5/9/2019,114.167,115.75,111.583,111.667,2187192.053
5/8/2019,112.417,116.583,109.917,116.583,1230204.03
5/7/2019,114.083,114.167,112.417,113.25,3920280.096
5/6/2019,115.583,115.583,112.5,112.5,3066360.075
5/3/2019,113.833,117.917,113.75,115.833,1604748.039
5/2/2019,111.667,113.75,111.333,113.25,966024.0236
04/30/19,111.5,111.667,111,111.667,2427168.059
04/29/19,111.5,111.75,110.833,111.5,2470116.06
04/26/19,111.667,111.667,110,111.667,2911524.071
04/25/19,111.667,111.833,111.5,111.667,2270100.055
04/24/19,111.333,111.5,111.167,111.333,1966440.048
04/23/19,111.583,111.667,110.5,111.333,1680348.041
04/22/19,109.75,111.667,109.583,110.833,1625136.04
04/17/19,108.333,110.917,108.333,110,1829664.045
04/16/19,110.167,110.167,108.333,108.333,624636.0152
04/15/19,110.25,111.167,109.75,110.167,1541472.038
4/12/2019,110.333,110.333,109.333,110,3229524.079
4/11/2019,109.583,110,109.333,109.667,1409112.034
4/10/2019,109.917,109.917,108.333,109.083,2534496.062
4/8/2019,109.167,110,108.333,108.75,1640304.04
4/5/2019,108.75,110.083,108.75,109.417,1955580.048
4/4/2019,110.167,110.167,108.167,108.75,1621848.04
4/3/2019,109.917,110.167,109.417,109.75,2648088.065
4/2/2019,109.083,110.667,108.667,109.583,2597016.063
4/1/2019,111.667,111.667,108.333,108.333,1540692.038
03/29/19,110.25,111.583,110.25,111.5,1998288.049
03/28/19,110.833,110.833,110.167,110.5,1743360.043
03/27/19,110,110.833,109.333,110,1853184.045
03/26/19,110.333,110.833,109.667,110,3271812.08
03/25/19,111.5,111.5,107.917,110.333,2430876.059
03/22/19,110.833,111.667,110.417,111.583,3232044.079
03/21/19,110.667,110.833,109.667,110.833,2893044.071
03/20/19,109.167,110.417,109.167,110,4318284.105
03/19/19,109.167,110.417,108.833,109.583,5686932.139
