Date,Open,High,Low,Close,Adj Close
1/10/1990,538.179993,620.200012,516.210022,613.400024,613.24231
1/11/1990,613.400024,678.059998,596.559998,622.469971,622.309937
1/12/1990,631.890015,693.700012,616.280029,653.109985,652.942078
1/1/1991,630.619995,756.710022,587.460022,756.710022,756.515503
1/2/1991,742.330017,1012.200012,742.330017,987.080017,986.826294
1/3/1991,967.650024,1106.939941,942.22998,1106.939941,1106.655396
1/4/1991,1125.619995,1161.150024,1027.660034,1063.550049,1063.276611
1/5/1991,1063.550049,1202.72998,1060.569946,1180.800049,1180.49646
1/6/1991,1158.609985,1162.449951,1031.680054,1065.349976,1065.07605
1/7/1991,1062.23999,1101.910034,982.26001,1021.799988,1021.537292
1/8/1991,1011.099976,1031.540039,925.390015,1021.830017,1021.567322
1/9/1991,1022.169983,1027.119995,901.570007,943.349976,943.107483
1/10/1991,946.690002,1039.660034,946.690002,1030.800049,1030.535034
1/11/1991,1030.800049,1139.76001,1030.099976,1089.660034,1089.379883
1/12/1991,1097.5,1154.26001,1097.5,1154.26001,1153.963257
1/1/1992,1177.099976,1317.630005,1177.099976,1267.209961,1266.884155
1/2/1992,1280.569946,1280.569946,1147.050049,1197.800049,1197.492065
1/3/1992,1181.160034,1181.160034,1097.170044,1105.72998,1105.445679
1/4/1992,1109.930054,1248.719971,1109.930054,1248.719971,1248.398926
1/5/1992,1248.719971,1451.130005,1222.51001,1416.73999,1416.375732
1/6/1992,1408.329956,1597.73999,1408.329956,1566.869995,1566.467163
1/7/1992,1541.160034,1541.160034,1436.699951,1508.660034,1508.272217
1/8/1992,1493.949951,1536.599976,1393.140015,1393.140015,1392.78186
1/9/1992,1380.319946,1443.060059,1380.319946,1421.140015,1420.774658
1/10/1992,1431.550049,1455.140015,1336,1372.359985,1372.007202
1/11/1992,1372.359985,1374.880005,1275.98999,1276.959961,1276.631714
1/12/1992,1281.719971,1297.199951,1197.099976,1272.400024,1272.072876
1/1/1993,1282.969971,1354.910034,1282.969971,1354.910034,1354.561768
1/2/1993,1349.640015,1538.219971,1345.72998,1538.219971,1537.824585
1/3/1993,1511.540039,1560.73999,1450.209961,1471.339966,1470.96167
1/4/1993,1475.969971,1620.98999,1475.969971,1620.98999,1620.573242
1/5/1993,1634.709961,1670.630005,1588.75,1601.579956,1601.168213
1/6/1993,1595.199951,1620.060059,1560.329956,1593.410034,1593.000366
1/7/1993,1603.339966,1773.290039,1596.23999,1773.290039,1772.834229
1/8/1993,1800.97998,1819.900024,1741.76001,1804.099976,1803.63623
1/9/1993,1856.209961,2020.22998,1856.209961,1998.900024,1998.386108
1/10/1993,1988.939941,2404.280029,1933.099976,2404.280029,2403.661865
1/11/1993,2404.280029,2508.649902,2368.850098,2368.850098,2368.241211
1/12/1993,2363.209961,3241.860107,2363.209961,3241.860107,3241.026611
1/1/1994,3317,3346.790039,2873.719971,2873.719971,2872.981201
1/2/1994,2834.560059,3048.540039,2834.560059,2858.639893,2857.905029
1/3/1994,2750.300049,2750.300049,2504.879883,2711.5,2710.802979
1/4/1994,2711.5,2867.590088,2631.709961,2844.219971,2843.48877
1/5/1994,2885.439941,3064.050049,2844.97998,3030.77002,3029.990967
1/6/1994,3114.439941,3114.439941,2731.48999,2746.360107,2745.654053
1/7/1994,2694.51001,2803.209961,2510.76001,2803.209961,2802.489258
1/8/1994,2883.340088,3127.060059,2866.530029,3112.830078,3112.029785
1/9/1994,3079.389893,3104.300049,2877.689941,2908.23999,2907.492432
1/10/1994,2919.340088,3113.149902,2919.340088,3068.52002,3067.731201
1/11/1994,3068.52002,3096.580078,2678.98999,2691.189941,2690.498047
1/12/1994,2645.360107,2807.070068,2596.75,2785.810059,2785.093994
1/1/1995,2798.209961,2805.280029,2374.860107,2420.120117,2419.498047
1/2/1995,2476.889893,2660.51001,2457.790039,2509.98999,2509.344727
1/3/1995,2478.22998,2490.909912,2245.77002,2392.25,2391.63501
1/4/1995,2394.090088,2517.939941,2361.540039,2466.209961,2465.575928
1/5/1995,2466.209961,2806.320068,2441.219971,2772.370117,2771.657471
1/6/1995,2791.169922,2886.429932,2736.320068,2766.449951,2765.73877
1/7/1995,2774.939941,2958.120117,2767.679932,2896.01001,2895.265625
1/8/1995,2893.98999,2935.689941,2754.219971,2758.949951,2758.240723
1/9/1995,2757.48999,2789.090088,2606.610107,2629.25,2628.573975
1/10/1995,2628.919922,2651.47998,2436.72998,2460.72998,2460.097412
1/11/1995,2460.72998,2500.179932,2160.449951,2442.159912,2441.531982
1/12/1995,2442.159912,2594.179932,2440.540039,2594.179932,2593.512939
1/1/1996,2585.379883,2908.419922,2570.870117,2885.76001,2885.018066
1/2/1996,2896.949951,2964.699951,2823.169922,2882.600098,2881.859131
1/3/1996,2884.689941,2949.629883,2756.459961,2900.75,2900.004395
1/4/1996,2900.310059,3040.860107,2900.310059,2937.97998,2937.224609
1/5/1996,2937.97998,3326.360107,2937.97998,3250.26001,3249.424561
1/6/1996,3250.26001,3302.330078,3136.219971,3275.26001,3274.417969
1/7/1996,3282.459961,3375.939941,2979.449951,3028.340088,3027.561523
1/8/1996,3045.850098,3240.459961,3045.469971,3220.709961,3219.88208
1/9/1996,3233.610107,3267.110107,3150.25,3169.780029,3168.965088
1/10/1996,3160.820068,3193.51001,2846.48999,2964,2963.238037
1/11/1996,2964,3122.919922,2958.159912,3090.159912,3089.365479
1/12/1996,3082.530029,3204.580078,3079.780029,3170.560059,3169.744873
1/1/1997,3158.75,3421.909912,3143.889893,3421.909912,3421.030273
1/2/1997,3419.090088,3447.600098,3286.179932,3315.280029,3314.427734
1/3/1997,3314.72998,3320.409912,3173.919922,3222.97998,3222.151367
1/4/1997,3220.449951,3220.449951,2648.100098,2648.169922,2647.489258
1/5/1997,2648.169922,2809.449951,2486.560059,2809.449951,2808.727783
1/6/1997,2812.189941,2919.540039,2753.800049,2809.209961,2808.487793
1/7/1997,2803.959961,2815.540039,2475.080078,2616.399902,2615.727295
1/8/1997,2623.219971,2699.620117,1898.119995,2021.52002,2021.000366
1/9/1997,2037.670044,2233.040039,1887.73999,2057.389893,2056.861084
1/10/1997,2059.75,2077.48999,1722.910034,1818.089966,1817.622559
1/11/1997,1821.069946,1911.050049,1759.76001,1771.939941,1771.484375
1/12/1997,1775.800049,1979.5,1767.900024,1869.22998,1868.74939
1/1/1998,1866.160034,1949.619995,1450.680054,1948.01001,1947.509277
1/2/1998,2040.040039,2284.610107,1996.790039,2266.300049,2265.717529
1/3/1998,2271.47998,2325.129883,2132.290039,2238.419922,2237.844482
1/4/1998,2234,2234.72998,2106.679932,2181.320068,2180.759277
1/5/1998,2181.320068,2267.179932,2005.160034,2011.449951,2010.932861
1/6/1998,2010.849976,2010.849976,1685.689941,1760.130005,1759.67749
1/7/1998,1780.109985,1887.930054,1594.689941,1607.609985,1607.196655
1/8/1998,1607.609985,1607.609985,1182.27002,1192.25,1191.943481
1/9/1998,1172.540039,1273.910034,1075.319946,1259.640015,1259.316162
1/10/1998,1252.439941,1773.97998,1155.030029,1755.040039,1754.588867
1/11/1998,1755.040039,1987.810059,1626.199951,1975.359985,1974.852173
1/12/1998,1954.910034,1968.780029,1757.26001,1968.780029,1968.273926
1/1/1999,1969.319946,2175.77002,1935.319946,1954.150024,1953.647705
1/2/1999,1954.150024,2025.550049,1878.51001,1965.050049,1964.544922
1/3/1999,1970.26001,2046.540039,1932.589966,2028.209961,2027.688599
1/4/1999,2028.209961,2465.629883,2020.900024,2433.699951,2433.074219
1/5/1999,2435.77002,2583.98999,2329.909912,2419.830078,2419.208008
1/6/1999,2424.169922,2509.820068,2348.97998,2486.959961,2486.320557
1/7/1999,2520.76001,2632.600098,2237.540039,2342.810059,2342.207764
1/8/1999,2335.409912,2380.629883,2069.330078,2173.820068,2173.26123
1/9/1999,2173.820068,2187.209961,2040.449951,2096.199951,2095.661133
1/10/1999,2097.219971,2113.75,1899.709961,2036.050049,2035.526611
1/11/1999,2036.050049,2048.560059,1943.97998,1979.420044,1978.911133
1/12/1999,1987.349976,2143.679932,1880.76001,2142.969971,2142.418945
1/1/2000,2143.669922,2158.209961,1950.01001,1989.430054,1988.918579
1/2/2000,1986.619995,2066.050049,1637.910034,1641.939941,1641.517822
1/3/2000,1648.689941,1738.599976,1595.969971,1681.719971,1681.287598
1/4/2000,1677.579956,1796.910034,1582.300049,1598.72998,1598.31897
1/5/2000,1598.72998,1608.800049,1377.660034,1478.76001,1478.379883
1/6/2000,1476.47998,1572.150024,1461.310059,1533.98999,1533.595581
1/7/2000,1533.98999,1566.660034,1413.699951,1417.170044,1416.805786
1/8/2000,1417.170044,1539.369995,1405.530029,1537.52002,1537.124756
1/9/2000,1538.040039,1542.76001,1416.050049,1434.48999,1434.121216
1/10/2000,1432.949951,1433.859985,1243.079956,1287.849976,1287.518921
1/11/2000,1287.849976,1513.810059,1287.849976,1404.829956,1404.46875
1/12/2000,1404.52002,1494.77002,1372.780029,1494.5,1494.115845
1/1/2001,1488.02002,1953.630005,1420.810059,1687,1686.566284
1/2/2001,1684.26001,1712.939941,1606.51001,1613.48999,1613.075195
1/3/2001,1612.810059,1626.050049,1426.01001,1446.400024,1446.028198
1/4/2001,1449.98999,1485.180054,1376.930054,1378.839966,1378.485474
1/5/2001,1378.839966,1489.569946,1378.839966,1402.290039,1401.929565
1/6/2001,1402.290039,1480.25,1388.280029,1410.069946,1409.707397
1/7/2001,1413.22998,1417.939941,1350.26001,1362.890015,1362.539673
1/8/2001,1362.390015,1362.390015,1254.410034,1265.439941,1265.114624
1/9/2001,1265.439941,1302.410034,1122,1126.630005,1126.340332
1/10/2001,1128.170044,1134.300049,978.190002,993.349976,993.094604
1/11/2001,993.349976,1135.77002,985.26001,1128.469971,1128.17981
1/12/2001,1128.27002,1168.079956,1093.890015,1168.079956,1167.779663
1/1/2002,1167.300049,1361.939941,1165.619995,1361.939941,1361.589844
1/2/2002,1373.969971,1479.849976,1333.930054,1406.219971,1405.858521
1/3/2002,1407.459961,1436.420044,1360.050049,1403.619995,1403.259155
1/4/2002,1401.189941,1438.619995,1303.680054,1346.089966,1345.743896
1/5/2002,1346.089966,1375.589966,1305.73999,1315,1314.661987
1/6/2002,1315.790039,1334.780029,1150.52002,1156.349976,1156.052734
1/7/2002,1160.030029,1196.589966,1111.439941,1123.23999,1122.951294
1/8/2002,1123.170044,1143.569946,1083.910034,1103.359985,1103.076294
1/9/2002,1103.359985,1167.670044,1092.709961,1129.339966,1129.049683
1/10/2002,1127.890015,1127.890015,1011.130005,1048.530029,1048.260498
1/11/2002,1048.530029,1086.48999,1021.460022,1047.219971,1046.950806
1/12/2002,1050.890015,1051.550049,985.030029,1018.409973,1018.148193
1/1/2003,1018.580017,1084.050049,1007.590027,1056.689941,1056.418335
1/2/2003,1055.449951,1062.130005,999.539978,1019.330017,1019.067993
1/3/2003,1019.909973,1039.77002,995.070007,1039.670044,1039.40271
1/4/2003,1039.670044,1136.890015,1034.130005,1068.150024,1067.875488
1/5/2003,1068.150024,1085.51001,1034.069946,1073.689941,1073.41394
1/6/2003,1072.959961,1277.819946,1068.22998,1222.800049,1222.485718
1/7/2003,1223,1308.77002,1208.579956,1240.420044,1240.101196
1/8/2003,1241.630005,1272.069946,1190.180054,1192.829956,1192.523315
1/9/2003,1192.829956,1326.469971,1192.040039,1297.420044,1297.086548
1/10/2003,1293.369995,1404.819946,1285.699951,1399.069946,1398.710327
1/11/2003,1396.839966,1435.119995,1308.23999,1313.869995,1313.532227
1/12/2003,1314.430054,1452.900024,1314.430054,1442.369995,1441.999146
1/1/2004,1452.900024,1572.209961,1434.699951,1508.300049,1507.912354
1/2/2004,1506.26001,1506.26001,1428.439941,1483.180054,1482.798706
1/3/2004,1483.180054,1491.829956,1385.160034,1424.329956,1423.963745
1/4/2004,1426.650024,1620.369995,1426.650024,1555.01001,1554.610229
1/5/2004,1555.01001,1583.689941,1465.359985,1511.359985,1510.971436
1/6/2004,1514.280029,1595.040039,1514,1579.400024,1578.994019
1/7/2004,1578.130005,1605.599976,1529.660034,1584.699951,1584.292603
1/8/2004,1583.650024,1600.569946,1538.839966,1579.829956,1579.423828
1/9/2004,1580.099976,1774.709961,1576.439941,1761.569946,1761.117065
1/10/2004,1757.780029,1865.640015,1725.5,1819.030029,1818.562378
1/11/2004,1819.030029,1841.109985,1734.099976,1830.959961,1830.489258
1/12/2004,1828.060059,1835.959961,1746.97998,1822.829956,1822.361328
1/1/2005,1822.949951,2024.079956,1811.040039,2019.560059,2019.040894
1/2/2005,2016.329956,2129.51001,1982.449951,2079.98999,2079.455322
1/3/2005,2082.850098,2172.76001,1890.780029,1954.689941,1954.1875
1/4/2005,1953.079956,2000.369995,1817.01001,1854.630005,1854.153198
1/5/2005,1854.630005,1950.47998,1854.630005,1929.380005,1928.884033
1/6/2005,1939.189941,2051.040039,1881.52002,1924.22998,1923.735352
1/7/2005,1924.22998,2007.469971,1805.48999,2000.25,1999.73584
1/8/2005,2000.790039,2049.649902,1915.26001,1936.900024,1936.4021
1/9/2005,1937.079956,1987.890015,1866.079956,1942.069946,1941.570679
1/10/2005,1942.069946,1964.73999,1909.709961,1960.219971,1959.716064
1/11/2005,1960.219971,2144.199951,1959.839966,2099.73999,2099.200195
1/12/2005,2099.73999,2123.919922,2018.189941,2096.040039,2095.501221
1/1/2006,2096.040039,2167.919922,2085.449951,2145.389893,2144.838379
1/2/2006,2145.77002,2159.560059,2044.579956,2122.959961,2122.414307
1/3/2006,2127.459961,2211.629883,2082.060059,2195.949951,2195.385498
1/4/2006,2189.219971,2284.080078,2181.330078,2270.530029,2269.946289
1/5/2006,2270.530029,2602.459961,2225.310059,2296.110107,2295.519775
1/6/2006,2300.360107,2316.649902,2034.48999,2178.790039,2178.22998
1/7/2006,2187.560059,2390.840088,2151.26001,2390.840088,2390.225342
1/8/2006,2389.889893,2409.97998,2272.860107,2312.22998,2311.635498
1/9/2006,2314.449951,2569.830078,2310.320068,2556.709961,2556.052734
1/10/2006,2554.070068,2719.469971,2483.110107,2708.5,2707.803711
1/11/2006,2708.5,2856.149902,2706.300049,2788.459961,2787.743164
1/12/2006,2788.459961,2982.540039,2773.040039,2982.540039,2981.773193
1/1/2007,2983.77002,3292.840088,2938.620117,3239.27002,3238.437256
1/2/2007,3240.129883,3417.080078,2992.810059,3067.449951,3066.661377
1/3/2007,3162.790039,3220.340088,2965.800049,3203.550049,3202.726563
1/4/2007,3198.139893,3429.780029,3198.139893,3270.72998,3269.88916
1/5/2007,3270.72998,3517.129883,3263.48999,3474.669922,3473.776611
1/6/2007,3490.23999,3730.26001,3468.850098,3660.860107,3659.918945
1/7/2007,3653.02002,3820.550049,3434.659912,3501.199951,3500.299805
1/8/2007,3466.629883,3469.790039,2874.98999,3365.290039,3364.424805
1/9/2007,3370.929932,3617.159912,3258.090088,3572.899902,3571.981445
1/10/2007,3573.810059,3896.73999,3565.719971,3758.969971,3758.003662
1/11/2007,3758.969971,3802.419922,3455.899902,3578.550049,3577.630127
1/12/2007,3604.22998,3772.47998,3414.52002,3621.600098,3620.669189
1/1/2008,3625.590088,3641.610107,2953.929932,3266,3265.1604
1/2/2008,3286.449951,3333.26001,3061.98999,3129.98999,3129.185303
1/3/2008,3116.01001,3121.090088,2772.929932,2984.669922,2983.902588
1/4/2008,2986.110107,3052.340088,2738.590088,2749.77002,2749.063232
1/5/2008,2749.77002,2903.51001,2712.179932,2827.439941,2826.713135
1/6/2008,2827.870117,2839.290039,2458.290039,2459.97998,2459.347656
1/7/2008,2459.97998,2613.969971,2289.209961,2577.100098,2576.4375
1/8/2008,2568.75,2778.129883,2560.820068,2688.090088,2687.398926
1/9/2008,2652.22998,2755.399902,2342.459961,2569.649902,2568.989258
1/10/2008,2569.649902,2626.040039,1684.75,1951.089966,1950.588379
1/11/2008,1965.27002,2068.439941,1763.780029,1971.569946,1971.06311
1/12/2008,1971.569946,1971.569946,1831.589966,1872.849976,1872.36853
1/1/2009,1925.75,2004.680054,1818.560059,1825.089966,1824.620728
1/2/2009,1840.75,1961.869995,1822.410034,1872.219971,1871.738647
1/3/2009,1877.47998,2048.600098,1745.390015,1986.219971,1985.709351
1/4/2009,1987.949951,2121.899902,1965.589966,2103.5,2102.959229
1/5/2009,2103.5,2398.25,2103.5,2389.310059,2388.695801
1/6/2009,2404.620117,2626.209961,2352.75,2437.98999,2437.363281
1/7/2009,2436.800049,2842.209961,2412.679932,2798.330078,2797.610596
1/8/2009,2796.699951,2906.560059,2693.129883,2884.179932,2883.438477
1/9/2009,2856.870117,2875.060059,2754.620117,2800.820068,2800.100098
1/10/2009,2805.800049,2971.320068,2771.02002,2908.5,2907.752197
1/11/2009,2908.5,3092.47998,2892.159912,3044.969971,3044.187256
1/12/2009,3051.449951,3130.429932,2979.98999,3052.679932,3051.895264
1/1/2010,3051.300049,3133.530029,2903.850098,2953.189941,2952.430664
1/2/2010,2950.02002,3043.75,2787.659912,3043.75,3042.967529
1/3/2010,3037.679932,3204.219971,3034.129883,3161.800049,3160.987305
1/4/2010,3161.800049,3327.98999,3145.469971,3290.090088,3289.244385
1/5/2010,3290.090088,3342.310059,3073.709961,3272.72998,3271.888672
1/6/2010,3267.939941,3374.01001,3219.459961,3372.709961,3371.843018
1/7/2010,3321.389893,3485.939941,3281.379883,3426.949951,3426.068848
1/8/2010,3426.949951,3619.870117,3426.459961,3566.22998,3565.313232
1/9/2010,3566.22998,4142.850098,3566.22998,4100.069824,4099.015625
1/10/2010,4100.069824,4299.080078,4067.159912,4268.740234,4267.643066
1/11/2010,4268.740234,4413.419922,3953.699951,3953.699951,3952.683594
1/12/2010,3967.860107,4235.339844,3967.860107,4201.140137,4200.060059
1/1/2011,4206.009766,4246.27002,3869.899902,3881.469971,3880.472168
1/2/2011,3893.120117,3908.919922,3705.179932,3766.72998,3765.761719
1/3/2011,3772.870117,4056.649902,3752.379883,4055.139893,4054.097412
1/4/2011,4055.580078,4344.100098,4055.580078,4319.509766,4318.399414
1/5/2011,4319.569824,4337.580078,4173.609863,4244.640137,4243.548828
1/6/2011,4243.930176,4332.600098,4123.700195,4291.209961,4290.106934
1/7/2011,4304.680176,4515.77002,4294.240234,4503.629883,4502.472168
1/8/2011,4503.040039,4563.649902,4129.299805,4348.5,4347.382324
1/9/2011,4348.5,4397.97998,3715.01001,3999.649902,3998.621582
1/10/2011,3989.040039,4345.75,3798.060059,4333.720215,4332.605957
1/11/2011,4333.720215,4394.899902,4207.439941,4211.040039,4209.95752
1/12/2011,4288.149902,4388.850098,4266.240234,4371.959961,4370.835938
1/1/2012,4371.959961,4756.779785,4370.830078,4682.439941,4681.236328
1/2/2012,4676.580078,4997.040039,4673,4897.649902,4896.390625
1/3/2012,4900.830078,5146.169922,4896.209961,5107.72998,5106.416992
1/4/2012,5107.72998,5247.140137,4990.75,5202.700195,5201.362793
1/5/2012,5202.700195,5329.759766,4863.419922,5091.22998,5089.921387
1/6/2012,5057.850098,5285.839844,4890.200195,5246.410156,5245.061523
1/7/2012,5278.279785,5403.160156,5116.549805,5307.660156,5306.295898
1/8/2012,5309.740234,5330.25,5114.950195,5196.189941,5194.854004
1/9/2012,5200.120117,5367.839844,5148.560059,5346.100098,5344.725586
1/10/2012,5344.819824,5484.629883,5305.399902,5424.509766,5423.115234
1/11/2012,5424.509766,5650.100098,5402.399902,5640.450195,5639
1/12/2012,5622.72998,5866.830078,5604.189941,5812.72998,5811.23584
1/1/2013,5810.470215,6332.27002,5808.939941,6242.740234,6241.135254
1/2/2013,6253.859863,6721.450195,6253.839844,6721.450195,6719.722168
1/3/2013,6725.359863,6873.890137,6310.370117,6847.470215,6845.709961
1/4/2013,6874.339844,7120.47998,6703.799805,7070.990234,7069.172363
1/5/2013,7072.560059,7403.649902,6880.600098,7021.950195,7020.14502
1/6/2013,6966.069824,6966.069824,5678.72998,6465.279785,6463.617676
1/7/2013,6464.470215,6829.959961,6244.290039,6639.120117,6637.413574
1/8/2013,6644.560059,6682.22998,5562.129883,6075.169922,6073.60791
1/9/2013,6073.220215,6587.47998,5896.959961,6191.799805,6190.208008
1/10/2013,6194.560059,6648.080078,6191.470215,6585.379883,6583.687012
1/11/2013,6586.870117,6586.870117,5955.069824,6208.819824,6207.223633
1/12/2013,6215.109863,6269.689941,5709.339844,5889.830078,5888.315918
1/1/2014,5923.720215,6195.640137,5842.879883,6041.189941,6039.636719
1/2/2014,6041.77002,6424.990234,5886.009766,6424.990234,6423.338379
1/3/2014,6424.850098,6550.939941,6307.919922,6428.709961,6427.057129
1/4/2014,6429.560059,6815.259766,6423.899902,6707.910156,6706.185547
1/5/2014,6707.910156,6908.589844,6647.649902,6647.649902,6645.940918
1/6/2014,6647.919922,6900.830078,6635.549805,6844.310059,6842.550781
1/7/2014,6858.009766,7016.709961,6816.899902,6864.819824,6863.055176
1/8/2014,6863.97998,7176.22998,6800.160156,7050.890137,7049.077637
1/9/2014,7050.720215,7413.620117,7050.720215,7283.069824,7281.197754
1/10/2014,7260.759766,7283.589844,6896.470215,7215.72998,7213.875
1/11/2014,7213.049805,7372.569824,7176.129883,7294.379883,7292.504883
1/12/2014,7297.129883,7372.160156,6882.180176,7186.319824,7184.472168
1/1/2015,7282.939941,7736.970215,7224.399902,7689.910156,7687.933105
1/2/2015,7689.910156,7862.910156,7582.040039,7730.569824,7728.58252
1/3/2015,7730.569824,8007.97998,7701.72998,7940.490234,7938.44873
1/4/2015,7941.879883,8136.970215,7693.910156,7714.819824,7712.836426
1/5/2015,7713.419922,7923.129883,7468.580078,7580.459961,7578.51123
1/6/2015,7580.459961,7670.370117,7272.359863,7564.5,7562.555176
1/7/2015,7509,7665.52002,7239.02002,7550,7548.059082
1/8/2015,7563.439941,7697.330078,6603.189941,7098.810059,7096.985352
1/9/2015,7065.089844,7209.589844,6720.819824,6893.97998,6892.20752
1/10/2015,6899.259766,7377.47998,6821.850098,7134.259766,7132.425781
1/11/2015,7206.879883,7239.930176,6715.919922,6927.069824,6925.289063
1/12/2015,6918.549805,7062.629883,6610.819824,6952.080078,6950.292969
1/1/2016,6954.27002,6957.240234,6084.279785,6687.620117,6685.900879
1/2/2016,6705.52002,6848.870117,6521.200195,6671.040039,6669.325195
1/3/2016,6670.75,7412.330078,6661.680176,7262.299805,7260.432617
1/4/2016,7273.879883,7374.959961,7122.759766,7159.290039,7157.449707
1/5/2016,7106.350098,7568.819824,6941.419922,7401.600098,7399.697266
1/6/2016,7447.27002,7980.75,7407.220215,7796.25,7794.245605
1/7/2016,7811.200195,8118.439941,7748.870117,7963.109863,7961.062988
1/8/2016,8006.720215,8078.97998,7707.379883,7787.370117,7785.368164
1/9/2016,7775.779785,7829.700195,7493.640137,7629.72998,7627.768555
1/10/2016,7643.339844,7721.569824,7312.180176,7404.799805,7402.895996
1/11/2016,7371.680176,7374.569824,6722.310059,6781.200195,6779.457031
1/12/2016,6902.140137,7048.740234,6499,6840.640137,6838.881348
1/1/2017,6840.060059,7402.540039,6746.799805,7229.660156,7227.801758
1/2/2017,7297.720215,7339.899902,7152.450195,7212.089844,7210.23584
1/3/2017,7167.890137,7417.759766,7146.27002,7311.720215,7309.840332
1/4/2017,7323.740234,7733.779785,7317.740234,7661.009766,7659.040527
1/5/2017,7687.290039,8018.390137,7682.259766,7837.120117,7835.105469
1/6/2017,7835.27002,8046.629883,7734.52002,7843.160156,7841.144043
1/7/2017,7840.22998,8106.740234,7797.830078,8018.049805,8015.98877
1/8/2017,8015.680176,8105.009766,7862.109863,7958.569824,7956.523926
1/9/2017,8038.279785,8321.80957,7972.620117,8171.430176,8169.32959
1/10/2017,8210.759766,8586.730469,8197.889648,8365.259766,8363.109375
1/11/2017,8342.980469,8605.150391,8206.44043,8254.030273,8251.908203
1/12/2017,8236.150391,8640.040039,8051.859863,8558.419922,8556.219727
1/1/2018,8584.459961,9078.370117,8580.5,8764.009766,8761.756836
1/2/2018,8748.379883,9700.55957,8373.679688,8475.290039,8473.111328
1/3/2018,8471.219727,8503.679688,7834.109863,7979.830078,7977.778809
1/4/2018,7993.629883,8084.930176,7526.299805,7819.25,7817.239746
1/5/2018,7791.629883,7906.450195,7457.049805,7497.169922,7495.242676
1/6/2018,7499.899902,7814.879883,6923.669922,7193.680176,7191.831055
1/7/2018,7184.620117,7773.319824,7143.569824,7672,7670.027832
1/8/2018,7664.990234,7879.27002,7478.939941,7855.709961,7853.69043
1/9/2018,7879,7881.819824,7134.72998,7276.819824,7274.949219
1/10/2018,7256.540039,7265.109863,6790.580078,7140.290039,7138.45459
1/11/2018,7204.129883,7482.350098,6820.220215,7367.850098,7365.956055
1/12/2018,7468.620117,7703.919922,7348.209961,7466.02002,7464.100586
1/1/2019,7496.569824,8143.609863,7465.759766,8007.47998,8005.421387
1/2/2019,8038.649902,8213.709961,7705.490234,7705.490234,7703.509277
