Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Boxing,Boxing,48 - 51kg (flyweight),M,"CHOI, Chol Su",Men,PRK,0,0,1
Rowing,Rowing,double sculls (2x),M,"ZWOLLE, Hendrik Jan",Men,NED,1,0,0
Boxing,Boxing,51 - 54kg (bantamweight),M,"CASAMAYOR JOHNSON, Joel",Men,CUB,0,0,1
Boxing,Boxing,67 - 71kg (light-middleweight),M,"DELIBAS, Orhan",Men,NED,0,1,0
Athletics,Athletics,long jump,W,"KRAVETS, Inessa",Women,EUN,0,1,0
Gymnastics,Artistic G.,team competition,M,"LI, Xiaosahuang",Men,CHN,0,1,0
Badminton,Badminton,singles,M,"WIRANATA, Ardy Bernardus",Men,INA,0,1,0
Athletics,Athletics,long jump,M,"LEWIS, Carl",Men,USA,0,0,1
Cycling,Cycling Road,team time trial,M,"CONTRI, Gianfranco",Men,ITA,0,1,0
Judo,Judo,60 - 65kg (half-lightweight),M,"QUELLMALZ, Udo",Men,GER,1,0,0
Shooting,Shooting,skeet (125 targets),X,"ROSSETTI, Bruno Mario",Men,ITA,1,0,0
Athletics,Athletics,100m,M,"MITCHELL, Dennis",Men,USA,1,0,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"KJALL, Jyri Göran",Men,FIN,1,0,0
Volleyball,Volleyball,volleyball,M,"ZOODSMA, Ronald",Men,NED,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"RABE, Bahne",Men,GER,1,0,0
Rowing,Rowing,coxless pair (2-),M,"ETTINGSHAUSEN, Colin",Men,GER,0,1,0
Cycling,Cycling Road,individual road race,M,"OZOLS, Dainis",Men,LAT,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"FISCHER, Birgit",Women,GER,0,1,0
Badminton,Badminton,doubles,W,"GUAN, Weizhen",Women,CHN,0,1,0
Gymnastics,Artistic G.,vault,W,"ONODI, Henrietta",Women,HUN,0,0,1
Hockey,Hockey,hockey,W,"OLIVE VANCELLS, Nuria",Women,ESP,0,0,1
Aquatics,Synchronized S.,duet,W,"JOSEPHSON, Sarah",Women,USA,0,0,1
Handball,Handball,handball,W,"KISSELEVA, Larissa",Women,EUN,1,0,0
Fencing,Fencing,épée team,M,"ZAKHAREVITCH, Valeri",Men,EUN,1,0,0
Fencing,Fencing,foil team,M,"GARCIA PEREZ, Oscar",Men,CUB,0,1,0
Aquatics,Swimming,4x100m freestyle relay,M,"ZESNER, Steffen",Men,GER,1,0,0
Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),M,"MIN, Kyung-Kap",Men,KOR,1,0,0
Badminton,Badminton,singles,W,"BANG, Soo-Hyun",Women,KOR,0,1,0
Hockey,Hockey,hockey,W,"JOHNSON, Kathryn Louise",Women,GBR,1,0,0
Cycling,Cycling Road,individual road race,M,"CASARTELLI, Fabio",Men,ITA,0,0,1
Rowing,Rowing,single sculls (1x),W,"LIPA, Elisabeta",Women,ROU,0,0,1
Aquatics,Swimming,200m backstroke,M,"SELKOV, Vladimir",Men,EUN,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"WALLIN, Christer",Men,SWE,0,1,0
Athletics,Athletics,3000m,W,"ROMANOVA, Elena",Women,EUN,0,0,1
Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,"KHADEM AZGHADI, Amir Reza",Men,IRI,1,0,0
Aquatics,Swimming,4x100m freestyle relay,M,"JAGER, Thomas Michael",Men,USA,0,0,1
Badminton,Badminton,doubles,W,"SHIM, Eun-Jung",Women,KOR,1,0,0
Aquatics,Water polo,water polo,M,"BALLART, Daniel",Men,ESP,0,1,0
Athletics,Athletics,4x400m relay,M,"REGIS, John Paul Lyndon",Men,GBR,1,0,0
Cycling,Cycling Track,Team Pursuit (4000m),M,"O'GRADY, Stuart",Men,AUS,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"KLEMENTYEV, Ivans",Men,LAT,0,1,0
Gymnastics,Artistic G.,individual all-round,W,"MILLER, Shannon",Women,USA,0,1,0
Volleyball,Volleyball,volleyball,W,"CROSS-BATTLE, Tara",Women,USA,1,0,0
Aquatics,Synchronized S.,duet,W,"VILAGOS, Penny",Women,CAN,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"GOZDZIAK, Dariusz",Men,POL,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"MCBEAN, Marnie Elizabeth",Women,CAN,0,0,1
Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,"LETTMANN, Jochen",Men,GER,1,0,0
Basketball,Basketball,basketball,W,"HE, Jun",Women,CHN,0,1,0
Athletics,Athletics,4x100m relay,W,"ONYALI, Mary",Women,NGR,1,0,0
Basketball,Basketball,basketball,M,"SABONIS, Arvydas",Men,LTU,1,0,0
Handball,Handball,handball,M,"SJOEBLAD, Axel",Men,SWE,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"HOYER, Didier",Men,FRA,1,0,0
Handball,Handball,handball,W,"HONG, Jeong-Ho",Women,KOR,0,0,1
Aquatics,Swimming,100m butterfly,W,"QIAN, Hong",Women,CHN,0,0,1
Tennis,Tennis,doubles,M,"MINIUSSI, Christian Carlos",Men,ARG,1,0,0
Aquatics,Water polo,water polo,M,"ATTOLICO, Francesco",Men,ITA,0,0,1
Athletics,Athletics,marathon,M,"HWANG, Young-Cho",Men,KOR,0,0,1
Equestrian,Jumping,team,X,"MUNZNER, Joerg",Men,AUT,0,1,0
Athletics,Athletics,4x100m relay,M,"ADENIKEN, Olapade",Men,NGR,0,1,0
Handball,Handball,handball,W,"SAGSTUEN, Tonje",Women,NOR,0,1,0
Volleyball,Volleyball,volleyball,W,"CARVAJAL, Magaly Esther",Women,CUB,0,0,1
Volleyball,Volleyball,volleyball,M,"BECKER, Nick Adrian",Men,USA,1,0,0
Handball,Handball,handball,W,"GOUDZ, Lioudmila",Women,EUN,1,0,0
Judo,Judo,78 - 86kg (middleweight),M,"GILL, Nicolas",Men,CAN,1,0,0
Sailing,Sailing,two-person keelboat open (Star),X,"COWIE, Donald John",Men,NZL,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"KOLEHMAINEN, Mikko Yrjö",Men,FIN,0,0,1
Football,Football,football,M,"ACHEAMPONG, Joachin Yaw",Men,GHA,1,0,0
Volleyball,Volleyball,volleyball,W,"BELL, Regla Maritza",Women,CUB,0,0,1
Archery,Archery,individual (FITA Olympic round - 70m),M,"FLUTE, Sebastien",Men,FRA,0,0,1
Athletics,Athletics,20km walk,M,"LEBLANC, Guillaume",Men,CAN,0,1,0
Aquatics,Diving,10m platform,W,"CLARK, Mary Ellen",Women,USA,1,0,0
Hockey,Hockey,hockey,M,"KHAWAJA, Muhammad Junaid",Men,PAK,1,0,0
Handball,Handball,handball,W,"ANISIMOVA, Natalya",Women,EUN,1,0,0
Aquatics,Swimming,200m breaststroke,M,"GILLINGHAM, Nick",Men,GBR,1,0,0
Baseball,Baseball,baseball,M,"URRUTIA QUIROGA, Ermidelio",Men,CUB,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"BARNES, Jennifer Kirsten",Women,CAN,0,0,1
Gymnastics,Artistic G.,team competition,M,"SCHERBO, Vitaly",Men,EUN,0,0,1
Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),M,"DEMIACHKIEVITCH, Serguei",Men,EUN,1,0,0
Aquatics,Swimming,200m individual medley,W,"SANDERS, Summer",Women,USA,0,1,0
Aquatics,Water polo,water polo,M,"PORZIO, Francesco",Men,ITA,0,0,1
Boxing,Boxing,51 - 54kg (bantamweight),M,"MCCULLOUGH, Wayne",Men,IRL,0,1,0
Baseball,Baseball,baseball,M,"KOKUBO, Hiroki",Men,JPN,1,0,0
Aquatics,Swimming,200m breaststroke,W,"NALL, Anita",Women,USA,1,0,0
Volleyball,Volleyball,volleyball,M,"GAVIO, Giovane",Men,BRA,0,0,1
Gymnastics,Artistic G.,team competition,M,"VOROPAEV, Aleksei",Men,EUN,0,0,1
Athletics,Athletics,800m,M,"TANUI, William",Men,KEN,0,0,1
Baseball,Baseball,baseball,M,"WU, Shih-Hsih",Men,TPE,0,1,0
Basketball,Basketball,basketball,M,"NAGLIC, Aramis",Men,CRO,0,1,0
Hockey,Hockey,hockey,W,"MORGAN, Helen Jane",Women,GBR,1,0,0
Volleyball,Volleyball,volleyball,W,"WILLIAMS, Tonya",Women,USA,1,0,0
Hockey,Hockey,hockey,W,"DORADO, Natalia",Women,ESP,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"DÖRRIS, Jana",Women,GER,0,1,0
Equestrian,Eventing,team,X,"BAUMANN, Matthias Andreas",Men,GER,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"OLSSON, Anna",Women,SWE,1,0,0
Aquatics,Water polo,water polo,M,"POMILIO, Amedeo",Men,ITA,0,0,1
Handball,Handball,handball,W,"PARK, Kap-Sook",Women,KOR,0,0,1
Handball,Handball,handball,M,"THORSSON, Pierre",Men,SWE,0,1,0
Sailing,Sailing,single-handed dinghy (Finn),M,"VAN DER PLOEG, Jose",Men,ESP,0,0,1
Aquatics,Diving,3m springboard,W,"GAO, Min",Women,CHN,0,0,1
Judo,Judo,+ 95kg (heavyweight),M,"CSOSZ, Imre",Men,HUN,1,0,0
Athletics,Athletics,decathlon,M,"PENALVER ASENSIO, Antonio",Men,ESP,0,1,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"DOROFTEI, Leonard Dorin",Men,ROU,1,0,0
Basketball,Basketball,basketball,M,"DIMAVICIUS, Darius",Men,LTU,1,0,0
Aquatics,Swimming,100m freestyle,M,"CARON, Stephan",Men,FRA,1,0,0
Athletics,Athletics,4x400m relay,W,"NURUTDINOVA, Lilia",Women,EUN,0,0,1
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"SEIER, Jesper",Men,DEN,0,0,1
Boxing,Boxing,67 - 71kg (light-middleweight),M,"LEMUS GARCIA, Juan Carlos",Men,CUB,0,0,1
Hockey,Hockey,hockey,M,"TAHIR, Zaman",Men,PAK,1,0,0
Athletics,Athletics,heptathlon,W,"BRAUN, Sabine",Women,GER,1,0,0
Equestrian,Jumping,individual,X,"BEERBAUM, Ludger",Men,GER,0,0,1
Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),M,"KOSLOWSKI, Dennis Marvin",Men,USA,0,1,0
Aquatics,Diving,10m platform,M,"XIONG, Ni",Men,CHN,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"ANDERSON, Gary John",Men,NZL,1,0,0
Judo,Judo,65 - 71kg (lightweight),M,"CHUNG, Hoon",Men,KOR,1,0,0
Basketball,Basketball,basketball,W,"BARANOVA, Elena",Women,EUN,0,0,1
Volleyball,Volleyball,volleyball,W,"TYURINA, Elena",Women,EUN,0,1,0
Archery,Archery,team (FITA Olympic round - 70m),W,"LEE, Eun Kyung",Women,KOR,0,0,1
Handball,Handball,handball,W,"OH, Seongok",Women,KOR,0,0,1
Aquatics,Water polo,water polo,M,"KARABOUTOV, Vladimir",Men,EUN,1,0,0
Volleyball,Volleyball,volleyball,M,"GREENBAUM, Daniel Robert",Men,USA,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"DOBRE, Anisoara",Women,ROU,0,1,0
Equestrian,Jumping,team,X,"NAVET, Eric",Men,FRA,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"IGNAT, Doina",Women,ROU,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"MÜLLER, Kerstin",Women,GER,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"GUTSCHE, Torsten Rene",Men,GER,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"TALAPAN, Viorel",Men,ROU,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"DONUSZ, Eva",Women,HUN,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"POPESCU, Dimitrie",Men,ROU,0,0,1
Athletics,Athletics,4x400m relay,W,"STOUTE, Jennifer",Women,GBR,1,0,0
Hockey,Hockey,hockey,W,"TELLERIA, Maider",Women,ESP,0,0,1
Table Tennis,Table Tennis,doubles,M,"WANG, Tao",Men,CHN,0,0,1
Archery,Archery,team (FITA Olympic round - 70m),M,"HOLGADO ROMERO, Juan Carlos",Men,ESP,0,0,1
Hockey,Hockey,hockey,W,"MILLER, Tammy Kelly",Women,GBR,1,0,0
Archery,Archery,team (FITA Olympic round - 70m),W,"WANG, Xiaozhu",Women,CHN,0,1,0
Boxing,Boxing,48 - 51kg (flyweight),M,"KOVACS, Istvan",Men,HUN,1,0,0
Rowing,Rowing,double sculls (2x),M,"ANTONIE, Peter",Men,AUS,0,0,1
Tennis,Tennis,singles,M,"CHERKASOV, Andrei",Men,EUN,1,0,0
Sailing,Sailing,470 - Two Person Dinghy,M,"BURNHAM, Kevin",Men,USA,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"PAPKE, Ulrich",Men,GER,0,1,0
Aquatics,Swimming,4x100m freestyle relay,M,"ZIKARSKY, Bengt",Men,GER,1,0,0
Basketball,Basketball,basketball,W,"ZABOLOUEVA, Svetlana",Women,EUN,0,0,1
Volleyball,Volleyball,volleyball,W,"VASSILEVSKAIA, Svetlana",Women,EUN,0,1,0
Athletics,Athletics,100m hurdles,W,"MARTIN, La Vona Ann",Women,USA,0,1,0
Basketball,Basketball,basketball,M,"BRAZDAUSKIS, Romanas",Men,LTU,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"LASICKI, Maciej",Men,POL,1,0,0
Judo,Judo,86 - 95kg (half-heavyweight),M,"MEIJER, Theo",Men,NED,1,0,0
Hockey,Hockey,hockey,M,"CORBITT, Gregory",Men,AUS,0,1,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"DI CAPUA, Giuseppe",Men,ITA,0,1,0
Hockey,Hockey,hockey,M,"DAVIES, Stephen",Men,AUS,0,1,0
Athletics,Athletics,400m hurdles,W,"GUNNELL, Sally Janet Jane",Women,GBR,0,0,1
Fencing,Fencing,foil team,W,"WEBER-KOSZTO, Monika",Women,GER,0,1,0
Boxing,Boxing,+ 91kg (super heavyweight),M,"ROUSSINOV, Svilen Aldinov",Men,BUL,1,0,0
Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,"ROHAN, Jiri",Men,TCH,0,1,0
Gymnastics,Artistic G.,floor exercises,M,"IKETANI, Yukio",Men,JPN,0,1,0
Aquatics,Swimming,100m breaststroke,W,"NALL, Anita",Women,USA,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"ZEIDLER, Judith",Women,GER,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"KHNYKIN, Pavlo",Men,EUN,0,1,0
Gymnastics,Artistic G.,horizontal bar,M,"MISUTIN, Grigori",Men,EUN,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"KELLNER, Uwe Jörg",Men,GER,0,1,0
Fencing,Fencing,foil team,W,"VACCARONI, Dorina",Women,ITA,0,0,1
Badminton,Badminton,doubles,M,"SIDEK, Razif",Men,MAS,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"ANDERSSON, Agneta",Women,SWE,0,1,0
Shooting,Shooting,25m rapid fire pistol (60 shots),M,"KUZMINS, Afanasijs",Men,LAT,0,1,0
Boxing,Boxing,81 - 91kg (heavyweight),M,"SAVON, Felix",Men,CUB,0,0,1
Baseball,Baseball,baseball,M,"TOKUNAGA, Koji",Men,JPN,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"PORTWICH, Ramona",Women,GER,0,1,0
Football,Football,football,M,"FERRER LLOPIS, Albert",Men,ESP,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"MARINOV, Martin Guerguiev",Men,BUL,1,0,0
Handball,Handball,handball,W,"BOGDANOVA, Svetlana",Women,EUN,1,0,0
Tennis,Tennis,doubles,W,"BRADTKE, Nicole Anne Louise",Women,AUS,1,0,0
Equestrian,Dressage,team,X,"TEODORESCU, Monica",Women,GER,0,0,1
Athletics,Athletics,discus throw,M,"MOYA, Roberto S.",Men,CUB,1,0,0
Equestrian,Dressage,individual,X,"UPHOFF-BECKER, Nicole",Women,GER,0,0,1
Handball,Handball,handball,W,"MORSKOVA, Natalia",Women,EUN,1,0,0
Aquatics,Swimming,100m breaststroke,M,"ROGERS, Philip John",Men,AUS,1,0,0
Cycling,Cycling Road,team time trial,M,"ANASTASIA, Flavio",Men,ITA,0,1,0
Archery,Archery,team (FITA Olympic round - 70m),W,"KIM, Soo-Nyung",Women,KOR,0,0,1
Hockey,Hockey,hockey,M,"FARHAT, Hasan Khan",Men,PAK,1,0,0
Judo,Judo,60 - 65kg (half-lightweight),M,"SAMPAIO CARDOSO, Rogerio",Men,BRA,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"KLEIN, Manfred Willi",Men,GER,1,0,0
Hockey,Hockey,hockey,M,"DREHER, Lachlan",Men,AUS,0,1,0
Hockey,Hockey,hockey,M,"MUHAMMAD, Asif Bajwa",Men,PAK,1,0,0
Athletics,Athletics,shot put,M,"DOEHRING, James",Men,USA,0,1,0
Aquatics,Swimming,1500m freestyle,M,"PERKINS, Kieren John",Men,AUS,0,0,1
Rowing,Rowing,coxless four (4-),W,"ECKERT, Cynthia L.",Women,USA,0,1,0
Baseball,Baseball,baseball,M,"LIN, Chao-Huang",Men,TPE,0,1,0
Rowing,Rowing,coxless pair (2-),M,"ZVEGELJ, Denis",Men,SLO,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"CROSBY, Andrew",Men,CAN,0,0,1
Hockey,Hockey,hockey,M,"RANA, Mujahid Ali",Men,PAK,1,0,0
Basketball,Basketball,basketball,W,"WEATHERSPOON, Teresa",Women,USA,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"SANDERS, Summer",Women,USA,0,0,1
Baseball,Baseball,baseball,M,"DELGADO DIEZ, Jose Raul",Men,CUB,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"WOOD, Steven Michael",Men,AUS,1,0,0
Volleyball,Volleyball,volleyball,M,"NEGRAO, Marcelo",Men,BRA,0,0,1
Aquatics,Water polo,water polo,M,"APANASSENKO, Dmitri",Men,EUN,1,0,0
