Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"LAU, Jutta",Women,GDR,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"GOPOVA-TROFIMOVA, Nina",Women,URS,0,1,0
Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)",M,"HEUSER, Jürgen",Men,GDR,0,1,0
Gymnastics,Artistic G.,team competition,M,"HEMMANN, Ralf-Peter",Men,GDR,0,1,0
Rowing,Rowing,double sculls (2x),W,"ALEXANDROVA-POPOVA, Larissa",Women,URS,0,0,1
Aquatics,Swimming,200m breaststroke,M,"ZHULPA, Robertas",Men,URS,0,0,1
Aquatics,Water polo,water polo,M,"POLIC, Damir",Men,YUG,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"DMITRIENKO, Grigori",Men,URS,1,0,0
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"POLYAKOV, Nikolai",Men,URS,0,1,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"AGUILAR, Jose",Men,CUB,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"DÜHRING, Uwe",Men,GDR,0,0,1
Equestrian,Jumping,team,X,"HARTMAN, Wieslaw",Men,POL,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"STAROSTIN, Anatoli",Men,URS,0,0,1
Fencing,Fencing,foil team,W,"BEGARD, Isabelle",Women,FRA,0,0,1
Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),M,"BYKOV, Anatoli",Men,URS,0,1,0
Rowing,Rowing,pair without coxswain (2-),W,"KELBETCHEVA-BARBULOVA, Siika",Women,BUL,1,0,0
Volleyball,Volleyball,volleyball,W,"LEHMANN, Heike",Women,GDR,0,1,0
Equestrian,Jumping,team,X,"TAZZER VALENCIA, Valencia Gerardo",Men,MEX,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"KLIER, Cornelia",Women,GDR,0,0,1
Aquatics,Swimming,4x100m freestyle relay,W,"VAN VELSEN, Wilma",Women,NED,1,0,0
Volleyball,Volleyball,volleyball,W,"BULLIN, Katharina",Women,GDR,0,1,0
Football,Football,football,M,"DASAEV, Rinat",Men,URS,1,0,0
Equestrian,Eventing,team,X,"VOLKOV, Valeri",Men,URS,0,0,1
Athletics,Athletics,3000m steeplechase,M,"BAYI, Filbert",Men,TAN,0,1,0
Volleyball,Volleyball,volleyball,W,"CZEKALLA, Barbara",Women,GDR,0,1,0
Hockey,Hockey,hockey,W,"ENGLISH, Sarah",Women,ZIM,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"ESEANU, Nicusor",Men,ROU,0,1,0
Volleyball,Volleyball,volleyball,M,"STOIANOV, Khristo",Men,BUL,0,1,0
Judo,Judo,65 - 71kg (lightweight),M,"ADAMS, Neil",Men,GBR,0,1,0
Fencing,Fencing,épée team,M,"SALESSE, Michel",Men,FRA,0,0,1
Archery,Archery,individual FITA round,M,"FERRARI, Giancarlo",Men,ITA,1,0,0
Archery,Archery,individual FITA round,M,"ISACHENKO, Boris",Men,URS,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"MCNUFF, Ian",Men,GBR,1,0,0
Aquatics,Swimming,100m backstroke,M,"KUZNETSOV, Viktor",Men,URS,0,1,0
Gymnastics,Artistic G.,team competition,W,"SHAPOSHNIKOVA, Natalia",Women,URS,0,0,1
Volleyball,Volleyball,volleyball,M,"ZLATANOV, Dimitr",Men,BUL,0,1,0
Volleyball,Volleyball,volleyball,M,"OROS, Corneliu",Men,ROU,1,0,0
Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),M,"HUHTALA, Mikko",Men,FIN,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"LOBANOV, Yuri",Men,URS,1,0,0
Fencing,Fencing,sabre team,M,"MONTANO, Mario Aldo",Men,ITA,0,1,0
Sailing,Sailing,two-person keelboat open (Star),X,"FERSTL, Karl",Men,AUT,0,1,0
Basketball,Basketball,basketball,W,"PEKIC, Sofija",Women,YUG,1,0,0
Athletics,Athletics,4x100m relay,W,"HUNTE-OAKES, Heather",Women,GBR,1,0,0
Gymnastics,Artistic G.,team competition,W,"DAVYDOVA, Elena",Women,URS,0,0,1
Aquatics,Diving,10m platform,M,"AMBARTSUMYAN, David",Men,URS,1,0,0
Aquatics,Swimming,100m breaststroke,M,"EVANS, Peter",Men,AUS,1,0,0
Cycling,Cycling Track,Team Pursuit (4000m),M,"MANAKOV, Viktor",Men,URS,0,0,1
Fencing,Fencing,foil team,W,"USHAKOVA, Irina",Women,URS,0,1,0
Volleyball,Volleyball,volleyball,M,"DUMANOIU, Laurentiu",Men,ROU,1,0,0
Hockey,Hockey,hockey,M,"ARBOS PERARNAU, Juan",Men,ESP,0,1,0
Gymnastics,Artistic G.,uneven bars,W,"RÜHN, Melita",Women,ROU,1,0,0
Aquatics,Swimming,100m backstroke,W,"KLEBER, Ina",Women,GDR,0,1,0
Fencing,Fencing,foil team,W,"NOVIKOVA-BELOVA, Elena",Women,URS,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"DIBA, Vasile",Men,ROU,1,0,0
Handball,Handball,handball,M,"KARSHAKEVICH, Aleksandr",Men,URS,0,1,0
Wrestling,Wrestling Free.,- 48kg (light-flyweight),M,"KORNILAEV, Sergei",Men,URS,1,0,0
Rowing,Rowing,single sculls (1x),M,"KARPPINEN, Pertti",Men,FIN,0,0,1
Athletics,Athletics,4x100m relay,M,"WORONIN, Marian",Men,POL,0,1,0
Equestrian,Eventing,team,X,"SALNIKOV, Yuri",Men,URS,0,0,1
Hockey,Hockey,hockey,W,"GORBATKOVA, Nelli",Women,URS,1,0,0
Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,"CHERVENKOV, Slavcho",Men,BUL,0,1,0
Handball,Handball,handball,M,"HOFT, Rainer",Men,GDR,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"NEISSER, Kersten",Women,GDR,0,0,1
Athletics,Athletics,triple jump,M,"SANEEV, Viktor",Men,URS,0,1,0
Fencing,Fencing,foil team,W,"SZOCS, Zsuzsa",Women,HUN,1,0,0
Boxing,Boxing,71-75kg,M,"SAVCHENKO, Viktor",Men,URS,0,1,0
Athletics,Athletics,4x400m relay,M,"ZULIANI, Mauro",Men,ITA,1,0,0
Handball,Handball,handball,W,"KRETZSCHMAR, Waltraud",Women,GDR,1,0,0
Cycling,Cycling Road,individual road race,M,"BARINOV, Yuri",Men,URS,1,0,0
Fencing,Fencing,foil team,M,"PIETRUSZKA, Frederic",Men,FRA,0,0,1
Volleyball,Volleyball,volleyball,M,"VALTCHEV, Emil",Men,BUL,0,1,0
Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,"NOTTNY, Norbert",Men,HUN,0,0,1
Athletics,Athletics,4x100m relay,W,"OELSNER-GÖHR, Marlies",Women,GDR,0,0,1
Equestrian,Eventing,team,X,GALZUN,Men,URS,0,0,1
Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),M,"TOTH, Istvan",Men,HUN,0,1,0
Rowing,Rowing,double sculls (2x),M,"PANCIC, Zoran",Men,YUG,0,1,0
Aquatics,Water polo,water polo,M,"MUSTUR, Zoran",Men,YUG,0,1,0
Fencing,Fencing,sabre team,M,"ROMANO, Marco",Men,ITA,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"SEMMLER, Stefan",Men,GDR,0,0,1
Basketball,Basketball,basketball,W,"MITIC, Vukica",Women,YUG,1,0,0
Gymnastics,Artistic G.,parallel bars,M,"TKACHEV, Aleksandr",Men,URS,0,0,1
Handball,Handball,handball,W,"ZOBER, Hannelore",Women,GDR,1,0,0
Gymnastics,Artistic G.,pommel horse,M,"DITYATIN, Aleksandr",Men,URS,0,1,0
Basketball,Basketball,basketball,M,"KNEGO, Andro",Men,YUG,0,0,1
Fencing,Fencing,sabre team,M,"MAFFEI, Michele",Men,ITA,0,1,0
Volleyball,Volleyball,volleyball,W,"LOGINOVA, Lidia",Women,URS,0,0,1
Sailing,Sailing,470 - Two Person Dinghy,M,"SOARES, Marcos Pinto Rizzo",Men,BRA,0,0,1
Basketball,Basketball,basketball,M,"VILLALTA, Renato",Men,ITA,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"PARFENOVICH, Vladimir",Men,URS,0,0,1
Hockey,Hockey,hockey,W,"AKHMEROVA, Liailia",Women,URS,1,0,0
Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),M,"KRAMORENKO, Boris",Men,URS,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"FRÖHLICH, Silvia",Women,GDR,0,0,1
Aquatics,Water polo,water polo,M,"SHARONOV, Evgeni",Men,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"JUSTICE, Andrew",Men,GBR,0,1,0
Fencing,Fencing,foil team,M,"KOZIEJOWSKI, Lech",Men,POL,1,0,0
Basketball,Basketball,basketball,M,"GENERALI, Pietro",Men,ITA,0,1,0
Athletics,Athletics,high jump,W,"KIELAN, Urszula",Women,POL,0,1,0
Athletics,Athletics,4x100m relay,W,"LANNAMAN, Sonia",Women,GBR,1,0,0
Equestrian,Dressage,team,X,"ROSCA, Petre",Men,ROU,1,0,0
Cycling,Cycling Road,team time trial,M,"YARKIN, Anatoli",Men,URS,0,0,1
Hockey,Hockey,hockey,W,"BLAZKOVA, Milada",Women,TCH,0,1,0
Volleyball,Volleyball,volleyball,M,"PANCHENKO, Yuri",Men,URS,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"DÖHN, Gottfried",Men,GDR,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"MAISTRENKO, Igor",Men,URS,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"REINISCH, Rica",Women,GDR,0,0,1
Athletics,Athletics,4x100m relay,W,"GODDARD-CALLENDER, Beverley",Women,GBR,1,0,0
Equestrian,Jumping,team,X,REIS,Men,URS,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),W,"CHEREMISINA, Nina",Women,URS,1,0,0
Equestrian,Jumping,team,X,"KOZICKI, Marian",Men,POL,0,1,0
Athletics,Athletics,20km walk,M,"DAMILANO, Maurizio",Men,ITA,0,0,1
Hockey,Hockey,hockey,M,"NICHEPURENKO, Mikhail",Men,URS,1,0,0
Aquatics,Water polo,water polo,M,"GOPCEVIC, Zoran",Men,YUG,0,1,0
Aquatics,Swimming,100m breaststroke,M,"GOODHEW, Dunkan",Men,GBR,0,0,1
Handball,Handball,handball,M,"ANPILOGOV, Aleksandr",Men,URS,0,1,0
Athletics,Athletics,4x100m relay,M,"ZWOLINSKI, Krzysztof",Men,POL,0,1,0
Boxing,Boxing,+ 81kg (heavyweight),M,"FANGHÄNEL, Jürgen",Men,GDR,1,0,0
Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)",M,"MANTEK, Frank",Men,GDR,1,0,0
Aquatics,Water polo,water polo,M,"SOBCHENKO, Viacheslav",Men,URS,0,0,1
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"SARKISIAN, Yurik",Men,URS,0,1,0
Aquatics,Swimming,200m breaststroke,M,"MISKAROV, Arsen",Men,URS,1,0,0
Judo,Judo,65 - 71kg (lightweight),M,"DAVAADALAI, Ravdan",Men,MGL,1,0,0
Wrestling,Wrestling Free.,57 - 62kg (featherweight),M,"DOUKOV, Mikho",Men,BUL,0,1,0
Aquatics,Water polo,water polo,M,"HAUSZLER, Karoly",Men,HUN,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"MARG, Harald",Men,GDR,0,0,1
Boxing,Boxing,51 - 54kg (bantamweight),M,"PINANGO, Bernardo Jose",Men,VEN,0,1,0
Aquatics,Water polo,water polo,M,"SZIVOS, Istvan",Men,HUN,1,0,0
Rowing,Rowing,double sculls (2x),M,"KRÖPPELIEN, Klaus",Men,GDR,0,0,1
Rowing,Rowing,four-oared shell with coxswain (4-),M,"GARONSKIS, Artur",Men,URS,0,1,0
Fencing,Fencing,foil team,M,"JOLYOT, Pascal",Men,FRA,0,0,1
Aquatics,Water polo,water polo,M,"LOZICA, Bosko",Men,YUG,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"GRISHCHENKOVA, Alla",Women,URS,1,0,0
Aquatics,Swimming,100m breaststroke,W,"VASILKOVA, Elvira",Women,URS,0,1,0
Cycling,Cycling Track,Individual Pursuit,M,"DILL-BUNDI, Robert",Men,SUI,0,0,1
Gymnastics,Artistic G.,vault,M,"ANDRIANOV, Nikolay",Men,URS,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"NIKOLOV, Mintcho",Men,BUL,1,0,0
Fencing,Fencing,foil individual,W,"WYSOCZANSKA, Barbara",Women,POL,1,0,0
Shooting,Shooting,50m rifle 3 positions (3x40 shots),X,"VLASOV, Viktor",Men,URS,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"LIUBIMOVA, Nadezhda",Women,URS,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"STETSENKO, Tatiana",Women,URS,0,1,0
Gymnastics,Artistic G.,uneven bars,W,"FILATOVA, Maria",Women,URS,1,0,0
Football,Football,football,M,"LICKA, Werner",Men,TCH,0,0,1
Equestrian,Eventing,team,X,GELESPONT,Men,URS,0,0,1
Volleyball,Volleyball,volleyball,W,"GEORGIEVA, Maia",Women,BUL,1,0,0
Wrestling,Wrestling Free.,+ 100kg (super heavyweight),M,"SANDURSKI, Adam",Men,POL,1,0,0
Gymnastics,Artistic G.,floor exercises,M,"BRÜCKNER, Roland",Men,GDR,0,0,1
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"BAKOVA, Anka",Women,BUL,1,0,0
Hockey,Hockey,hockey,M,"ZAFAR, Zafar",Men,IND,0,0,1
Basketball,Basketball,basketball,M,"BELOSTENNYI, Aleksandr",Men,URS,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"ÖRSTED, Hans-Henrik",Men,DEN,1,0,0
Sailing,Sailing,Tornado - Multihull,X,"DUE, Peter",Men,DEN,0,1,0
Rowing,Rowing,double sculls (2x),W,"LINSE, Cornelia",Women,GDR,0,1,0
Fencing,Fencing,foil team,M,"ROMANKOV, Aleksander",Men,URS,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"NOACK, Angelika",Women,GDR,0,0,1
Handball,Handball,handball,M,"DUMITRU, Marian",Men,ROU,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"TOWNSEND, David",Men,GBR,1,0,0
Fencing,Fencing,foil team,W,"BROUQUIER, Veronique",Women,FRA,0,0,1
Boxing,Boxing,57 - 60kg (lightweight),M,"ADACH, Kazimierz",Men,POL,1,0,0
Basketball,Basketball,basketball,W,"MAJSTOROVIC, Biljana",Women,YUG,1,0,0
Hockey,Hockey,hockey,W,"SYKOROVA, Marie",Women,TCH,0,1,0
Rowing,Rowing,pair without coxswain (2-),W,"GRUITCHEVA-KUBATOVA, Stoyanka",Women,BUL,1,0,0
Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),M,"OGANISIAN, Sanasar",Men,URS,0,0,1
Hockey,Hockey,hockey,M,"GARRALDA, Rafael",Men,ESP,0,1,0
Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,"MATE, Ilia",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,W,"CHERNYSHOVA, Liudmila",Women,URS,0,0,1
Aquatics,Water polo,water polo,M,"BARKALOV, Aleksei",Men,URS,0,0,1
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"DEMBONCZYK, Tadeusz",Men,POL,1,0,0
Basketball,Basketball,basketball,M,"SYLVESTER, Michael",Men,ITA,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"BEATTIE, John",Men,GBR,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"WENZEL, Kirsten",Women,GDR,0,0,1
Athletics,Athletics,shot put,M,"BARYSHNIKOV, Aleksandr",Men,URS,0,1,0
Basketball,Basketball,basketball,W,"FERYABNIKOVA, Nelli",Women,URS,0,0,1
Athletics,Athletics,400m,W,"BREHMER-LATHAN, Christina",Women,GDR,1,0,0
Equestrian,Dressage,team,X,PLOT,Men,URS,0,0,1
Athletics,Athletics,200m,W,"OTTEY-PAGE, Merlene",Women,JAM,1,0,0
Wrestling,Wrestling Free.,62 - 68kg (lightweight),M,"SEJDI, Saban",Men,YUG,1,0,0
Sailing,Sailing,flying dutchman,X,"ABASCAL GARCIA, Alejandro",Men,ESP,0,0,1
Athletics,Athletics,javelin throw,M,"MAKAROV, Aleksandr",Men,URS,0,1,0
Rowing,Rowing,coxless pair (2-),M,"CARMICHAEL, Malcolm",Men,GBR,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"THIELE, Jürgen",Men,GDR,0,0,1
Rowing,Rowing,coxless pair (2-),M,"WIGGIN, Charles",Men,GBR,1,0,0
Volleyball,Volleyball,volleyball,M,"KRIVOV, Valeri",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,M,"DIMITROV, Stefan",Men,BUL,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"PIVOVAROVA, Olga",Women,URS,0,1,0
Football,Football,football,M,"OGANESIAN, Khoren",Men,URS,1,0,0
Gymnastics,Artistic G.,team competition,M,"MACK, Lutz",Men,GDR,0,1,0
Athletics,Athletics,100m,W,"OELSNER-GÖHR, Marlies",Women,GDR,0,1,0
Athletics,Athletics,10000m,M,"MAANINKA, Kaarlo",Men,FIN,0,1,0
Gymnastics,Artistic G.,team competition,M,"DITYATIN, Aleksandr",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,W,"ILIEVA, Valentina",Women,BUL,1,0,0
Hockey,Hockey,hockey,W,"FILIPPOVA, Nadezhda",Women,URS,1,0,0
Athletics,Athletics,4x400m relay,W,"BREHMER-LATHAN, Christina",Women,GDR,0,1,0
Athletics,Athletics,400m,M,"MARKIN, Viktor",Men,URS,0,0,1
Hockey,Hockey,hockey,M,"ZIGANGIROV, Farit",Men,URS,1,0,0
Athletics,Athletics,4x100m relay,M,"MURAVYOV, Vladimir",Men,URS,0,0,1
Shooting,Shooting,trap (125 targets),X,"DAMME, Jörg",Men,GDR,1,0,0
Cycling,Cycling Road,team time trial,M,"KASHIRIN, Yuri",Men,URS,0,0,1
Handball,Handball,handball,M,"KUSHNIRYUK, Sergei",Men,URS,0,1,0
Aquatics,Swimming,100m freestyle,W,"METSCHUCK, Caren",Women,GDR,0,1,0
Hockey,Hockey,hockey,W,"INZHUVATOVA, Galina",Women,URS,1,0,0
Equestrian,Dressage,individual,X,IGROK,Men,URS,0,1,0
Basketball,Basketball,basketball,M,"TARAKANOV, Sergei",Men,URS,1,0,0
Fencing,Fencing,foil individual,W,"MAROS, Magda",Women,HUN,0,1,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"FADEEVA, Maria",Women,URS,1,0,0
Cycling,Cycling Track,Sprint indivual,M,"CAHARD, Yave",Men,FRA,0,1,0
Athletics,Athletics,long jump,W,"KOLPAKOVA, Tatiana",Women,URS,0,0,1
Handball,Handball,handball,M,"COSMA, Adrian",Men,ROU,1,0,0
Athletics,Athletics,800m,M,"KIROV, Nikolai",Men,URS,1,0,0
Aquatics,Swimming,400m individual medley,M,"SIDORENKO, Aleksandr",Men,URS,0,0,1
Hockey,Hockey,hockey,M,"GARCIA MESSEGUER, Jose",Men,ESP,0,1,0
Rowing,Rowing,pair without coxswain (2-),W,"DLUZEWSKA, Malgorzata",Women,POL,0,1,0
Handball,Handball,handball,M,"BOROS, Iosif",Men,ROU,1,0,0
Athletics,Athletics,pole vault,M,"VOLKOV, Konstantin",Men,URS,0,1,0
Fencing,Fencing,foil team,W,"KOVACS, Edit",Women,HUN,1,0,0
Handball,Handball,handball,M,"IONESCU, Claudiu Eugen",Men,ROU,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"VAN BENTUM, Conny",Women,NED,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"SANDIG, Marita",Women,GDR,0,0,1
Football,Football,football,M,"SCHNUPHASE, Rudiger",Men,GDR,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"LEDNEV, Pavel",Men,URS,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"GEANTA, Ion",Men,ROU,0,1,0
Aquatics,Water polo,water polo,M,"VEZILIC, Luka",Men,YUG,0,1,0
Handball,Handball,handball,W,"BOBRUS-PARADNIK, Liudmila",Women,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"KONS, Ulrich",Men,GDR,0,0,1
Hockey,Hockey,hockey,W,"CERMAKOVA, Jirina",Women,TCH,0,1,0
Aquatics,Swimming,200m breaststroke,M,"VERMES, Alban",Men,HUN,0,1,0
Basketball,Basketball,basketball,W,"SLAVTCHEVA-STEFANOVA, Evladia",Women,BUL,0,1,0
Judo,Judo,86 - 95kg (half-heavyweight),M,"VAN DE WALLE, Robert",Men,BEL,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"DOVGAN, Nikolai",Men,URS,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"ZAGONI, Marlena",Women,ROU,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"CONSTANTINESCU, Maria",Women,ROU,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"LUDWIG, Klaus-Dieter",Men,GDR,0,0,1
Hockey,Hockey,hockey,W,"PODHANYIOVA, Viera",Women,TCH,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"HORVATH, George",Men,SWE,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"POSTREKHIN, Sergei",Men,URS,0,1,0
Basketball,Basketball,basketball,W,"DJURKOVIC, Zorica",Women,YUG,1,0,0
Gymnastics,Artistic G.,team competition,M,"NIKOLAY, Michael",Men,GDR,0,1,0
Equestrian,Eventing,team,X,"PEREZ SOTO, Soto Jose Luis",Men,MEX,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"KRISHIANIS, Dimant",Men,URS,0,1,0
Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),M,"SERES, Ferenc",Men,HUN,1,0,0
Aquatics,Water polo,water polo,M,"MANOJLOVIC, Predrag",Men,YUG,0,1,0
Athletics,Athletics,5000m,M,"MAANINKA, Kaarlo",Men,FIN,1,0,0
Aquatics,Swimming,100m breaststroke,W,"NIELSSON, Susanne Schultz",Women,DEN,1,0,0
Hockey,Hockey,hockey,W,"OVECHKINA, Nadezhda",Women,URS,1,0,0
Gymnastics,Artistic G.,floor exercises,W,"SHAPOSHNIKOVA, Natalia",Women,URS,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),M,"STELLAK, Grzegorz",Men,POL,1,0,0
Aquatics,Water polo,water polo,M,"BEBIC, Milivoj",Men,YUG,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"DECKER, Andreas",Men,GDR,0,0,1
Handball,Handball,handball,W,"SAVKINA, Larisa",Women,URS,0,0,1
Basketball,Basketball,basketball,M,"MILOSERDOV, Valeri",Men,URS,1,0,0
Equestrian,Jumping,team,X,"POGANOVSKI, Viktor",Men,URS,0,0,1
Volleyball,Volleyball,volleyball,W,"DIMITROVA, Tania",Women,BUL,1,0,0
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"CHEREMISINA, Nina",Women,URS,0,1,0
Athletics,Athletics,20km walk,M,"WIESER, Roland",Men,GDR,1,0,0
Hockey,Hockey,hockey,W,"COWLEY, Gillian Margaret",Women,ZIM,0,0,1
Hockey,Hockey,hockey,W,"KYSELICOVA, Alena",Women,TCH,0,1,0
Aquatics,Swimming,400m freestyle,W,"SCHMIDT, Carmela",Women,GDR,1,0,0
Athletics,Athletics,800m,M,"COE, Sebastian",Men,GBR,0,1,0
Athletics,Athletics,javelin throw,M,"HANISCH, Wolfgang",Men,GDR,1,0,0
Handball,Handball,handball,M,"DURAU, Cornel",Men,ROU,1,0,0
Basketball,Basketball,basketball,W,"GERMANOVA, Silvia",Women,BUL,0,1,0
Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),M,"MLADENOV, Mladen",Men,BUL,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"LJUNGDAHL, Carina",Women,SWE,0,1,0
Handball,Handball,handball,M,"CHERNYSHOV, Evgeni",Men,URS,0,1,0
Rowing,Rowing,quadruple sculls with coxswain (4x),W,"WEIGELT-BUHR, Liane",Women,GDR,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"SUMEGI, John",Men,AUS,0,1,0
Rowing,Rowing,coxless pair (2-),M,"LANDVOIGT, Bernd",Men,GDR,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"MAHONEY, Chris",Men,GBR,0,1,0
Athletics,Athletics,200m,W,"ECKERT-WÖCKEL, Bärbel",Women,GDR,0,0,1
Athletics,Athletics,1500m,M,"COE, Sebastian",Men,GBR,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"MCDOUGALL, Duncan",Men,GBR,0,1,0
Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,"OUINBOLD, Dugarsuren",Men,MGL,1,0,0
Hockey,Hockey,hockey,W,"MCKILLOP, Patricia Jean",Women,ZIM,0,0,1
Basketball,Basketball,basketball,M,"RADOVANOVIC, Ratko",Men,YUG,0,0,1
Gymnastics,Artistic G.,individual all-round,M,"DITYATIN, Aleksandr",Men,URS,0,0,1
Athletics,Athletics,4x400m relay,M,"TOZZI, Roberto",Men,ITA,1,0,0
Basketball,Basketball,basketball,M,"COSIC, Kresimir",Men,YUG,0,0,1
Fencing,Fencing,épée team,M,"JABLKOWSKI, Piotr",Men,POL,0,1,0
Judo,Judo,open category,M,"MAPP, Arthur",Men,GBR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,"FISCHER, Birgit",Women,GDR,0,0,1
Football,Football,football,M,"MULLER, Matthias",Men,GDR,0,1,0
Aquatics,Diving,3m springboard,W,"GUTHKE, Karin",Women,GDR,1,0,0
Fencing,Fencing,épée team,M,"BOISSE, Philippe",Men,FRA,0,0,1
Basketball,Basketball,basketball,W,"BARISHEVA-KOROSTELEVA, Olga",Women,URS,0,0,1
Basketball,Basketball,basketball,M,"SLAVNIC, Zoran",Men,YUG,0,0,1
Football,Football,football,M,"BERGER, Jan",Men,TCH,0,0,1
Judo,Judo,71 - 78kg (half-middleweight),M,"KHABARELI, Shota",Men,URS,0,0,1
Football,Football,football,M,"MACELA, Ludek",Men,TCH,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"MCGOWAN, Malkolm",Men,GBR,0,1,0
Athletics,Athletics,1500m,M,"OVETT, Steve",Men,GBR,1,0,0
Athletics,Athletics,4x100m relay,M,"SIDOROV, Nikolai",Men,URS,0,0,1
Hockey,Hockey,hockey,W,"KRALICKOVA, Jarmila",Women,TCH,0,1,0
Hockey,Hockey,hockey,M,"ZAGORODNEV, Oleg",Men,URS,1,0,0
Handball,Handball,handball,M,"MUNTEANU, Nicolae",Men,ROU,1,0,0
Volleyball,Volleyball,volleyball,M,"STEREA, Constantin",Men,ROU,1,0,0
Athletics,Athletics,high jump,M,"FREIMUTH, Jörg",Men,GDR,1,0,0
Aquatics,Swimming,200m butterfly,M,"PYTTEL, Roger",Men,GDR,1,0,0
Aquatics,Swimming,1500m freestyle,M,"METZKER, Maxwell",Men,AUS,1,0,0
Athletics,Athletics,4x400m relay,M,"SCHAFFER, Frank",Men,GDR,0,1,0
