Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Volleyball,Volleyball,volleyball,M,"SANTANA, Rodrigo",Men,BRA,0,0,1
Volleyball,Volleyball,volleyball,W,"SANCHEZ SALFRAN, Martha",Women,CUB,1,0,0
Sailing,Sailing,470 - Two Person Dinghy,M,"FOERSTER, Paul",Men,USA,0,0,1
Badminton,Badminton,doubles,M,"LIMPELE, Flandy",Men,INA,1,0,0
Football,Football,football,W,"HAMM, Mia",Women,USA,0,0,1
Fencing,Fencing,épée individual,M,"KOLOBKOV, Pavel",Men,RUS,1,0,0
Equestrian,Jumping,team,X,"BECKER, Otto",Men,GER,1,0,0
Athletics,Athletics,4x400m relay,W,"FIROVA, Tatyana",Women,RUS,0,1,0
Gymnastics,Rhythmic G.,group competition,W,"MARINOVA, Zornitsa",Women,BUL,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"COUGHLIN, Natalie",Women,USA,0,1,0
Modern Pentathlon,Modern Pentath.,Individual competition,M,"CAPALINI, Libor",Men,CZE,1,0,0
Judo,Judo,63 - 70kg (middleweight),W,"BOSCH, Edith",Women,NED,0,1,0
Wrestling,Wrestling Gre-R,74 - 84kg,M,"MAKARANKA, Viachaslau",Men,BLR,1,0,0
Gymnastics,Artistic G.,team competition,M,"HAMM, Paul",Men,USA,0,1,0
Rowing,Rowing,lightweight coxless four (4-),M,"KRISTENSEN, Thor",Men,DEN,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"SUSANU, Viorica",Women,ROU,0,0,1
Wrestling,Wrestling Free.,55 - 63kg,W,"ICHO, Kaori",Women,JPN,0,0,1
Judo,Judo,- 48 kg,W,"TANI, Ryoko",Women,JPN,0,0,1
Volleyball,Volleyball,volleyball,W,"MARTINEZ ADLUN, Maybelis",Women,CUB,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"RESIDE, Stuart",Men,AUS,1,0,0
Volleyball,Beach volley.,beach volleyball,M,"HERRERA, Pablo",Men,ESP,0,1,0
Hockey,Hockey,hockey,M,"MCCANN, Michael",Men,AUS,0,0,1
Handball,Handball,handball,W,"ZASPA, Larysa",Women,UKR,1,0,0
Weightlifting,Weightlifting,63kg,W,"BATSIUSHKA, Hanna",Women,BLR,0,1,0
Handball,Handball,handball,W,"ANDERSEN, Kristine",Women,DEN,0,0,1
Sailing,Sailing,Yngling - Keelboat,W,"JENSEN, Dorte O.",Women,DEN,1,0,0
Sailing,Sailing,49er - Skiff,X,"MARTINEZ, Iker",Men,ESP,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"DERKSEN, Geert Jan",Men,NED,0,1,0
Sailing,Sailing,single-handed dinghy open (Laser),X,"SCHEIDT, Robert",Men,BRA,0,0,1
Judo,Judo,90 - 100kg (half-heavyweight),M,"ZEEVI, Ariel",Men,ISR,1,0,0
Football,Football,football,M,"MESTO, Giandomenico",Men,ITA,1,0,0
Aquatics,Swimming,400m individual medley,W,"SANDENO, Kaitlin",Women,USA,0,1,0
Tennis,Tennis,singles,M,"FISH, Mardy",Men,USA,0,1,0
Baseball,Baseball,baseball,M,"WIGMORE, Ben",Men,AUS,0,1,0
Cycling,Cycling Road,individual road race,M,"BETTINI, Paolo",Men,ITA,0,0,1
Football,Football,football,W,GRAZIELLE,Women,BRA,0,1,0
Football,Football,football,M,"TORRES, Aureliano",Men,PAR,0,1,0
Volleyball,Volleyball,volleyball,W,"ZHANG, Na",Women,CHN,0,0,1
Judo,Judo,- 48 kg,W,"JOSSINET, Frederique",Women,FRA,0,1,0
Aquatics,Swimming,100m backstroke,W,"COUGHLIN, Natalie",Women,USA,0,0,1
Baseball,Baseball,baseball,M,"MURAMATSU, Arihito",Men,JPN,1,0,0
Judo,Judo,57 - 63kg (half-middleweight),W,"TANIMOTO, Ayumi",Women,JPN,0,0,1
Rowing,Rowing,lightweight double sculls (2x),W,"VAN DER KOLK, Kirsten",Women,NED,1,0,0
Gymnastics,Artistic G.,balance beam,W,"EREMIA, Alexandra Georgiana",Women,ROU,1,0,0
Athletics,Athletics,4x400m relay,M,"WILLIAMSON, Darold",Men,USA,0,0,1
Football,Football,football,W,"O REILLY, Heather",Women,USA,0,0,1
Athletics,Athletics,pole vault,M,"MACK, Timothy",Men,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"OSCARSSON, Markus",Men,SWE,0,0,1
Volleyball,Volleyball,volleyball,M,"TETYUKHIN, Sergey",Men,RUS,1,0,0
Athletics,Athletics,4x100m relay,M,"CAMPBELL, Darren",Men,GBR,0,0,1
Aquatics,Water polo,water polo,W,"FRANK, Jacqueline",Women,USA,1,0,0
Volleyball,Volleyball,volleyball,W,"ZHOU, Suhong",Women,CHN,0,0,1
Aquatics,Swimming,4x200m freestyle relay,W,"GOETZ, Janina Kristin",Women,GER,1,0,0
Wrestling,Wrestling Gre-R,96 - 120kg,M,"TSURTSUMIA, Georgiy",Men,KAZ,0,1,0
Fencing,Fencing,sabre individual,M,"MONTANO, Aldo",Men,ITA,0,0,1
Shooting,Shooting,25m rapid fire pistol (60 shots),M,"SCHUMANN, Ralf",Men,GER,0,0,1
Badminton,Badminton,doubles,W,"HUANG, Sui",Women,CHN,0,1,0
Hockey,Hockey,hockey,M,"EIKELBOOM, Marten",Men,NED,0,1,0
Football,Football,football,M,"DE ROSSI, Daniele",Men,ITA,1,0,0
Taekwondo,Taekwondo,68 - 80 kg,M,"KARAMI, Yossef",Men,IRI,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"SMULDERS, Marlies",Women,NED,1,0,0
Taekwondo,Taekwondo,+ 67 kg,W,"CHEN, Zhong",Women,CHN,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"CAL, David",Men,ESP,0,0,1
Cycling,Cycling Road,individual time trial,W,"DEMET-BARRY, Deirdre",Women,USA,0,1,0
Aquatics,Swimming,4x200m freestyle relay,W,"BENKO, Lindsay",Women,USA,0,0,1
Aquatics,Swimming,4x200m freestyle relay,W,"COUGHLIN, Natalie",Women,USA,0,0,1
Wrestling,Wrestling Gre-R,60 - 66kg,M,"MANSUROV, Farid",Men,AZE,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"KEZHOVA, Eleonora",Women,BUL,1,0,0
Gymnastics,Artistic G.,pommel horse,M,"KASHIMA, Takehiro",Men,JPN,1,0,0
Aquatics,Water polo,water polo,W,"LORENZ, Ericka",Women,USA,1,0,0
Aquatics,Swimming,200m freestyle,W,"FIGUES, Solenne",Women,FRA,1,0,0
Aquatics,Diving,3m springboard,M,"PENG, Bo",Men,CHN,0,0,1
Boxing,Boxing,75 - 81kg (light-heavyweight),M,"ARIPGADJIEV, Magomed",Men,BLR,0,1,0
Fencing,Fencing,sabre team,M,"CHARIKOV, Serguei",Men,RUS,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"GLATSKIKH, Olga",Women,RUS,0,0,1
Shooting,Shooting,skeet (125 targets),M,"RODRIGUEZ, Juan Miguel",Men,CUB,1,0,0
Athletics,Athletics,hammer throw,W,"CRAWFORD, Yunaika",Women,CUB,1,0,0
Hockey,Hockey,hockey,M,"KNOWLES, Mark",Men,AUS,0,0,1
Aquatics,Swimming,200m breaststroke,W,"JONES, Leisel",Women,AUS,0,1,0
Handball,Handball,handball,W,"KIM, Cha Youn",Women,KOR,0,1,0
Judo,Judo,52 - 57kg (lightweight),W,"GRAVENSTIJN, Deborah",Women,NED,1,0,0
Aquatics,Swimming,100m breaststroke,W,"LUO, Xuejuan",Women,CHN,0,0,1
Cycling,Cycling Track,Team Pursuit (4000m),M,"HAYLES, Rob",Men,GBR,0,1,0
Equestrian,Jumping,individual,X,"PESSOA, Rodrigo",Men,BRA,0,0,1
Fencing,Fencing,foil team,M,"YE, Chong",Men,CHN,0,1,0
Football,Football,football,W,"RAMPONE, Christie",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"NOLLEN, Maike",Women,GER,0,0,1
Aquatics,Water polo,water polo,M,"MOLNAR, Tamas",Men,HUN,0,0,1
Aquatics,Swimming,4x100m freestyle relay,W,"RYAN, Sarah",Women,AUS,0,0,1
Gymnastics,Artistic G.,team competition,M,"DRAGULESCU, Marian",Men,ROU,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"IGNAT, Doina",Women,ROU,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"JONES, Leisel",Women,AUS,0,0,1
Volleyball,Volleyball,volleyball,M,"COZZI, Paolo",Men,ITA,0,1,0
Volleyball,Volleyball,volleyball,M,"VERMIGLIO, Valerio",Men,ITA,0,1,0
Aquatics,Swimming,4x100m freestyle relay,W,"BENKO, Lindsay",Women,USA,0,1,0
Basketball,Basketball,basketball,W,"VODOPYANOVA, Natalia",Women,RUS,1,0,0
Football,Football,football,W,CRISTIANE,Women,BRA,0,1,0
Athletics,Athletics,javelin throw,M,"VASILEVSKIS, Vadims",Men,LAT,0,1,0
Football,Football,football,W,"FAWCETT, Joy",Women,USA,0,0,1
