Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Weightlifting,Weightlifting,63kg,W,"STUKALAVA, Tatsiana",Women,BLR,1,0,0
Taekwondo,Taekwondo,57 - 67 kg,W,"LUO, Wei",Women,CHN,0,0,1
Judo,Judo,52 - 57kg (lightweight),W,"LUPETEY, Yurisleidy",Women,CUB,1,0,0
Fencing,Fencing,épée team,W,"ERMAKOVA, Oxana",Women,RUS,0,0,1
Handball,Handball,handball,M,"PETERSEN, Klaus-Dieter",Men,GER,0,1,0
Baseball,Baseball,baseball,M,"VERA, Norge Luis",Men,CUB,0,0,1
Wrestling,Wrestling Free.,- 48kg,W,"MERLENI, Irini",Women,UKR,0,0,1
Baseball,Baseball,baseball,M,"VEGA TAMAYO, Manuel Alberto",Men,CUB,0,0,1
Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),W,"KALISKA, Elena",Women,SVK,0,0,1
Taekwondo,Taekwondo,58 - 68 kg,M,"SONG, Myeong Seob",Men,KOR,1,0,0
Fencing,Fencing,épée team,W,"AZNAVOURIAN, Karina",Women,RUS,0,0,1
Softball,Softball,softball,W,"UTSUGI, Reika",Women,JPN,1,0,0
Shooting,Shooting,10m running target (30+30 shots),M,"BLINOV, Alexander",Men,RUS,0,1,0
Hockey,Hockey,hockey,W,"DI GIACOMO, Marina Emilce",Women,ARG,1,0,0
Aquatics,Diving,3m springboard,M,"SAUTIN, Dmitry",Men,RUS,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"KOVACS, Katalin",Women,HUN,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"ROMERO, Rebecca",Women,GBR,0,1,0
Baseball,Baseball,baseball,M,"LLOYD, Graeme",Men,AUS,0,1,0
Rowing,Rowing,double sculls (2x),M,"GALTAROSSA, Rossano",Men,ITA,1,0,0
Handball,Handball,handball,W,"JANG, So Hee",Women,KOR,0,1,0
Football,Football,football,M,"BARRETO, Edgar",Men,PAR,0,1,0
Judo,Judo,48 - 52kg (half-lightweight),W,"SAVON, Amarilys",Women,CUB,1,0,0
Aquatics,Swimming,4x200m freestyle relay,M,"HACKETT, Grant",Men,AUS,0,1,0
Cycling,Mountain Bike,cross-country,W,"DAHLE, Gunn-Rita",Women,NOR,0,0,1
Handball,Handball,handball,W,"CHOI, Im Jeong",Women,KOR,0,1,0
Gymnastics,Rhythmic G.,group competition,W,"TANCHEVA, Vladislava",Women,BUL,1,0,0
Archery,Archery,individual (FITA Olympic round - 70m),M,"GALIAZZO, Marco",Men,ITA,0,0,1
Gymnastics,Artistic G.,team competition,M,"MIZUTORI, Hisashi",Men,JPN,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"BARASCU, Aurica",Women,ROU,0,0,1
Aquatics,Swimming,4x100m freestyle relay,M,"VAN DEN HOOGENBAND, Pieter",Men,NED,0,1,0
Baseball,Baseball,baseball,M,"IWAKUMA, Hisashi",Men,JPN,1,0,0
Football,Football,football,M,"PINZI, Giampiero",Men,ITA,1,0,0
Athletics,Athletics,discus throw,M,"KOVAGO, Zoltan",Men,HUN,0,1,0
Basketball,Basketball,basketball,M,"STOUDEMIRE, Amare",Men,USA,1,0,0
Basketball,Basketball,basketball,W,"GUSTILINA, Diana",Women,RUS,1,0,0
Handball,Handball,handball,M,"GORBATIKOV, Alexander",Men,RUS,1,0,0
Basketball,Basketball,basketball,M,"DELFINO, Carlos Francisco",Men,ARG,0,0,1
Hockey,Hockey,hockey,M,"REINELT, Sascha",Men,GER,1,0,0
Sailing,Sailing,single-handed dinghy (Finn),M,"TRUJILLO, Rafael",Men,ESP,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"WEGMAN, Froukje",Women,NED,1,0,0
Softball,Softball,softball,W,"YAMAJI, Noriko",Women,JPN,1,0,0
Equestrian,Eventing,team,X,"TOUZAINT, Nicolas",Men,FRA,0,0,1
Aquatics,Swimming,800m freestyle,W,"MANAUDOU, Laure",Women,FRA,0,1,0
Aquatics,Swimming,100m backstroke,M,"MORITA, Tomomi",Men,JPN,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"LAVROVA, Natalia",Women,RUS,0,0,1
Aquatics,Swimming,100m butterfly,M,"SERDINOV, Andriy",Men,UKR,1,0,0
Cycling,Cycling Track,Points Race,M,"IGNATYEV, Mikhail",Men,RUS,0,0,1
Softball,Softball,softball,W,"ROCHE, Melanie",Women,AUS,0,1,0
Hockey,Hockey,hockey,M,"HAMMOND, Robert",Men,AUS,0,0,1
Triathlon,Triathlon,Individual,M,"CARTER, Hamish",Men,NZL,0,0,1
Cycling,Cycling Track,points race,W,"GUERRERO MENDEZ, Belem",Women,MEX,0,1,0
Wrestling,Wrestling Free.,48 - 55kg,W,"YOSHIDA, Saori",Women,JPN,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"VERECKEI, Akos",Men,HUN,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"RANGUELOVA, Kristina",Women,BUL,1,0,0
Athletics,Athletics,4x400m relay,W,"WILLIAMS, Novelene",Women,JAM,1,0,0
Athletics,Athletics,pole vault,M,"STEVENSON, Toby",Men,USA,0,1,0
Aquatics,Swimming,200m breaststroke,W,"POLESKA, Anne",Women,GER,1,0,0
Shooting,Shooting,25m pistol (30+30 shots),W,"HYKOVA, Lenka",Women,CZE,0,1,0
Aquatics,Diving,synchronized diving 3m springboard,M,"WELS, Andreas",Men,GER,0,1,0
Cycling,Cycling Track,1km time trial,M,"HOY, Chris",Men,GBR,0,0,1
Aquatics,Swimming,400m individual medley,M,"VENDT, Erik",Men,USA,0,1,0
Weightlifting,Weightlifting,62kg,M,"LE, Maosheng",Men,CHN,0,1,0
Shooting,Shooting,skeet (125 targets),M,"KEMPPAINEN, Marko",Men,FIN,0,1,0
Aquatics,Swimming,1500m freestyle,M,"DAVIES, David",Men,GBR,1,0,0
Softball,Softball,softball,W,"OSTERMAN, Catherine",Women,USA,0,0,1
Wrestling,Wrestling Gre-R,66 - 74kg,M,"DOKTURISHIVILI, Alexandr",Men,UZB,0,0,1
Football,Football,football,W,ROSELI,Women,BRA,0,1,0
Athletics,Athletics,400m,M,"WARINER, Jeremy",Men,USA,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"TANCHEVA, Galina",Women,BUL,1,0,0
Archery,Archery,team (FITA Olympic round - 70m),W,"LEE, Sung Jin",Women,KOR,0,0,1
Volleyball,Volleyball,volleyball,W,"FERNANDEZ, Ana Ibis",Women,CUB,1,0,0
Gymnastics,Artistic G.,horizontal bar,M,"YONEDA, Isao",Men,JPN,1,0,0
Handball,Handball,handball,W,"OH, Seongok",Women,KOR,0,1,0
Gymnastics,Artistic G.,team competition,W,"EZHOVA, Liudmila",Women,RUS,1,0,0
Aquatics,Water polo,water polo,M,"BIROS, Peter",Men,HUN,0,0,1
Judo,Judo,81 - 90kg (middleweight),M,"HUIZINGA, Mark",Men,NED,1,0,0
Sailing,Sailing,Yngling - Keelboat,W,"KALININA, Ganna",Women,UKR,0,1,0
Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,"PESCHIER, Benoit",Men,FRA,0,0,1
Fencing,Fencing,épée team,M,"BOISSE, Eric",Men,FRA,0,0,1
Taekwondo,Taekwondo,68 - 80 kg,M,"LOPEZ, Steven",Men,USA,0,0,1
Shooting,Shooting,50m pistol (60 shots),M,"JIN, Jongoh",Men,KOR,0,1,0
Judo,Judo,73 - 81kg (half-middleweight),M,"CANTO, Flavio",Men,BRA,1,0,0
Archery,Archery,team (FITA Olympic round - 70m),W,"HE, Ying",Women,CHN,0,1,0
Gymnastics,Artistic G.,floor exercises,M,"SHEWFELT, Kyle",Men,CAN,0,0,1
Aquatics,Synchronized S.,duet,W,"TACHIBANA, Miya",Women,JPN,0,1,0
Fencing,Fencing,épée team,M,"STRIGEL, Daniel",Men,GER,1,0,0
Weightlifting,Weightlifting,+ 75kg,W,"TANG, Gonghong",Women,CHN,0,0,1
Aquatics,Swimming,400m individual medley,W,"KLOCHKOVA, Yana",Women,UKR,0,0,1
Boxing,Boxing,+ 91kg (super heavyweight),M,"POVETKIN, Alexander",Men,RUS,0,0,1
Volleyball,Volleyball,volleyball,M,"ENDRES, Gustavo",Men,BRA,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"SZCZUROWSKI, Stefan",Men,AUS,1,0,0
Softball,Softball,softball,W,"WILKINS, Brooke",Women,AUS,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"KOVALEV, Alexander",Men,RUS,1,0,0
Baseball,Baseball,baseball,M,"ANDERSON, Craig",Men,AUS,0,1,0
Softball,Softball,softball,W,"FLOWERS, Tairia",Women,USA,0,0,1
Judo,Judo,70 - 78kg (half-heavyweight),W,"ANNO, Noriko",Women,JPN,0,0,1
Shooting,Shooting,trap (75 targets),W,"BALOGH, Suzanne",Women,AUS,0,0,1
Aquatics,Swimming,200m breaststroke,M,"KITAJIMA, Kosuke",Men,JPN,0,0,1
Equestrian,Jumping,team,X,"WYLDE, Peter",Men,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,"IDEM, Josefa",Women,ITA,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"KOPRIVA, David",Men,CZE,0,1,0
Handball,Handball,handball,M,"KOKCHAROV, Eduard",Men,RUS,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"HANSON, Brooke",Women,AUS,0,0,1
Athletics,Athletics,20km race walk,W,"SAVILLE, Jane",Women,AUS,1,0,0
Athletics,Athletics,high jump,W,"CLOETE, Hestrie",Women,RSA,0,1,0
Athletics,Athletics,100m hurdles,W,"KRASOVSKA, Olena",Women,UKR,0,1,0
Athletics,Athletics,triple jump,M,"OLSSON, Christian",Men,SWE,0,0,1
Athletics,Athletics,4x100m relay,W,"KHABAROVA, Irina",Women,RUS,0,1,0
Aquatics,Diving,synchronized diving 10m platform,W,"HEYMANS, Emilie",Women,CAN,1,0,0
Aquatics,Water polo,water polo,W,"MALATO, Giusy",Women,ITA,0,0,1
Wrestling,Wrestling Gre-R,55 - 60kg,M,"JUNG, Ji-Hyun",Men,KOR,0,0,1
Wrestling,Wrestling Free.,84 - 96kg,M,"GATSALOV, Khadjimourat",Men,RUS,0,0,1
Athletics,Athletics,20km walk,M,"BRUGNETTI, Ivano",Men,ITA,0,0,1
Sailing,Sailing,Yngling - Keelboat,W,"MATEVUSHEVA, Svitlana",Women,UKR,0,1,0
Equestrian,Jumping,team,X,"MADDEN, Beezie",Women,USA,0,0,1
Athletics,Athletics,pole vault,W,"ISINBAEVA, Elena",Women,RUS,0,0,1
Aquatics,Swimming,200m individual medley,M,"PHELPS, Michael",Men,USA,0,0,1
Athletics,Athletics,50km walk,M,"VOYEVODIN, Aleksey",Men,RUS,1,0,0
Aquatics,Water polo,water polo,W,"TOTH, Noemi",Women,ITA,0,0,1
Gymnastics,Artistic G.,balance beam,W,"PATTERSON, Carly",Women,USA,0,1,0
Handball,Handball,handball,M,"VORI, Igor",Men,CRO,0,0,1
Aquatics,Swimming,400m freestyle,W,"SANDENO, Kaitlin",Women,USA,1,0,0
Softball,Softball,softball,W,"MISHINA, Masumi",Women,JPN,1,0,0
Fencing,Fencing,épée individual,W,"NAGY, Timea",Women,HUN,0,0,1
Hockey,Hockey,hockey,W,"MUELLER, Silke",Women,GER,0,0,1
Aquatics,Synchronized S.,duet,W,"BARTOSIK, Alison",Women,USA,1,0,0
Weightlifting,Weightlifting,94kg,M,"TJUKIN, Eduard",Men,RUS,1,0,0
Athletics,Athletics,4x400m relay,M,"DWYER, Patrick",Men,AUS,0,1,0
Aquatics,Swimming,4x200m freestyle relay,W,"PIPER, Carly",Women,USA,0,0,1
Handball,Handball,handball,W,"TSYGITSA, Olena",Women,UKR,1,0,0
Volleyball,Volleyball,volleyball,M,"NASCIMENTO, Andre",Men,BRA,0,0,1
Gymnastics,Artistic G.,team competition,W,"KRIOUTCHKOVA, Maria",Women,RUS,1,0,0
Athletics,Athletics,heptathlon,W,"SKUJYTE, Austra",Women,LTU,0,1,0
Aquatics,Swimming,1500m freestyle,M,"HACKETT, Grant",Men,AUS,0,0,1
Gymnastics,Artistic G.,horizontal bar,M,"CASSINA, Igor",Men,ITA,0,0,1
Wrestling,Wrestling Free.,96 - 120kg,M,"POLATCI, Aydin",Men,TUR,1,0,0
Athletics,Athletics,triple jump,W,"MBANGO ETONE, Francoise",Women,CMR,0,0,1
Aquatics,Water polo,water polo,W,"DI MARIO, Tania",Women,ITA,0,0,1
Athletics,Athletics,4x100m relay,W,"FELIX, Sylviane",Women,FRA,1,0,0
Aquatics,Diving,synchronized diving 10m platform,M,"TAYLOR, Leon",Men,GBR,0,1,0
Sailing,Sailing,49er - Skiff,X,"LEONCHUK, Georgii",Men,UKR,0,1,0
Wrestling,Wrestling Free.,74 - 84kg,M,"SAZHIDOV, Sazhid",Men,RUS,1,0,0
Aquatics,Swimming,200m freestyle,W,"POTEC, Camelia",Women,ROU,0,0,1
Gymnastics,Artistic G.,team competition,M,"MCCLURE, Brett",Men,USA,0,1,0
Athletics,Athletics,200m,W,"FELIX, Allyson",Women,USA,0,1,0
Athletics,Athletics,1500m,M,"SILVA, Rui",Men,POR,1,0,0
Aquatics,Synchronized S.,duet,W,"DAVYDOVA, Anastasia",Women,RUS,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"PAPUC, Ioana",Women,ROU,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"CHEREVATOVA, Olena",Women,UKR,1,0,0
Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,"BECKER, Marcus",Men,GER,0,1,0
Volleyball,Volleyball,volleyball,M,"SARTORETTI, Andrea",Men,ITA,0,1,0
Softball,Softball,softball,W,"SATO, Rie",Women,JPN,1,0,0
Rowing,Rowing,lightweight double sculls (2x),M,"SKIATHITIS, Nikolaos",Men,GRE,1,0,0
Weightlifting,Weightlifting,58kg,W,"RI, Song Hui",Women,PRK,0,1,0
Football,Football,football,M,"ENCISO, Julio Cesar",Men,PAR,0,1,0
Weightlifting,Weightlifting,+ 75kg,W,"WROBEL, Agata",Women,POL,1,0,0
Cycling,Cycling Track,Team Sprint,M,"NAGATSUKA, Tomohiro",Men,JPN,0,1,0
Aquatics,Swimming,100m backstroke,W,"COVENTRY, Kirsty",Women,ZIM,0,1,0
Football,Football,football,W,"MINNERT, Sandra",Women,GER,1,0,0
Hockey,Hockey,hockey,M,"ARNOLD, Clemens",Men,GER,1,0,0
Sailing,Sailing,Tornado - Multihull,X,"LANGE, Santiago",Men,ARG,1,0,0
Athletics,Athletics,4x100m relay,M,"GREENE, Maurice",Men,USA,0,1,0
Archery,Archery,individual (FITA Olympic round - 70m),M,"CUDDIHY, Tim",Men,AUS,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"KOSTOGLOD, Alexander",Men,RUS,1,0,0
Athletics,Athletics,4x100m relay,W,"KRUGLOVA, Larisa",Women,RUS,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"VAJDA, Attila",Men,HUN,1,0,0
Football,Football,football,M,"PALOMBO, Angelo",Men,ITA,1,0,0
Aquatics,Swimming,4x200m freestyle relay,W,"JEFFREY, Rhi",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,"VAN KOEVERDEN, Adam",Men,CAN,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"MURZINA, Elena",Women,RUS,0,0,1
Basketball,Basketball,basketball,M,"IVERSON, Allen",Men,USA,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"KOVALEV, Alexander",Men,RUS,0,1,0
Football,Football,football,W,"WUNDERLICH, Pia",Women,GER,1,0,0
Rowing,Rowing,lightweight coxless four (4-),M,"EBBESEN, Eskild Balschmidt",Men,DEN,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"ROBINSON, Clint",Men,AUS,0,1,0
Boxing,Boxing,81 - 91kg (heavyweight),M,"ELSAYED, Mohamed",Men,EGY,1,0,0
Cycling,Cycling Track,Team Sprint,M,"GANE, Laurent",Men,FRA,1,0,0
Wrestling,Wrestling Free.,- 55kg,M,"TANABE, Chikara",Men,JPN,1,0,0
Baseball,Baseball,baseball,M,"FINGLESON, Gavin",Men,AUS,0,1,0
Football,Football,football,M,"PELIZZOLI, Ivan",Men,ITA,1,0,0
Volleyball,Volleyball,volleyball,M,"GARCIA, Ricardo",Men,BRA,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"DEAKIN, Matt",Men,USA,0,0,1
Hockey,Hockey,hockey,M,"BECHMANN, Christoph",Men,GER,1,0,0
Judo,Judo,+ 100kg (heavyweight),M,"VAN DER GEEST, Dennis",Men,NED,1,0,0
Gymnastics,Artistic G.,team competition,W,"KHORKINA, Svetlana",Women,RUS,1,0,0
Judo,Judo,60 - 66kg (half-lightweight),M,"UCHISHIBA, Masato",Men,JPN,0,0,1
Softball,Softball,softball,W,"DOMAN, Amanda",Women,AUS,0,1,0
Aquatics,Diving,synchronized diving 3m springboard,M,"SIRANIDIS, Nikolaos",Men,GRE,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"PEARSON, Todd",Men,AUS,0,1,0
Athletics,Athletics,200m,M,"CRAWFORD, Shawn",Men,USA,0,0,1
Athletics,Athletics,decathlon,M,"KARPOV, Dmitriy",Men,KAZ,1,0,0
Archery,Archery,team (FITA Olympic round - 70m),W,"LIN, Sang",Women,CHN,0,1,0
Aquatics,Water polo,water polo,W,"MOODY, Heather",Women,USA,1,0,0
Football,Football,football,M,"GIMENEZ, Pablo",Men,PAR,0,1,0
Aquatics,Synchronized S.,team,W,"KISSELEVA, Maria",Women,RUS,0,0,1
Equestrian,Eventing,team,X,"TRYON, Amy",Women,USA,1,0,0
Triathlon,Triathlon,Individual,W,"HARROP, Loretta",Women,AUS,0,1,0
Hockey,Hockey,hockey,W,"GONZALEZ OLIVA, Mariana",Women,ARG,1,0,0
Judo,Judo,63 - 70kg (middleweight),W,"QIN, Dongya",Women,CHN,1,0,0
Fencing,Fencing,sabre individual,M,"NEMCSIK, Zsolt",Men,HUN,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"KRAVTSOV, Igor",Men,RUS,0,0,1
Volleyball,Volleyball,volleyball,M,"CERNIC, Matej",Men,ITA,0,1,0
Aquatics,Water polo,water polo,M,"GORSHKOV, Dmitry",Men,RUS,1,0,0
