Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Aquatics,Swimming,4x100m freestyle relay,W,"LILLHAGE, Josefin",Women,SWE,1,0,0
Softball,Softball,softball,W,"EDEBONE, Peta",Women,AUS,1,0,0
Athletics,Athletics,triple jump,W,"MARINOVA, Tereza",Women,BUL,0,0,1
Baseball,Baseball,baseball,M,"CHONG, Tae-Hyon",Men,KOR,1,0,0
Wrestling,Wrestling Gre-R,97 - 130kg,M,"GARDNER, Rulon",Men,USA,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"OLTEANU, Ioana",Women,ROU,0,0,1
Aquatics,Diving,synchronized diving 3m springboard,W,"GUO, Jingjing",Women,CHN,0,1,0
Gymnastics,Artistic G.,team competition,M,"KRUKOV, Nikolay",Men,RUS,1,0,0
Wrestling,Wrestling Free.,54 - 58kg,M,"BUSLOVYCH, Yevgen",Men,UKR,0,1,0
Shooting,Shooting,50m pistol (60 shots),M,"BASINSKI, Igor",Men,BLR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"KOLGANOV, Michael",Men,ISR,1,0,0
Equestrian,Eventing,team,X,"O'CONNOR, David",Men,USA,1,0,0
Handball,Handball,handball,M,"KOUDINOV, Vassili",Men,RUS,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"HAJEK, Andreas",Men,GER,1,0,0
Wrestling,Wrestling Free.,58 - 63kg,M,"OUMAKHANOV, Mourad",Men,RUS,0,0,1
Shooting,Shooting,double trap (150 targets),M,"MARK, Russell",Men,AUS,0,1,0
Football,Football,football,W,"HOFFMANN, Melanie",Women,GER,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),W,"IDEM, Josefa",Women,ITA,0,0,1
Aquatics,Water polo,water polo,W,"ANIKEEVA, Ekaterina",Women,RUS,1,0,0
Equestrian,Eventing,team,X,"FUNNELL, Pippa",Women,GBR,0,1,0
Boxing,Boxing,48 - 51kg (flyweight),M,"SYDORENKO, Volodymyr",Men,UKR,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"ALSHAMMAR, Therese",Women,SWE,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"HUEGILL, Geoff",Men,AUS,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"BATTEN, Guin",Women,GBR,0,1,0
Cycling,Cycling Track,Madison,M,"MCGRORY, Scott",Men,AUS,0,0,1
Badminton,Badminton,doubles,M,"KIM, Dong Moon",Men,KOR,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"POPESCU, Florin",Men,ROU,0,0,1
Sailing,Sailing,two-person keelboat open (Star),X,"GRAEL, Torben",Men,BRA,1,0,0
Rowing,Rowing,double sculls (2x),W,"BORON, Kathrin",Women,GER,0,0,1
Athletics,Athletics,4x400m relay,W,"KOTLYAROVA, Olga",Women,RUS,1,0,0
Wrestling,Wrestling Free.,48 - 54kg,M,"ABDULLAYEV, Namig",Men,AZE,0,0,1
Football,Football,football,M,"CONTRERAS, Pablo",Men,CHI,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"MERKOV, Petar",Men,BUL,0,1,0
Cycling,Cycling Road,individual road race,M,"ULLRICH, Jan",Men,GER,0,0,1
Rowing,Rowing,lightweight double sculls (2x),M,"LUINI, Elia",Men,ITA,0,1,0
Handball,Handball,handball,W,"RADULOVICS, Bojana",Women,HUN,0,1,0
Aquatics,Diving,synchronized diving 3m springboard,W,"PAKHALINA, Ioulia",Women,RUS,0,0,1
Judo,Judo,60 - 66kg (half-lightweight),M,"VAZAGASHVILI, Giorgi",Men,GEO,1,0,0
Handball,Handball,handball,W,"FRUELUND, Katrine",Women,DEN,0,0,1
Cycling,Cycling Road,individual time trial,W,"ZIJLAARD-VAN MOORSEL, Leontien",Women,NED,0,0,1
Baseball,Baseball,baseball,M,"DAWKINS, Travis",Men,USA,0,0,1
Equestrian,Dressage,team,X,"VAN BAALEN, Coby",Women,NED,0,1,0
Judo,Judo,60 - 66kg (half-lightweight),M,"OZKAN, Huseyin",Men,TUR,0,0,1
Gymnastics,Artistic G.,team competition,M,"XING, Aowei",Men,CHN,0,0,1
Athletics,Athletics,shot put,W,"KAROLCHIK, Yanina",Women,BLR,0,0,1
Aquatics,Swimming,4x100m medley relay,M,"MITCHELL, Ryan",Men,AUS,0,1,0
Sailing,Sailing,470 - Two Person Dinghy,M,"TURNBULL, Mark",Men,AUS,0,0,1
Taekwondo,Taekwondo,57 - 67 kg,W,"GUNDERSEN, Trude",Women,NOR,0,1,0
Cycling,Cycling Track,Sprint indivual,M,"ROUSSEAU, Florian",Men,FRA,0,1,0
Football,Football,football,M,"GARCIA, Gabriel",Men,ESP,0,1,0
Athletics,Athletics,4x100m relay,W,"FERGUSON-MCKENZIE, Debbie",Women,BAH,0,0,1
Cycling,Cycling Track,Madison,M,"MARTINELLO, Silvio",Men,ITA,1,0,0
Softball,Softball,softball,W,"HENDERSON, Danielle",Women,USA,0,0,1
Cycling,Cycling Track,500m time trial,W,"BALLANGER, Felicia",Women,FRA,0,0,1
Judo,Judo,52 - 57kg (lightweight),W,"FERNANDEZ, Isabel",Women,ESP,0,0,1
Football,Football,football,W,"MACMILLAN, Shannon",Women,USA,0,1,0
Aquatics,Water polo,water polo,W,"PETROVA, Tatiana",Women,RUS,1,0,0
Wrestling,Wrestling Gre-R,48 - 54kg,M,"KANG, Yong Gyun",Men,PRK,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"IGNAT, Doina",Women,ROU,0,0,1
Basketball,Basketball,basketball,W,"JACKSON, Lauren",Women,AUS,0,1,0
Baseball,Baseball,baseball,M,"SCULL, Antonio",Men,CUB,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"BURKE, Daniel",Men,AUS,0,1,0
Hockey,Hockey,hockey,M,"HWANG, Jong-Hyun",Men,KOR,0,1,0
Shooting,Shooting,50m rifle 3 positions (3x40 shots),M,"DEBEVEC, Rajmond",Men,SLO,0,0,1
Shooting,Shooting,10m air pistol (40 shots),W,"SEKARIC, Jasna",Women,YUG,0,1,0
Basketball,Basketball,basketball,M,"MASIULIS, Tomas",Men,LTU,1,0,0
Volleyball,Volleyball,volleyball,M,"MEONI, Marco",Men,ITA,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"RYAN, Melissa",Women,USA,1,0,0
Volleyball,Volleyball,volleyball,W,"RODRIGUES, Karin",Women,BRA,1,0,0
Aquatics,Swimming,4x200m freestyle relay,W,"STOWERS, Julia",Women,USA,0,0,1
Rowing,Rowing,pair without coxswain (2-),W,"ANDRUNACHE, Georgeta",Women,ROU,0,0,1
Aquatics,Swimming,4x100m freestyle relay,W,"KAMMERLING, Anna-Karin",Women,SWE,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"VERBERNE, Jochem",Men,NED,0,1,0
Handball,Handball,handball,M,"KRIVOSHLYKOV, Denis",Men,RUS,0,0,1
Handball,Handball,handball,M,"LINDGREN, Ola",Men,SWE,0,1,0
Weightlifting,Weightlifting,63kg,W,"POPOVA, Valentina",Women,RUS,0,1,0
Shooting,Shooting,10m running target (30+30 shots),M,"YANG, Ling",Men,CHN,0,0,1
Aquatics,Diving,synchronized diving 10m platform,W,"TOURKY, Loudy",Women,AUS,1,0,0
Fencing,Fencing,sabre individual,M,"COVALIU, Mihai",Men,ROU,0,0,1
Volleyball,Volleyball,volleyball,W,"CONCEICAO, Janina",Women,BRA,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"ALEXANDER, Buffy",Women,CAN,1,0,0
Tennis,Tennis,singles,W,"DEMENTIEVA, Elena",Women,RUS,0,1,0
Hockey,Hockey,hockey,M,"JEON, Jong-Ha",Men,KOR,0,1,0
Softball,Softball,softball,W,"AMBROSI, Christie",Women,USA,0,0,1
Handball,Handball,handball,M,"POGORELOV, Serguei",Men,RUS,0,0,1
Athletics,Athletics,hammer throw,W,"MUENCHOW, Kirsten",Women,GER,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"KRAYZELBURG, Lenny",Men,USA,0,0,1
Modern Pentathlon,Modern Pentath.,Individual competition,M,"BALOGH, Gabor",Men,HUN,0,1,0
Badminton,Badminton,singles,W,"YE, Zhaoying",Women,CHN,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"DEI ROSSI, Riccardo",Men,ITA,0,1,0
Handball,Handball,handball,M,"THORSSON, Pierre",Men,SWE,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"THELOKE, Stev",Men,GER,1,0,0
Athletics,Athletics,marathon,W,"SIMON, Lidia Elena",Women,ROU,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"HACKETT, Grant",Men,AUS,0,0,1
Cycling,Cycling Track,Team Pursuit (4000m),M,"BARTKO, Robert",Men,GER,0,0,1
Aquatics,Synchronized S.,team,W,"TACHIBANA, Miya",Women,JPN,0,1,0
Aquatics,Swimming,4x200m freestyle relay,W,"ARSENAULT, Samantha",Women,USA,0,0,1
Athletics,Athletics,javelin throw,M,"BACKLEY, Steve",Men,GBR,0,1,0
Boxing,Boxing,67 - 71kg (light-middleweight),M,"SIMION, Marian",Men,ROU,0,1,0
Athletics,Athletics,4x100m relay,M,"PEREZ, Luis Alberto",Men,CUB,1,0,0
Aquatics,Water polo,water polo,M,"JELENIC, Viktor",Men,YUG,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"BALCEIRO, Ledys Frank",Men,CUB,0,1,0
Boxing,Boxing,63.5 - 67kg (welterweight),M,"SIMION, Dorel",Men,ROU,1,0,0
Volleyball,Volleyball,volleyball,M,"BOSKAN, Slobodan",Men,YUG,0,0,1
Baseball,Baseball,baseball,M,"MANRIQUE, Juan",Men,CUB,0,1,0
Gymnastics,Artistic G.,uneven bars,W,"LING, Jie",Women,CHN,0,1,0
Wrestling,Wrestling Gre-R,69 - 76kg,M,"KARDANOV, Mourat",Men,RUS,0,0,1
Aquatics,Water polo,water polo,W,"O'TOOLE, Maureen",Women,USA,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"WATSON, Josh",Men,AUS,0,1,0
Tennis,Tennis,singles,W,"SELES, Monica",Women,USA,1,0,0
Baseball,Baseball,baseball,M,"ARAGON, Yovany",Men,CUB,0,1,0
Aquatics,Water polo,water polo,M,"KASAS, Tamas",Men,HUN,0,0,1
Weightlifting,Weightlifting,58kg,W,"SUTA, Khassaraporn",Women,THA,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"MCKAY, Mike",Men,AUS,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"LEZAK, Jason",Men,USA,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"BELAN, Tatyana",Women,BLR,0,1,0
Aquatics,Swimming,200m individual medley,W,"KLOCHKOVA, Yana",Women,UKR,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"BEEK TER, Carin",Women,NED,0,1,0
Baseball,Baseball,baseball,M,"LAZO, Pedro Luis",Men,CUB,0,1,0
Rowing,Rowing,lightweight double sculls (2x),M,"CHAPELLE, Thibaud",Men,FRA,1,0,0
Athletics,Athletics,1500m,M,"EL GUERROUJ, Hicham",Men,MAR,0,1,0
Judo,Judo,- 60 kg,M,"SMAGULOV, Aidyn",Men,KGZ,1,0,0
Boxing,Boxing,- 48kg (light-flyweight),M,"KIM, Un Chol",Men,PRK,1,0,0
Aquatics,Diving,3m springboard,W,"GUO, Jingjing",Women,CHN,0,1,0
Football,Football,football,W,"GRINGS, Inka",Women,GER,1,0,0
Basketball,Basketball,basketball,W,"FALLON, Trish",Women,AUS,0,1,0
Wrestling,Wrestling Gre-R,85 - 97kg,M,"SALDADZE, Davyd",Men,UKR,0,1,0
Aquatics,Diving,synchronized diving 3m springboard,W,"ZHUPINA, Olena",Women,UKR,1,0,0
Volleyball,Volleyball,volleyball,M,"USHAKOV, Konstantin",Men,RUS,0,1,0
Football,Football,football,W,"FAIR, Lorrie",Women,USA,0,1,0
Fencing,Fencing,foil individual,W,"TRILLINI, Giovanna",Women,ITA,1,0,0
Aquatics,Swimming,200m backstroke,W,"MOCANU, Diana",Women,ROU,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"RADU, Elena",Women,ROU,1,0,0
Gymnastics,Artistic G.,team competition,W,"DAWES, Dominique",Women,USA,1,0,0
Aquatics,Swimming,400m individual medley,M,"DOLAN, Tom",Men,USA,0,0,1
Football,Football,football,M,"MALDONADO, Claudio",Men,CHI,1,0,0
Cycling,Cycling Track,Madison,M,"DE WILDE, Etienne",Men,BEL,0,1,0
Equestrian,Eventing,team,X,"HOY, Andrew",Men,AUS,0,0,1
Hockey,Hockey,hockey,M,"KIM, Yong-Bae",Men,KOR,0,1,0
Badminton,Badminton,doubles,X,"TIMUR, Minarti",Women,INA,0,1,0
Hockey,Hockey,hockey,M,"YORK, Michael",Men,AUS,1,0,0
Aquatics,Swimming,4x100m freestyle relay,W,"VAN RIJN, Wilma",Women,NED,0,1,0
Baseball,Baseball,baseball,M,"LEE, Seung-Ho",Men,KOR,1,0,0
Gymnastics,Trampoline,individual,M,"TURGEON, Mathieu",Men,CAN,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"GLAZKOVA, Anna",Women,BLR,0,1,0
Aquatics,Swimming,4x200m freestyle relay,W,"KIELGASS, Kerstin",Women,GER,1,0,0
Basketball,Basketball,basketball,M,"JASIKEVICIUS, Sarunas",Men,LTU,1,0,0
Basketball,Basketball,basketball,W,"WILLIAMS, Natalie",Women,USA,0,0,1
Shooting,Shooting,50m pistol (60 shots),M,"KIRIAKOV, Tanyu",Men,BUL,0,0,1
Football,Football,football,W,"FOUDY, Julie",Women,USA,0,1,0
Rowing,Rowing,single sculls (1x),M,"HACKER, Marcel",Men,GER,1,0,0
Archery,Archery,individual (FITA Olympic round - 70m),W,"KIM, Soo-Nyung",Women,KOR,1,0,0
Athletics,Athletics,400m hurdles,W,"PRIVALOVA, Irina",Women,RUS,0,0,1
Hockey,Hockey,hockey,W,"BOOMGAARDT, Ageeth",Women,NED,1,0,0
Baseball,Baseball,baseball,M,"SANDERS, Anthony",Men,USA,0,0,1
Wrestling,Wrestling Free.,76 - 85kg,M,"IBRAGIMOV, Mogamed",Men,MKD,1,0,0
Aquatics,Swimming,200m freestyle,W,"MORAVCOVA, Martina",Women,SVK,0,1,0
Aquatics,Swimming,4x200m freestyle relay,W,"STEFFEN, Britta",Women,GER,1,0,0
Cycling,Cycling Track,1km time trial,M,"NIMKE, Stefan",Men,GER,0,1,0
Fencing,Fencing,sabre team,M,"KOTHNY, Wiradech",Men,GER,1,0,0
Hockey,Hockey,hockey,W,"MORRIS, Jenny",Women,AUS,0,0,1
Badminton,Badminton,doubles,M,"LEE, Dong Soo",Men,KOR,0,1,0
Badminton,Badminton,singles,W,"MARTIN, Camilla",Women,DEN,0,1,0
Athletics,Athletics,4x100m relay,W,"OTTEY-PAGE, Merlene",Women,JAM,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"MOSES, Ed",Men,USA,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"LEVINA, Yulia",Women,RUS,1,0,0
Hockey,Hockey,hockey,W,"HAWKES, Rechelle",Women,AUS,0,0,1
Aquatics,Diving,synchronized diving 3m springboard,M,"XIONG, Ni",Men,CHN,0,0,1
Softball,Softball,softball,W,"VENTURELLA, Michelle",Women,USA,0,0,1
Archery,Archery,individual (FITA Olympic round - 70m),M,"FAIRWEATHER, Simon",Men,AUS,0,0,1
Hockey,Hockey,hockey,M,"JEON, Hong-Kwon",Men,KOR,0,1,0
Athletics,Athletics,5000m,W,"O'SULLIVAN, Sonia",Women,IRL,0,1,0
Baseball,Baseball,baseball,M,"YOUNG, Tim",Men,USA,0,0,1
Baseball,Baseball,baseball,M,"RODRIGUEZ, Maels",Men,CUB,0,1,0
Volleyball,Volleyball,volleyball,M,"TOFOLI, Paolo",Men,ITA,1,0,0
Athletics,Athletics,4x400m relay,M,"GADZAMA, Fidelis",Men,NGR,0,1,0
Aquatics,Water polo,water polo,M,"DOUGUINE, Dmitri",Men,RUS,0,1,0
Football,Football,football,W,"PARLOW, Cindy",Women,USA,0,1,0
Basketball,Basketball,basketball,W,"GONCALVES, Lilian Cristina",Women,BRA,1,0,0
Gymnastics,Artistic G.,team competition,W,"BOBOC, Loredana",Women,ROU,0,0,1
Aquatics,Synchronized S.,team,W,"GARCEAU, Catherine",Women,CAN,1,0,0
Fencing,Fencing,foil team,M,"WANG, Haibin",Men,CHN,0,1,0
Gymnastics,Artistic G.,uneven bars,W,"KHORKINA, Svetlana",Women,RUS,0,0,1
Gymnastics,Artistic G.,team competition,M,"BONDARENKO, Alexei",Men,RUS,1,0,0
Fencing,Fencing,foil team,W,"SZEWCZYK, Barbara",Women,POL,0,1,0
Tennis,Tennis,singles,M,"DI PASQUALE, Arnaud",Men,FRA,1,0,0
Basketball,Basketball,basketball,W,"GRIFFITH, Yolanda",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"FISCHER, Birgit",Women,GER,0,0,1
Weightlifting,Weightlifting,77kg,M,"MELIKYAN, Arsen",Men,ARM,1,0,0
Badminton,Badminton,doubles,W,"GU, Jun",Women,CHN,0,0,1
Wrestling,Wrestling Gre-R,58 - 63kg,M,"CHACHUA, Akaki",Men,GEO,1,0,0
Athletics,Athletics,400m hurdles,M,"TAYLOR, Angelo",Men,USA,0,0,1
Athletics,Athletics,decathlon,M,"NOOL, Erki",Men,EST,0,0,1
Aquatics,Diving,synchronized diving 10m platform,M,"LOUKACHINE, Igor",Men,RUS,0,0,1
Aquatics,Swimming,100m breaststroke,W,"QUANN, Megan",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"NOVAK, Ferenc",Men,HUN,0,0,1
Taekwondo,Taekwondo,57 - 67 kg,W,"OKAMOTO, Yoriko",Women,JPN,1,0,0
Athletics,Athletics,pole vault,M,"TARASOV, Maksim",Men,RUS,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"STEWART, James",Men,AUS,1,0,0
Handball,Handball,handball,M,"WISLANDER, Magnus",Men,SWE,0,1,0
Badminton,Badminton,doubles,W,"GE, Fei",Women,CHN,0,0,1
Fencing,Fencing,épée team,W,"ERMAKOVA, Oxana",Women,RUS,0,0,1
Shooting,Shooting,trap (75 targets),W,"GUDZINEVICIUTE, Daina",Women,LTU,0,0,1
Boxing,Boxing,81 - 91kg (heavyweight),M,"KOEBER, Sebastian",Men,GER,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"SZABO, Szilvia",Women,HUN,0,1,0
Baseball,Baseball,baseball,M,"MERINO, Rolando",Men,CUB,0,1,0
Aquatics,Swimming,400m individual medley,W,"CASLARU, Beatrice",Women,ROU,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"LAZUK, Maria",Women,BLR,0,1,0
Sailing,Sailing,two-person keelboat open (Star),X,"LILJEDAHL, Magnus",Men,USA,0,0,1
Equestrian,Dressage,team,X,"CAPELLMANN, Nadine",Women,GER,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"KORN, Alison",Women,CAN,1,0,0
Judo,Judo,81 - 90kg (middleweight),M,"HUIZINGA, Mark",Men,NED,0,0,1
Triathlon,Triathlon,Individual,W,"MESSMER, Magali",Women,SUI,1,0,0
Table Tennis,Table Tennis,singles,M,"WALDNER, Jan-Ove",Men,SWE,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"KLIM, Michael",Men,AUS,0,1,0
Aquatics,Diving,synchronized diving 10m platform,W,"GILMORE, Rebecca",Women,AUS,1,0,0
