Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Basketball,Basketball,basketball,M,"BARKLEY, Charles",Men,USA,0,0,1
Softball,Softball,softball,W,"FERNANDEZ, Lisa",Women,USA,0,0,1
Aquatics,Water polo,water polo,M,"ANGELINI, Alberto",Men,ITA,1,0,0
Volleyball,Volleyball,volleyball,W,"GATO, Idalmis",Women,CUB,0,0,1
Athletics,Athletics,4x100m relay,W,"STURRUP, Chandra",Women,BAH,0,1,0
Aquatics,Synchronized S.,team,W,"KULESZA, Kasia",Women,CAN,0,1,0
Aquatics,Swimming,100m freestyle,W,"VOELKER, Sandra",Women,GER,0,1,0
Boxing,Boxing,- 48kg (light-flyweight),M,"LOZANO MUÑOZ, Rafael",Men,ESP,1,0,0
Baseball,Baseball,baseball,M,"GREISINGER, Seth",Men,USA,1,0,0
Aquatics,Swimming,4x200m freestyle relay,W,"JACOB, Lisa",Women,USA,0,0,1
Volleyball,Beach volley.,beach volleyball,M,"HEESE, Mark",Men,CAN,1,0,0
Basketball,Basketball,basketball,M,"BODIROGA, Dejan",Men,YUG,0,1,0
Aquatics,Diving,10m platform,M,"XIAO, Hailiang",Men,CHN,1,0,0
Baseball,Baseball,baseball,M,"NAKAMURA, Daishin",Men,JPN,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"CAI, Huijue",Women,CHN,1,0,0
Judo,Judo,52 - 56kg (lightweight),W,"JUNG, Sun Yong",Women,KOR,0,1,0
Baseball,Baseball,baseball,M,"KUWAMOTO, Takao",Men,JPN,0,1,0
Judo,Judo,+ 72kg (heavyweight),W,"RODRIGUEZ VILLANUEVA, Estela",Women,CUB,0,1,0
Gymnastics,Artistic G.,floor exercises,W,"DAWES, Dominique",Women,USA,1,0,0
Baseball,Baseball,baseball,M,"LOOPER, Braden",Men,USA,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"DENMAN, Helen",Women,AUS,0,1,0
Athletics,Athletics,hammer throw,M,"KRYKUN, Oleksiy",Men,UKR,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"SCHWENK, Tripp",Men,USA,0,0,1
Judo,Judo,60 - 66kg (half-lightweight),M,"HERNANDEZ PLANA, Israel",Men,CUB,1,0,0
Football,Football,football,W,"SUN, Wen",Women,CHN,0,1,0
Hockey,Hockey,hockey,M,"DREHER, Lachlan",Men,AUS,1,0,0
Athletics,Athletics,100m,W,"OTTEY-PAGE, Merlene",Women,JAM,0,1,0
Rowing,Rowing,lightweight double sculls (2x),M,"EDWARDS, Anthony",Men,AUS,1,0,0
Aquatics,Water polo,water polo,M,"ANDREO, Angel",Men,ESP,0,0,1
Gymnastics,Artistic G.,team competition,W,"CHOW, Amy",Women,USA,0,0,1
Handball,Handball,handball,W,"OH, Seongok",Women,KOR,0,1,0
Gymnastics,Artistic G.,vault,M,"NEMOV, Alexei",Men,RUS,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"LYRBRING, Anders",Men,SWE,0,1,0
Athletics,Athletics,4x400m relay,W,"YUSUF, Fatima",Women,NGR,0,1,0
Baseball,Baseball,baseball,M,"KAWAMURA, Takeo",Men,JPN,0,1,0
Hockey,Hockey,hockey,M,"CHOPPY, Baeden",Men,AUS,1,0,0
Cycling,Mountain Bike,cross-country,M,"MARTINEZ, Miguel",Men,FRA,1,0,0
Fencing,Fencing,foil team,W,"SZABO-LAZAR, Reka Zsofia",Women,ROU,0,1,0
Hockey,Hockey,hockey,W,"KIM, Myung-Ok",Women,KOR,0,1,0
Boxing,Boxing,63.5 - 67kg (welterweight),M,"HERNANDEZ SIERRA, Juan",Men,CUB,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"SNOOK, Ronald",Men,AUS,1,0,0
Aquatics,Swimming,200m breaststroke,W,"KOVACS, Agnes",Women,HUN,1,0,0
Fencing,Fencing,épée team,W,"UGA, Elisa",Women,ITA,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"SPIRCU, Doina",Women,ROU,0,0,1
Hockey,Hockey,hockey,W,"LEWIN, Jeannette",Women,NED,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"GLAVAN, Marcel",Men,ROU,0,1,0
Shooting,Shooting,50m running target (30+30 shots),M,"YANG, Ling",Men,CHN,0,0,1
Handball,Handball,handball,M,"NUNEZ, Jordi",Men,ESP,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"GURENDEZ, Lorena",Women,ESP,0,0,1
Gymnastics,Rhythmic G.,individual all-round,W,"BATYRCHINA, Ianina",Women,RUS,0,1,0
Aquatics,Water polo,water polo,M,"ATTOLICO, Francesco",Men,ITA,1,0,0
Football,Football,football,M,DIDA,Men,BRA,1,0,0
Athletics,Athletics,high jump,W,"BAKOGIANNI, Niki",Women,GRE,0,1,0
Aquatics,Water polo,water polo,M,"SKOLNEKOVIC, Sinisa",Men,CRO,0,1,0
Aquatics,Swimming,1500m freestyle,M,"SMITH, Graeme",Men,GBR,1,0,0
Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,"FIX, Oliver",Men,GER,0,0,1
Handball,Handball,handball,W,"SUNESEN, Gitte",Women,DEN,0,0,1
Handball,Handball,handball,W,"KOCSIS, Erzsebet",Women,HUN,1,0,0
Softball,Softball,softball,W,"BOXX, Gillian",Women,USA,0,0,1
Aquatics,Synchronized S.,team,W,"FUJIKI, Mayuko",Women,JPN,1,0,0
Boxing,Boxing,60 - 63.5kg (light-welterweight),M,"MISSAOUI, Fathi",Men,TUN,1,0,0
Rowing,Rowing,coxless pair (2-),M,"ROLLAND, Jean Christophe",Men,FRA,1,0,0
Rowing,Rowing,pair without coxswain (2-),W,"GOSSE, Christine",Women,FRA,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"MAASDIJK, Koos",Men,NED,0,0,1
Gymnastics,Artistic G.,team competition,W,"GOGEAN, Gina Elena",Women,ROU,1,0,0
Softball,Softball,softball,W,"WILKINS, Brooke",Women,AUS,1,0,0
Boxing,Boxing,67 - 71kg (light-middleweight),M,"DUVERGEL, Alfredo",Men,CUB,0,1,0
Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,"ANGLE, Kurt",Men,USA,0,0,1
Table Tennis,Table Tennis,doubles,W,"LIU, Wei",Women,CHN,0,1,0
Aquatics,Swimming,50m freestyle,M,"POPOV, Alexander",Men,RUS,0,0,1
Athletics,Athletics,marathon,W,"ARIMORI, Yuko",Women,JPN,1,0,0
Football,Football,football,W,"AARONES, Ann Kristin",Women,NOR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"ROSENQVIST, Susanne",Women,SWE,1,0,0
Aquatics,Swimming,4x100m freestyle relay,M,"PIMANKOV, Denis",Men,RUS,0,1,0
Table Tennis,Table Tennis,doubles,M,"LEE, Chul Seung",Men,KOR,1,0,0
Aquatics,Diving,10m platform,W,"CLARK, Mary Ellen",Women,USA,1,0,0
Aquatics,Synchronized S.,team,W,"TANAKA, Junko",Women,JPN,1,0,0
Rowing,Rowing,four without coxswain (4-),M,"OBHOLZER, Rupert John",Men,GBR,1,0,0
Athletics,Athletics,4x100m relay,W,"GUIDRY-WHITE, Carlette D.",Women,USA,0,0,1
Archery,Archery,team (FITA Olympic round - 70m),W,"WAGNER, Sandra",Women,GER,0,1,0
Cycling,Cycling Road,individual road race,M,"RICHARD, Pascal",Men,SUI,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"TRÖGER, Christian",Men,GER,1,0,0
Shooting,Shooting,50m rifle 3 positions (3x20 shots),W,"GERASIMENOK, Irina",Women,RUS,0,1,0
Hockey,Hockey,hockey,M,"ARNAU, Xavi",Men,ESP,0,1,0
Fencing,Fencing,foil team,M,"SOBCZAK, Ryszard",Men,POL,0,1,0
Weightlifting,Weightlifting,"70 - 76kg, total (middleweight)",M,"JON, Chol Ho",Men,PRK,1,0,0
Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,"OLEYNYK, Vyacheslav",Men,UKR,0,0,1
Athletics,Athletics,4x400m relay,M,"ROUSER, Jason",Men,USA,0,0,1
Aquatics,Swimming,4x100m freestyle relay,M,"HALL, Gary Jr.",Men,USA,0,0,1
Baseball,Baseball,baseball,M,"SUGIURA, Masanori",Men,JPN,0,1,0
Handball,Handball,handball,W,"HOFFMANN, Beata",Women,HUN,1,0,0
Judo,Judo,61 - 66kg (middleweight),W,"CHO, Min-Sun",Women,KOR,0,0,1
Softball,Softball,softball,W,"CRUDGINGTON, Carolyn",Women,AUS,1,0,0
Aquatics,Swimming,4x200m freestyle relay,W,"MACKIE, Lise Maree",Women,AUS,1,0,0
Handball,Handball,handball,M,"JOVIC, Bozidar",Men,CRO,0,0,1
Boxing,Boxing,54 - 57kg (featherweight),M,"KAMSING, Somluck",Men,THA,0,0,1
Gymnastics,Artistic G.,balance beam,W,"PODKOPAYEVA, Lilia",Women,UKR,0,1,0
Basketball,Basketball,basketball,W,"OLIVA, Hortencia Marcari",Women,BRA,0,1,0
Athletics,Athletics,javelin throw,W,"HATTESTAD, Trine",Women,NOR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"OLSSON, Anna",Women,SWE,1,0,0
Boxing,Boxing,- 48kg (light-flyweight),M,"VELASCO, Mansueto",Men,PHI,0,1,0
Boxing,Boxing,57 - 60kg (lightweight),M,"TONTCHEV TONTCHO, Dimitrov",Men,BUL,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"GROTE, Kurt",Men,USA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"MUCKE, Manuela",Women,GER,0,0,1
Fencing,Fencing,foil team,M,"TUCKER LEON, Rolando Samuel",Men,CUB,1,0,0
Handball,Handball,handball,M,"MATOSEVIC, Valter",Men,CRO,0,0,1
Football,Football,football,M,NARCISO,Men,BRA,1,0,0
Shooting,Shooting,50m rifle prone (60 shots),M,"KLEES, Christian",Men,GER,0,0,1
Gymnastics,Artistic G.,team competition,M,"LI, Xiaosahuang",Men,CHN,0,1,0
Softball,Softball,softball,W,"HARRIS, Dionna",Women,USA,0,0,1
Handball,Handball,handball,W,"KIM, Rang",Women,KOR,0,1,0
Judo,Judo,73 - 81kg (half-middleweight),M,"KOGA, Toshihiko",Men,JPN,0,1,0
Volleyball,Volleyball,volleyball,M,"GORTZEN, Guido",Men,NED,0,0,1
Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),M,"MARTIKAN, Michal",Men,SVK,0,0,1
Modern Pentathlon,Modern Pentath.,Individual competition,M,"MARTINEK, Janos",Men,HUN,1,0,0
Football,Football,football,M,"UCHE, Okechukwu",Men,NGR,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"DELTCHEVA, Ina",Women,BUL,0,1,0
Equestrian,Dressage,team,X,"TEODORESCU, Monica",Women,GER,0,0,1
Badminton,Badminton,singles,W,"SUSANTI, Susi",Women,INA,1,0,0
Football,Football,football,W,"WEN, Lirong",Women,CHN,0,1,0
Sailing,Sailing,two-person keelboat open (Star),X,"BEASHEL, Colin",Men,AUS,1,0,0
Badminton,Badminton,singles,W,"BANG, Soo-Hyun",Women,KOR,0,0,1
Judo,Judo,73 - 81kg (half-middleweight),M,"BOURAS, Djamel",Men,FRA,0,0,1
Athletics,Athletics,marathon,M,"THUGWANE, Josia",Men,RSA,0,0,1
Hockey,Hockey,hockey,M,"COBOS, Ignacio",Men,ESP,0,1,0
Athletics,Athletics,4x400m relay,M,"MCDONALD, Michael",Men,JAM,1,0,0
Aquatics,Swimming,4x200m freestyle relay,M,"SCHUMACHER, Bradley",Men,USA,0,0,1
Athletics,Athletics,4x100m relay,M,"SILVA, Andre Domingos",Men,BRA,1,0,0
Weightlifting,Weightlifting,"91 - 99kg, total (first-heavyweight)",M,"HORDIYCHUK, Mykola",Men,UKR,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"CABANILLAS, Nuria",Women,ESP,0,0,1
Rowing,Rowing,double sculls (2x),M,"ABBAGNALE, Agostino",Men,ITA,0,0,1
Athletics,Athletics,200m,M,"FREDERICKS, Frank",Men,NAM,0,1,0
Athletics,Athletics,400m hurdles,W,"BUFORD-BAILEY, Tonja",Women,USA,1,0,0
Athletics,Athletics,110m hurdles,M,"JOHNSON, Allen",Men,USA,0,0,1
Football,Football,football,M,JUNINHO,Men,BRA,1,0,0
Badminton,Badminton,doubles,W,"GU, Jun",Women,CHN,0,0,1
Aquatics,Swimming,800m freestyle,W,"HASE, Dagmar",Women,GER,0,1,0
Aquatics,Swimming,100m butterfly,M,"PANKRATOV, Denis",Men,RUS,0,0,1
Hockey,Hockey,hockey,W,"ANNAN, Alyson Regina",Women,AUS,0,0,1
Athletics,Athletics,pole vault,M,"TIVONTCHIK, Andrei",Men,GER,1,0,0
Shooting,Shooting,skeet (125 targets),M,"BENELLI, Andrea",Men,ITA,1,0,0
Fencing,Fencing,foil team,W,"SCARLAT, Roxana",Women,ROU,0,1,0
Judo,Judo,81 - 90kg (middleweight),M,"HUIZINGA, Mark",Men,NED,1,0,0
Basketball,Basketball,basketball,M,"ZUKAUSKAS, Eurelijus",Men,LTU,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"BARTMAN, Michiel",Men,NED,0,0,1
Fencing,Fencing,épée individual,W,"SZALAY HORVATHNE, Gyoengyi",Women,HUN,1,0,0
Boxing,Boxing,81 - 91kg (heavyweight),M,"SAVON, Felix",Men,CUB,0,0,1
Athletics,Athletics,discus throw,M,"RIEDEL, Lars",Men,GER,0,0,1
Football,Football,football,M,"BEBETO, Jose Roberto",Men,BRA,1,0,0
Aquatics,Swimming,200m individual medley,W,"SMITH, Michelle Marie",Women,IRL,0,0,1
Hockey,Hockey,hockey,M,"CRUCQ, Maurits",Men,NED,0,0,1
Weightlifting,Weightlifting,"99 - 108kg, total (heavyweight)",M,"SYRTSOV, Serguei",Men,RUS,0,1,0
Gymnastics,Rhythmic G.,group competition,W,"VATACHKA, Vjara",Women,BUL,0,1,0
Football,Football,football,M,"DOSU, Joseph",Men,NGR,0,0,1
Hockey,Hockey,hockey,W,"DE RUITER, Wietske",Women,NED,1,0,0
Wrestling,Wrestling Free.,62 - 68kg (lightweight),M,"SAUNDERS, Townsend",Men,USA,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"BEARD, Amanda",Women,USA,0,0,1
Aquatics,Swimming,800m freestyle,W,"VLIEGHUIS, Kirsten",Women,NED,1,0,0
Basketball,Basketball,basketball,W,"LUZ, Silvia",Women,BRA,0,1,0
Volleyball,Volleyball,volleyball,M,"GIANI, Andrea",Men,ITA,0,1,0
Equestrian,Dressage,team,X,"BALKENHOL, Klaus",Men,GER,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"OBREJA, Grigore",Men,ROU,1,0,0
Aquatics,Swimming,400m individual medley,M,"DOLAN, Tom",Men,USA,0,0,1
Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,"OTA, Takuya",Men,JPN,1,0,0
Aquatics,Synchronized S.,team,W,"TAKEDA, Miho",Women,JPN,1,0,0
Aquatics,Water polo,water polo,M,"POMILIO, Amedeo",Men,ITA,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"ANDERSSON, Agneta",Women,SWE,0,0,1
Aquatics,Swimming,100m backstroke,M,"BENT, Neisser",Men,CUB,1,0,0
Equestrian,Jumping,team,X,"AZEVEDO, Luiz Felipe",Men,BRA,1,0,0
Tennis,Tennis,doubles,M,"WOODBRIDGE, Todd",Men,AUS,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"RONZHINA, Olena",Women,UKR,0,1,0
Archery,Archery,team (FITA Olympic round - 70m),W,"DZIECIOL, Iwona",Women,POL,1,0,0
Volleyball,Volleyball,volleyball,W,"FERNANDEZ, Ana Ibis",Women,CUB,0,0,1
Gymnastics,Artistic G.,team competition,W,"MILLER, Shannon",Women,USA,0,0,1
Boxing,Boxing,71-75kg,M,"BEYLEROGLU, Malik",Men,TUR,0,1,0
Basketball,Basketball,basketball,W,"PASTOR, Claudia Maria",Women,BRA,0,1,0
Softball,Softball,softball,W,"WARD, Natalie",Women,AUS,1,0,0
Athletics,Athletics,pole vault,M,"TRANDENKOV, Igor",Men,RUS,0,1,0
Aquatics,Water polo,water polo,M,"BOVO, Alessandro",Men,ITA,1,0,0
Athletics,Athletics,1500m,M,"KIPKORIR, Stephen",Men,KEN,1,0,0
Aquatics,Synchronized S.,team,W,"SCHNEYDER, Nathalie",Women,USA,0,0,1
Football,Football,football,M,"WEST, Taribo",Men,NGR,0,0,1
Football,Football,football,W,"CHEN, Yufeng",Women,CHN,0,1,0
Boxing,Boxing,48 - 51kg (flyweight),M,"ROMERO, Maikro",Men,CUB,0,0,1
Aquatics,Swimming,100m freestyle,M,"BORGES, Gustavo",Men,BRA,1,0,0
Aquatics,Water polo,water polo,M,"GLAVAN, Damir",Men,CRO,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"MAUNDER, Maria",Women,CAN,0,1,0
Hockey,Hockey,hockey,M,"JUFRESA, Ramon",Men,ESP,0,1,0
Baseball,Baseball,baseball,M,"AJETE, Omar",Men,CUB,0,0,1
Athletics,Athletics,shot put,W,"KUMBERNUSS, Astrid",Women,GER,0,0,1
Judo,Judo,66 - 72kg (half-heavyweight),W,"TANABE, Yoko",Women,JPN,0,1,0
Sailing,Sailing,board (Mistral),W,"KENDALL, Barbara",Women,NZL,0,1,0
Athletics,Athletics,400m,M,"KAMOGA, Davis",Men,UGA,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"FLORIJN, Ronald",Men,NED,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"CHERMASHENTSEV, Anton",Men,RUS,1,0,0
Hockey,Hockey,hockey,M,"VOGELS, Guus",Men,NED,0,0,1
Basketball,Basketball,basketball,M,"ZUKAUSKAS, Mindaugas",Men,LTU,1,0,0
Basketball,Basketball,basketball,W,"LOBO, Rebecca",Women,USA,0,0,1
Athletics,Athletics,4x400m relay,M,"HAUGHTON, Greg",Men,JAM,1,0,0
Tennis,Tennis,doubles,W,"MARTINEZ, Conchita",Women,ESP,1,0,0
Football,Football,football,W,"SANDAUNE, Brit",Women,NOR,1,0,0
Fencing,Fencing,épée team,W,"CHIESA, Laura",Women,ITA,0,1,0
Handball,Handball,handball,M,"SMAJLAGIC, Irfan",Men,CRO,0,0,1
Hockey,Hockey,hockey,M,"ARNAU, Jordi",Men,ESP,0,1,0
Cycling,Mountain Bike,cross-country,W,"DEMATTEI, Susan",Women,USA,1,0,0
Handball,Handball,handball,W,"MATEFI, Eszter",Women,HUN,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"HEDGEPETH, Whitney L.",Women,USA,0,0,1
Volleyball,Volleyball,volleyball,M,"PAPI, Samuele",Men,ITA,0,1,0
Hockey,Hockey,hockey,W,"DOBSON, Louise",Women,AUS,0,0,1
Handball,Handball,handball,W,"KIM, Eun-Mi",Women,KOR,0,1,0
Baseball,Baseball,baseball,M,"BENSON, Kris",Men,USA,1,0,0
Football,Football,football,W,"NYMARK ANDERSEN, Nina",Women,NOR,1,0,0
Aquatics,Swimming,4x100m freestyle relay,M,"TUCKER, Scott",Men,USA,0,0,1
Football,Football,football,W,"SUN, Qingmei",Women,CHN,0,1,0
Hockey,Hockey,hockey,W,"HOLSBOER, Eleonoor Wendeline",Women,NED,1,0,0
Aquatics,Swimming,4x200m freestyle relay,W,"SCHOLZ, Anke",Women,GER,0,1,0
Aquatics,Synchronized S.,team,W,"KAWASE, Akiko",Women,JPN,1,0,0
Weightlifting,Weightlifting,"+ 108kg, total (super heavyweight)",M,"BOTEV, Stefan",Men,AUS,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"LAMARCA, Tania",Women,ESP,0,0,1
Sailing,Sailing,Tornado - Multihull,X,"GRAEL, Lars",Men,BRA,1,0,0
Basketball,Basketball,basketball,M,"LONCAR, Nikola",Men,YUG,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"FOSTER, Tim James",Men,GBR,1,0,0
Sailing,Sailing,Tornado - Multihull,X,"BOOTH, Mitch",Men,AUS,0,1,0
Gymnastics,Artistic G.,team competition,M,"VASILENKO, Dmitri",Men,RUS,0,0,1
Handball,Handball,handball,W,"TANDERUP, Dorthe",Women,DEN,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"LAMPE, Oliver",Men,GER,1,0,0
Cycling,Cycling Road,individual time trial,M,"BOARDMAN, Christopher Miles",Men,GBR,1,0,0
Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,"BULLMANN, Maik",Men,GER,1,0,0
Hockey,Hockey,hockey,W,"KWON, Chang Sook",Women,KOR,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"BERUBE, Ryan",Men,USA,0,0,1
Aquatics,Swimming,400m freestyle,M,"PALMER, Paul Rory",Men,GBR,0,1,0
Aquatics,Water polo,water polo,M,"VRDOLJAK, Zdeslav",Men,CRO,0,1,0
Archery,Archery,team (FITA Olympic round - 70m),M,"OH, Kyo-Moon",Men,KOR,0,1,0
Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),M,"ZANDER, Thomas",Men,GER,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"BAAR, Roland",Men,GER,0,1,0
Volleyball,Beach volley.,beach volleyball,W,"COOK, Natalie",Women,AUS,1,0,0
Aquatics,Swimming,200m butterfly,W,"SMITH, Michelle Marie",Women,IRL,1,0,0
Handball,Handball,handball,W,"MOON, Hyang-Ja",Women,KOR,0,1,0
Athletics,Athletics,decathlon,M,"BUSEMANN, Frank",Men,GER,0,1,0
Athletics,Athletics,400m,W,"OGUNKOYA, Falilat",Women,NGR,1,0,0
Football,Football,football,M,ZE MARIA,Men,BRA,1,0,0
Badminton,Badminton,doubles,X,"GIL, Young-Ah",Women,KOR,0,0,1
Athletics,Athletics,20km walk,M,"SEGURA, Bernardo",Men,MEX,1,0,0
Rowing,Rowing,single sculls (1x),W,"HANSEN, Trine",Women,DEN,1,0,0
Handball,Handball,handball,M,"LOSERT, Venio",Men,CRO,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),M,"GUTSCHE, Torsten Rene",Men,GER,0,0,1
Fencing,Fencing,foil team,W,"TRILLINI, Giovanna",Women,ITA,0,0,1
Sailing,Sailing,single-handed dinghy open (Laser),X,"AINSLIE, Ben",Men,GBR,0,1,0
Aquatics,Swimming,100m backstroke,W,"HEDGEPETH, Whitney L.",Women,USA,0,1,0
Football,Football,football,W,"FAN, Yunjie",Women,CHN,0,1,0
Basketball,Basketball,basketball,W,"MAHER, Robyn",Women,AUS,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"ZWOLLE, Hendrik Jan",Men,NED,0,0,1
Gymnastics,Artistic G.,team competition,M,"SHEN, Jian",Men,CHN,0,1,0
Hockey,Hockey,hockey,W,"OH, Seung-Shin",Women,KOR,0,1,0
Basketball,Basketball,basketball,M,"PAYTON, Gary",Men,USA,0,0,1
Cycling,Cycling Track,Team Pursuit (4000m),M,"MONIN, Jean-Michel",Men,FRA,0,0,1
Aquatics,Swimming,200m freestyle,M,"BORGES, Gustavo",Men,BRA,0,1,0
Cycling,Cycling Track,1km time trial,M,"ROUSSEAU, Florian",Men,FRA,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"BAUMER, Daniela",Women,SUI,0,1,0
Football,Football,football,M,"GALLARDO, Marcelo",Men,ARG,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"RIENKS, Nico",Men,NED,0,0,1
Rowing,Rowing,lightweight double sculls (2x),W,"BELL, Teresa Z.",Women,USA,0,1,0
Handball,Handball,handball,M,"HOMBRADOS, Jose",Men,ESP,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"WEBER, Marc",Men,GER,0,1,0
Athletics,Athletics,4x100m relay,W,"FERGUSON-MCKENZIE, Debbie",Women,BAH,0,1,0
Equestrian,Jumping,team,X,"SLOOTHAAK, Franke",Men,GER,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"SORGERS, Jana",Women,GER,0,0,1
Aquatics,Swimming,200m backstroke,M,"MERISI, Emanuele",Men,ITA,1,0,0
Equestrian,Eventing,team,X,"JEFFERIS, Vaughn",Men,NZL,1,0,0
