Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Rowing,Rowing,eight with coxswain (8+),M,"LUCY, Tom",Men,GBR,0,1,0
Gymnastics,Artistic G.,team competition,W,"DENG, Linlin",Women,CHN,0,0,1
Athletics,Athletics,marathon,M,"GHARIB, Jaouad",Men,MAR,0,1,0
Cycling,Cycling Track,individual pursuit,W,"KALITOVSKA, Lesya",Women,UKR,1,0,0
Taekwondo,Taekwondo,- 49 kg,W,"PUEDPONG, Buttree",Women,THA,0,1,0
Aquatics,Diving,3m springboard,W,"WU, Minxia",Women,CHN,1,0,0
Fencing,Fencing,foil team,W,"BOYKO, Svetlana",Women,RUS,0,0,1
Athletics,Athletics,4x100m relay,M,"THOMPSON, Richard",Men,TRI,0,1,0
Triathlon,Triathlon,Individual,W,"FERNANDES, Vanessa",Women,POR,0,1,0
Gymnastics,Artistic G.,team competition,W,"IZBASA, Sandra",Women,ROU,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"LAUTERSTEIN, Andrew",Men,AUS,0,1,0
Handball,Handball,handball,W,"BLIZNOVA, Irina",Women,RUS,0,1,0
Aquatics,Swimming,1500m freestyle,M,"MELLOULI, Oussama",Men,TUN,0,0,1
Athletics,Athletics,4x400m relay,M,"ALEXEEV, Denis",Men,RUS,1,0,0
Handball,Handball,handball,M,"SIGURDSSON, Gudjon Valur",Men,ISL,0,1,0
Gymnastics,Artistic G.,team competition,W,"ACATRINEI, Andreea",Women,ROU,1,0,0
Cycling,Cycling Track,Team Pursuit (4000m),M,"MANNING, Paul",Men,GBR,0,0,1
Softball,Softball,softball,W,"LAPPIN, Lauren",Women,USA,0,1,0
Boxing,Boxing,51 - 54kg (bantamweight),M,"GOJAN, Veaceslav",Men,MDA,1,0,0
Gymnastics,Artistic G.,team competition,W,"MEMMEL, Chellsie",Women,USA,0,1,0
Gymnastics,Artistic G.,individual all-round,M,"YANG, Wei",Men,CHN,0,0,1
Aquatics,Swimming,200m butterfly,M,"PHELPS, Michael",Men,USA,0,0,1
Wrestling,Wrestling Gre-R,60 - 66kg,M,"BEGALIEV, Kanatbek",Men,KGZ,0,1,0
Judo,Judo,- 60 kg,M,"SOBIROV, Rishod",Men,UZB,1,0,0
Athletics,Athletics,heptathlon,W,"FOUNTAIN, Hyleas",Women,USA,0,1,0
Fencing,Fencing,épée team,M,"JEANNET, Jerome",Men,FRA,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"KELLER, Klete",Men,USA,0,0,1
Wrestling,Wrestling Free.,- 55kg,M,"CEJUDO, Henry",Men,USA,0,0,1
Table Tennis,Table Tennis,team,M,"OVTCHAROV, Dimitrij",Men,GER,0,1,0
Rowing,Rowing,four without coxswain (4-),M,"MORTELETTE, Dorian",Men,FRA,1,0,0
Shooting,Shooting,25m rapid fire pistol (60 shots),M,"SCHUMANN, Ralf",Men,GER,0,1,0
Football,Football,football,W,"BARTUSIAK, Saskia",Women,GER,1,0,0
Shooting,Shooting,10m air pistol (60 shots),M,"PANG, Wei",Men,CHN,0,0,1
Softball,Softball,softball,W,"LEWIS, Sandy",Women,AUS,1,0,0
Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),M,"MARTIKAN, Michal",Men,SVK,0,0,1
Judo,Judo,73 - 81kg (half-middleweight),M,"GONTIUK, Roman",Men,UKR,1,0,0
Weightlifting,Weightlifting,77kg,M,"DAVTYAN, Gevorg",Men,ARM,1,0,0
Aquatics,Water polo,water polo,M,"WRIGHT, Adam",Men,USA,0,1,0
Gymnastics,Artistic G.,team competition,W,"SACRAMONE, Alicia",Women,USA,0,1,0
Baseball,Baseball,baseball,M,"JEPSEN, Kevin",Men,USA,1,0,0
Volleyball,Beach volley.,beach volleyball,M,"ROGERS, Todd",Men,USA,0,0,1
Gymnastics,Rhythmic G.,group competition,W,"TUMILOVICH, Alina",Women,BLR,1,0,0
Cycling,Cycling Track,Team Sprint,M,"NIMKE, Stefan",Men,GER,1,0,0
Cycling,Cycling Road,individual road race,W,"COOKE, Nicole",Women,GBR,0,0,1
Rowing,Rowing,lightweight double sculls (2x),M,"PURCHASE, Zac",Men,GBR,0,0,1
Equestrian,Dressage,team,X,"WERTH, Isabell",Women,GER,0,0,1
Handball,Handball,handball,W,"BREIVANG, Karoline Dyhre",Women,NOR,0,0,1
Athletics,Athletics,long jump,M,"MOKOENA, Khotso",Men,RSA,0,1,0
Athletics,Athletics,4x400m relay,W,"FIROVA, Tatiana",Women,RUS,0,1,0
Football,Football,football,W,"KRAHN, Annike",Women,GER,1,0,0
Athletics,Athletics,3000m steeplechase,M,"KIPRUTO, Brimin Kiprop",Men,KEN,0,0,1
Basketball,Basketball,basketball,M,"DELFINO, Carlos Francisco",Men,ARG,1,0,0
Shooting,Shooting,10m air pistol (40 shots),W,"GUO, Wenjun",Women,CHN,0,0,1
Baseball,Baseball,baseball,M,"HESSMAN, Mike",Men,USA,1,0,0
Aquatics,Swimming,4x100m medley relay,W,"SCHIPPER, Jessicah",Women,AUS,0,0,1
Aquatics,Swimming,400m freestyle,W,"JACKSON, Joanne",Women,GBR,1,0,0
Fencing,Fencing,sabre team,M,"SANSON, Boris",Men,FRA,0,0,1
Judo,Judo,52 - 57kg (lightweight),W,"QUADROS, Ketleyn",Women,BRA,1,0,0
Football,Football,football,W,"LLOYD, Carli",Women,USA,0,0,1
Aquatics,Swimming,100m backstroke,M,"STOECKEL, Hayden",Men,AUS,1,0,0
Weightlifting,Weightlifting,69kg,M,"MARTIROSYAN, Tigran Gevorg",Men,ARM,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"PRICE, Brian",Men,CAN,0,0,1
Football,Football,football,M,BRENO,Men,BRA,1,0,0
Cycling,Cycling Road,individual time trial,M,"LEIPHEIMER, Levi",Men,USA,1,0,0
Rowing,Rowing,double sculls (2x),W,"EVERS-SWINDELL, Georgina",Women,NZL,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),M,"BRABANTS, Tim",Men,GBR,1,0,0
Sailing,Sailing,Yngling - Keelboat,W,"MULDER, Mandy",Women,NED,0,1,0
Fencing,Fencing,sabre team,W,"ZAGUNIS, Mariel",Women,USA,1,0,0
Handball,Handball,handball,M,"GUIGOU, Michael",Men,FRA,0,0,1
Aquatics,Water polo,water polo,W,"KNOX, Bronwen",Women,AUS,1,0,0
Cycling,Cycling Track,Team Sprint,M,"STAFF, Jamie",Men,GBR,0,0,1
Athletics,Athletics,hammer throw,W,"MIANKOVA, Aksana",Women,BLR,0,0,1
Judo,Judo,90 - 100kg (half-heavyweight),M,"ZHITKEYEV, Askhat",Men,KAZ,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"WHITE, Tarnee",Women,AUS,0,0,1
Softball,Softball,softball,W,"MABUCHI, Satoko",Women,JPN,0,0,1
Gymnastics,Trampoline,individual,W,"HE, Wenna",Women,CHN,0,0,1
Volleyball,Volleyball,volleyball,M,"RODRIGUES, Anderson",Men,BRA,0,1,0
Boxing,Boxing,57 - 60kg (lightweight),M,"TISHCHENKO, Alexey",Men,RUS,0,0,1
Weightlifting,Weightlifting,69kg,M,"LIAO, Hui",Men,CHN,0,0,1
Gymnastics,Artistic G.,rings,M,"VOROBIOV, Oleksandr",Men,UKR,1,0,0
Judo,Judo,57 - 63kg (half-middleweight),W,"WILLEBOORDSE, Elisabeth",Women,NED,1,0,0
Gymnastics,Artistic G.,individual all-round,M,"UCHIMURA, Kohei",Men,JPN,0,1,0
Aquatics,Synchronized S.,duet,W,"ERMAKOVA, Anastasia",Women,RUS,0,0,1
Badminton,Badminton,singles,M,"LIN, Dan",Men,CHN,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"ANDRUNACHE, Georgeta",Women,ROU,1,0,0
Softball,Softball,softball,W,"FLOWERS, Tairia",Women,USA,0,1,0
Judo,Judo,+ 78kg (heavyweight),W,"ORTIZ, Idalys",Women,CUB,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"HOWARD, Malcolm",Men,CAN,0,0,1
Judo,Judo,60 - 66kg (half-lightweight),M,"DARBELET, Benjamin",Men,FRA,0,1,0
Athletics,Athletics,hammer throw,W,"MORENO, Yipsi",Women,CUB,0,1,0
Volleyball,Volleyball,volleyball,W,"FENG, Kun",Women,CHN,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"ALTEPOST, Lutz",Men,GER,1,0,0
Basketball,Basketball,basketball,W,"VODOPYANOVA, Natalia",Women,RUS,1,0,0
Judo,Judo,81 - 90kg (middleweight),M,"TSIREKIDZE, Irakli",Men,GEO,0,0,1
Volleyball,Volleyball,volleyball,M,"SANTOS, Sergio",Men,BRA,0,1,0
Athletics,Athletics,1500m,M,"BAALA, Mehdi",Men,FRA,1,0,0
Judo,Judo,+ 100kg (heavyweight),M,"RINER, Teddy",Men,FRA,1,0,0
Aquatics,Swimming,800m freestyle,W,"FILIPPI, Alessia",Women,ITA,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"SULLIVAN, Eamon",Men,AUS,0,1,0
Aquatics,Swimming,4x200m freestyle relay,M,"VANDERKAAY, Peter",Men,USA,0,0,1
Cycling,Cycling Track,Team Pursuit (4000m),M,"SERGENT, Jesse",Men,NZL,1,0,0
Cycling,Cycling Track,Sprint indivual,M,"BOURGAIN, Mickael",Men,FRA,1,0,0
Aquatics,Swimming,200m freestyle,W,"ISAKOVIC, Sara",Women,SLO,0,1,0
Weightlifting,Weightlifting,62kg,M,TRIYATNO,Men,INA,1,0,0
Volleyball,Volleyball,volleyball,W,"WEI, Qiuyue",Women,CHN,1,0,0
Shooting,Shooting,trap (125 targets),M,"KOSTELECKY, David",Men,CZE,0,0,1
Judo,Judo,- 48 kg,W,"PARETO, Paula Belen",Women,ARG,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"GAVRILENKO, Anna",Women,RUS,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"FLOOD, Debbie",Women,GBR,0,1,0
Gymnastics,Artistic G.,team competition,W,"DRAGOI, Gabriela",Women,ROU,1,0,0
Weightlifting,Weightlifting,48kg,W,"CHEN, Xiexia",Women,CHN,0,0,1
Aquatics,Swimming,marathon 10km,W,"PAYNE, Keri-Anne",Women,GBR,0,1,0
Aquatics,Synchronized S.,team,W,"HENRIQUEZ, Thais",Women,ESP,0,1,0
Wrestling,Wrestling Free.,63 - 72kg,W,"HAMAGUCHI, Kyoko",Women,JPN,1,0,0
Judo,Judo,60 - 66kg (half-lightweight),M,"ARENCIBIA, Yordanis",Men,CUB,1,0,0
Rowing,Rowing,lightweight coxless four (4-),M,"BRAMBELL, Iain",Men,CAN,1,0,0
Aquatics,Diving,synchronized diving 10m platform,W,"ORTIZ, Tatiana",Women,MEX,1,0,0
Fencing,Fencing,sabre team,M,"TARANTINO, Luigi",Men,ITA,1,0,0
Weightlifting,Weightlifting,48kg,W,"CHEN, Wei-Ling",Women,TPE,1,0,0
Football,Football,football,M,"OLUFEMI, Oladapo",Men,NGR,0,1,0
Gymnastics,Rhythmic G.,individual all-round,W,"BESSONOVA, Anna",Women,UKR,1,0,0
Baseball,Baseball,baseball,M,"CEPEDA, Frederich",Men,CUB,0,1,0
Softball,Softball,softball,W,"OSTERMAN, Cat",Women,USA,0,1,0
Athletics,Athletics,400m,W,"WILLIAMS, Shericka",Women,JAM,0,1,0
Handball,Handball,handball,M,"LOZANO, Demetrio",Men,ESP,1,0,0
Basketball,Basketball,basketball,W,"PARKER, Candace",Women,USA,0,0,1
Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),M,"HOCHSCHORNER, Peter",Men,SVK,0,0,1
Weightlifting,Weightlifting,+ 75kg,W,"KOROBKA, Olha",Women,UKR,0,1,0
Wrestling,Wrestling Free.,84 - 96kg,M,"GAZYUMOV, Khetag",Men,AZE,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"VENIER, Simone",Men,ITA,0,1,0
Judo,Judo,+ 100kg (heavyweight),M,"ISHII, Satoshi",Men,JPN,0,0,1
Football,Football,football,W,MAURINE,Women,BRA,0,1,0
Cycling,Cycling Track,points race,W,"OLABERRIA, Leire",Women,ESP,1,0,0
Gymnastics,Rhythmic G.,group competition,W,"SHKURIKHINA, Daria",Women,RUS,0,0,1
Wrestling,Wrestling Free.,48 - 55kg,W,"YOSHIDA, Saori",Women,JPN,0,0,1
Handball,Handball,handball,M,"HOMBRADOS, Jose Javier",Men,ESP,1,0,0
Sailing,Sailing,Tornado - Multihull,X,"LANGE, Santiago",Men,ARG,1,0,0
Aquatics,Swimming,200m breaststroke,M,"KITAJIMA, Kosuke",Men,JPN,0,0,1
Taekwondo,Taekwondo,49 - 57 kg,W,"TANRIKULU, Azize",Women,TUR,0,1,0
Cycling,Cycling Track,Keirin,M,"HOY, Chris",Men,GBR,0,0,1
Athletics,Athletics,4x100m relay,M,"BLEDMAN, Keston",Men,TRI,0,1,0
Football,Football,football,W,"MITTS, Heather",Women,USA,0,0,1
Baseball,Baseball,baseball,M,"BELL, Alexei",Men,CUB,0,1,0
Athletics,Athletics,5000m,M,"SOI, Edwin Cheruiyot",Men,KEN,1,0,0
Wrestling,Wrestling Gre-R,- 55kg,M,"MANKIEV, Nazyr",Men,RUS,0,0,1
Aquatics,Swimming,100m freestyle,W,"TRICKETT, Lisbeth",Women,AUS,0,1,0
Aquatics,Swimming,4x100m freestyle relay,M,"PHELPS, Michael",Men,USA,0,0,1
Tennis,Tennis,singles,W,"ZVONAREVA, Vera",Women,RUS,1,0,0
Athletics,Athletics,long jump,W,"OKAGBARE, Blessing",Women,NGR,1,0,0
Sailing,Sailing,RS:X - Windsurfer,M,"ZUBARI, Shahar",Men,ISR,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"FISCHER, Fanny",Women,GER,0,0,1
Judo,Judo,66 - 73kg (lightweight),M,"WANG, Kichun",Men,KOR,0,1,0
Baseball,Baseball,baseball,M,"SANCHEZ, Elier",Men,CUB,0,1,0
Handball,Handball,handball,M,"JAKOBSSON, Sverre Andreas",Men,ISL,0,1,0
Athletics,Athletics,400m,W,"RICHARDS, Sanya",Women,USA,1,0,0
