Sport,Discipline,Event,Event_gender,Athlete_Name,Gender,Country_ID,Bronze,Silver,Gold
Aquatics,Water polo,water polo,M,"BERGESON, James Hubter",Men,US,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"KLEMENTYEV, Ivans",Men,URS,0,0,1
Handball,Handball,handball,W,"LAPITSKAYA, Natalya",Women,URS,1,0,0
Aquatics,Diving,10m platform,M,"LOUGANIS, Gregory",Men,US,0,0,1
Volleyball,Volleyball,volleyball,W,"PEREZ DEL SOLAR, Gabriela",Women,PER,0,1,0
Rowing,Rowing,single sculls (1x),W,"GEORGIEVA, Magdalena",Women,BUL,1,0,0
Volleyball,Volleyball,volleyball,W,"HOU, Yu-Zhu",Women,CHN,1,0,0
Handball,Handball,handball,W,"HEGH, Hanne",Women,NOR,0,1,0
Athletics,Athletics,5000m,M,"KUNZE, Hansjörg",Men,GDR,1,0,0
Fencing,Fencing,sabre team,M,"CSONGRADI, Laszlo",Men,HUN,0,0,1
Volleyball,Volleyball,volleyball,M,"ANTONOV, Yaroslav",Men,URS,0,1,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"FÖRSTER, Kerstin",Women,GDR,0,0,1
Equestrian,Dressage,team,X,"TEODORESCU, Monica",Women,FRG,0,0,1
Tennis,Tennis,singles,W,"SABATINI, Gabriela",Women,ARG,0,1,0
Aquatics,Swimming,4x100m medley relay,W,"BARR, Elizabeth Cynthia",Women,US,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),M,"DAVIES, Grant",Men,AUS,0,1,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"RENAUD, Philippe",Men,FRA,1,0,0
Hockey,Hockey,hockey,M,"KLAASSEN, Rene Nico Hubertus",Men,NED,1,0,0
Boxing,Boxing,48 - 51kg (flyweight),M,"SKRYABIN, Timofei",Men,URS,1,0,0
Hockey,Hockey,hockey,W,"CARBON, Sally May",Women,AUS,0,0,1
Football,Football,football,M,"NARBEKOVAS, Arminas",Men,URS,0,0,1
Boxing,Boxing,48 - 51kg (flyweight),M,"KIM, Kwang-Sun",Men,KOR,0,0,1
Football,Football,football,M,"ROQUE KAEFER, Ademir",Men,BRA,0,1,0
Aquatics,Synchronized S.,solo,W,"RUIZ-CONFORTO, Tracie Lehuanani",Women,US,0,1,0
Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,"MOHAMMADIAN, Asgari",Men,IRI,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"TETI, Michael Francis",Men,US,1,0,0
Fencing,Fencing,épée team,M,"TIKHOMIROV, Igor",Men,URS,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"DOPIERALA, Marek",Men,POL,0,1,0
Table Tennis,Table Tennis,singles,M,"KIM, Ki Taik",Men,KOR,0,1,0
Table Tennis,Table Tennis,doubles,W,"JIAO, Zhi-Min",Women,CHN,0,1,0
Aquatics,Swimming,200m butterfly,W,"NORD, Kathleen",Women,GDR,0,0,1
Volleyball,Volleyball,volleyball,W,"CUI, Yong-Mei",Women,CHN,1,0,0
Hockey,Hockey,hockey,W,"PATMORE, Sharon",Women,AUS,0,0,1
Athletics,Athletics,200m,M,"DA SILVA, Robson",Men,BRA,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"YANG, Xiao",Women,CHN,1,0,0
Fencing,Fencing,sabre team,M,"MEGLIO, Ferdinando",Men,ITA,1,0,0
Fencing,Fencing,foil team,M,"BUSA, Istvan",Men,HUN,1,0,0
Basketball,Basketball,basketball,W,"YAKOVLEVA, Olga",Women,URS,1,0,0
Aquatics,Swimming,4x100m freestyle relay,M,"BASHKATOV, Juri",Men,URS,0,1,0
Athletics,Athletics,100m,W,"ASHFORD, Evelyn",Women,US,0,1,0
Aquatics,Swimming,100m freestyle,W,"PLEWINSKI, Catherine",Women,FRA,1,0,0
Rowing,Rowing,coxless pair (2-),M,"DOBRE, Danut",Men,ROU,0,1,0
Fencing,Fencing,sabre individual,M,"OLECH, Janusz",Men,POL,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"BROOKHOUSE, Graham Raymond",Men,GBR,1,0,0
Athletics,Athletics,javelin throw,W,"FELKE-MEIER, Petra",Women,GDR,0,0,1
Handball,Handball,handball,M,"PARK, Young-Dae",Men,KOR,0,1,0
Shooting,Shooting,25m pistol (30+30 shots),W,"SALUKVADZE, Nino",Women,URS,0,0,1
Basketball,Basketball,basketball,M,"TARAKANOV, Sergei",Men,URS,0,0,1
Fencing,Fencing,foil team,W,"SZOCS, Zsuzsa",Women,HUN,1,0,0
Archery,Archery,individual FITA round,M,"PARK, Sung-Soo",Men,KOR,0,1,0
Table Tennis,Table Tennis,doubles,M,"AN, Jae Hyung",Men,KOR,1,0,0
Boxing,Boxing,75 - 81kg (light-heavyweight),M,"SKARO, Damir",Men,YUG,1,0,0
Volleyball,Volleyball,volleyball,M,"DIZ, Alejandro",Men,ARG,1,0,0
Basketball,Basketball,basketball,M,"AUGMON, Stacey O.",Men,US,1,0,0
Aquatics,Swimming,1500m freestyle,M,"DASSLER, Uwe",Men,GDR,1,0,0
Gymnastics,Artistic G.,uneven bars,W,"SHUSHUNOVA, Elena",Women,URS,1,0,0
Gymnastics,Artistic G.,floor exercises,M,"LOU, Yun",Men,CHN,1,0,0
Aquatics,Water polo,water polo,M,"IVANOV, Mikhail",Men,URS,1,0,0
Rowing,Rowing,single sculls (1x),W,"MARDEN, Anne R.",Women,US,0,1,0
Gymnastics,Artistic G.,individual all-round,W,"BOGINSKAYA, Svetlana",Women,URS,1,0,0
Boxing,Boxing,+ 91kg (super heavyweight),M,"MIROSHNICHENKO, Aleksandr",Men,URS,1,0,0
Athletics,Athletics,800m,M,"ERENG, Paul",Men,KEN,0,0,1
Football,Football,football,M,"TATARCHUK, Vladimir",Men,URS,0,0,1
Shooting,Shooting,50m rifle 3 positions (3x40 shots),M,"ALLAN, Alister Millar",Men,GBR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"WOHLLEBE, Andre",Men,GDR,1,0,0
Aquatics,Water polo,water polo,M,"APANASSENKO, Dmitri",Men,URS,1,0,0
Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,"LBIK, Marek",Men,POL,0,1,0
Aquatics,Swimming,200m backstroke,W,"SIRCH, Cornelia",Women,GDR,1,0,0
Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),M,"MIYAHARA, Atsuji",Men,JPN,0,1,0
Handball,Handball,handball,W,"LIM, Mi-Kyung",Women,KOR,0,0,1
Gymnastics,Artistic G.,team competition,W,"POPA, Celestina",Women,ROU,0,1,0
Boxing,Boxing,48 - 51kg (flyweight),M,"TEWS, Andreas",Men,GDR,0,1,0
Athletics,Athletics,4x400m relay,W,"HOWARD-HILL, Denean Elizabeth",Women,US,0,1,0
Sailing,Sailing,fleet/match race keelboat open (Soling),X,"BANK, Jesper",Men,DEN,1,0,0
Archery,Archery,teams FITA round,W,"KIM, Soo-Nyung",Women,KOR,0,0,1
Equestrian,Eventing,individual,X,"STARK, Ian",Men,GBR,0,1,0
Athletics,Athletics,400m hurdles,W,"FIEDLER, Ellen",Women,GDR,1,0,0
Athletics,Athletics,10000m,M,"BOUTAYEB, Moulay Brahim",Men,MAR,0,0,1
Handball,Handball,handball,M,"NACINOVIC, Alvaro",Men,YUG,1,0,0
Athletics,Athletics,10000m,W,"MCCOLGAN-LYNCH, Elizabeth",Women,GBR,0,1,0
Volleyball,Volleyball,volleyball,M,"ROOT, Jonathan Edward",Men,US,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,"SPELLY, Ingo",Men,GDR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"FERGUSON, Ian Gordon",Men,NZL,0,1,0
Rowing,Rowing,single sculls (1x),W,"BEHRENDT, Jutta",Women,GDR,0,0,1
Athletics,Athletics,marathon,M,"WAKIIHURI, Douglas",Men,KEN,0,1,0
Aquatics,Swimming,200m individual medley,M,"YAROSHCHUK, Vadim",Men,URS,1,0,0
Rowing,Rowing,eight with coxswain (8+),W,"LI, Rong-Hua",Women,CHN,1,0,0
Rowing,Rowing,four-oared shell with coxswain (4-),W,"NECULA, Veronica",Women,ROU,1,0,0
Athletics,Athletics,long jump,M,"LEWIS, Carl",Men,US,0,0,1
Archery,Archery,teams FITA round,W,"HANDAYANI, Lilies",Women,INA,0,1,0
Basketball,Basketball,basketball,W,"BROWN, Cynthia Louise",Women,US,0,0,1
Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),M,"TURLYKHANOV, Daulet",Men,URS,0,1,0
Basketball,Basketball,basketball,M,"CVJETICANIN, Danko",Men,YUG,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"PORTWICH, Ramona",Women,GDR,0,0,1
Aquatics,Swimming,100m backstroke,W,"OTTO, Kristin",Women,GDR,0,0,1
Athletics,Athletics,heptathlon,W,"JOYNER-KERSEE, Jackie",Women,US,0,0,1
Aquatics,Synchronized S.,duet,W,"TANAKA, Miyako",Women,JPN,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"WOODS, Dean",Men,AUS,0,1,0
Fencing,Fencing,foil individual,M,"ROMANKOV, Aleksander",Men,URS,1,0,0
Archery,Archery,teams FITA round,M,"LEE, Han-Sup",Men,KOR,0,0,1
Football,Football,football,M,"DE SOUZA, Hamilton",Men,BRA,0,1,0
Football,Football,football,M,"SIEVERS, Ralf",Men,FRG,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"PONTING, Thomas",Men,CAN,0,1,0
Aquatics,Swimming,4x100m freestyle relay,W,"HUNGER, Daniela",Women,GDR,0,0,1
Cycling,Cycling Road,individual road race,M,"LUDWIG, Olaf",Men,GDR,0,0,1
Sailing,Sailing,two-person keelboat open (Star),X,"MCINTYRE, Michael Mackay",Men,GBR,0,0,1
Athletics,Athletics,4x400m relay,M,"EVERETT, Daniel",Men,US,0,0,1
Basketball,Basketball,basketball,M,"SOOK, Tiit",Men,URS,0,0,1
Athletics,Athletics,1500m,W,"SAMOLENKO-DOROVSKIKH, Tatyana",Women,URS,1,0,0
Sailing,Sailing,two-person keelboat open (Star),X,"VAILE, Philip Brynolf",Men,GBR,0,0,1
Rowing,Rowing,coxless pair (2-),M,"REDGRAVE, Steven",Men,GBR,0,0,1
Hockey,Hockey,hockey,W,"VAN MANEN, Aletta",Women,NED,1,0,0
Gymnastics,Artistic G.,team competition,W,"BOGINSKAYA, Svetlana",Women,URS,0,0,1
Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),M,"SCHMIDT, Jorg",Men,GDR,0,1,0
Football,Football,football,M,"PONOMAREV, Igor",Men,URS,0,0,1
Rowing,Rowing,double sculls (2x),W,"SCHRÖTER, Martina",Women,GDR,0,0,1
Athletics,Athletics,4x100m relay,W,"OELSNER-GÖHR, Marlies",Women,GDR,0,1,0
Gymnastics,Artistic G.,pommel horse,M,"BORKAI, Zsolt",Men,HUN,0,0,1
Aquatics,Swimming,200m breaststroke,W,"HÖRNER, Silke",Women,GDR,0,0,1
Hockey,Hockey,hockey,M,"TAYLOR, Ian Charles Boucher",Men,GBR,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"HENKEL, Rainer",Men,FRG,1,0,0
Hockey,Hockey,hockey,W,"HILLAS, Lorraine",Women,AUS,0,0,1
Football,Football,football,M,"DONIZETE LUIZ, Sergio",Men,BRA,0,1,0
Volleyball,Volleyball,volleyball,W,"TORREALVA, Gina",Women,PER,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),M,"GRAHAM, Kelvin John",Men,AUS,1,0,0
Volleyball,Volleyball,volleyball,M,"TIMMONS, Steve Dennis",Men,US,0,0,1
Volleyball,Volleyball,volleyball,W,"SU, Huijuan",Women,CHN,1,0,0
Aquatics,Water polo,water polo,M,"SIMENC, Dubravko",Men,YUG,0,0,1
Volleyball,Volleyball,volleyball,W,"DE LA GUERRA, Alejandra",Women,PER,0,1,0
Volleyball,Volleyball,volleyball,M,"PARTIE, Robert Douglas",Men,US,0,0,1
Table Tennis,Table Tennis,doubles,M,"PRIMORAC, Zoran",Men,YUG,0,1,0
Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),M,"KOMAROMI, Tibor",Men,HUN,0,1,0
Rowing,Rowing,eight with coxswain (8+),M,"RABE, Bahne",Men,FRG,0,0,1
Aquatics,Swimming,4x100m medley relay,W,"MCFARLANE, Tracey",Women,US,0,1,0
Basketball,Basketball,basketball,M,"GOBOROV, Valeri",Men,URS,0,0,1
Athletics,Athletics,high jump,W,"KOSTADINOVA, Stefka",Women,BUL,0,1,0
Fencing,Fencing,foil team,M,"BEHR, Matthias",Men,FRG,0,1,0
Aquatics,Diving,10m platform,M,"XIONG, Ni",Men,CHN,0,1,0
Aquatics,Water polo,water polo,M,"WILSON, Craig Martin",Men,US,0,1,0
Volleyball,Volleyball,volleyball,W,"HORNY, Katherine",Women,PER,0,1,0
Hockey,Hockey,hockey,W,"WOLFF, Ingrid Imelda",Women,NED,1,0,0
Athletics,Athletics,4x400m relay,W,"BRYZGINA, Olga",Women,URS,0,0,1
Athletics,Athletics,4x400m relay,W,"MÜLLER, Petra",Women,GDR,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"FARINA, Gianluca",Men,ITA,0,0,1
Hockey,Hockey,hockey,M,"LEISTRA, Frank",Men,NED,1,0,0
Hockey,Hockey,hockey,W,"JIN, Won-Sim",Women,KOR,0,1,0
Modern Pentathlon,Modern Pentath.,Team competition,M,"PHELPS, Richard Lawson",Men,GBR,1,0,0
Aquatics,Water polo,water polo,M,"MOUCHAWAR, Alan Edward",Men,US,0,1,0
Archery,Archery,individual FITA round,W,"KIM, Soo-Nyung",Women,KOR,0,0,1
Football,Football,football,M,"MILL, Frank",Men,FRG,1,0,0
Wrestling,Wrestling Free.,52 - 57kg (bantamweight),M,"NOH, Kyung-Sun",Men,KOR,1,0,0
Basketball,Basketball,basketball,M,"PETROVIC, Drazen",Men,YUG,0,1,0
Tennis,Tennis,doubles,W,"SMYLIE, Elizabeth",Women,AUS,1,0,0
Hockey,Hockey,hockey,W,"LIM, Kye-Sook",Women,KOR,0,1,0
Boxing,Boxing,67 - 71kg (light-middleweight),M,"DOWNEY, Raymond Tyler",Men,CAN,1,0,0
Sailing,Sailing,470 - Two Person Dinghy,M,"TONISTE, Tonu",Men,URS,0,1,0
Hockey,Hockey,hockey,W,"DE BEUS, Bernadette",Women,NED,1,0,0
Weightlifting,Weightlifting,"- 52kg, total (flyweight)",M,"HE, Zhuo-Qiang",Men,CHN,1,0,0
Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),M,"SCHRÖDER, Andreas",Men,GDR,1,0,0
Weightlifting,Weightlifting,"- 56kg, total (bantamweight)",M,"HE, Ying-Qiang",Men,CHN,0,1,0
Aquatics,Water polo,water polo,M,"KOTENKO, Sergei",Men,URS,1,0,0
Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)",M,"JACSO, Jozsef",Men,HUN,0,1,0
Aquatics,Swimming,200m breaststroke,W,"HUANG, Xiao-Min",Women,CHN,0,1,0
Aquatics,Swimming,4x100m medley relay,M,"JACOBS, Christopher Charles",Men,US,0,0,1
Hockey,Hockey,hockey,M,"MOLLANDIN, Andreas",Men,FRG,0,1,0
Table Tennis,Table Tennis,doubles,W,"PERKUCIN, Gordana",Women,YUG,1,0,0
Judo,Judo,86 - 95kg (half-heavyweight),M,"VAN DE WALLE, Robert",Men,BEL,1,0,0
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"GECZI, Erika",Women,HUN,0,1,0
Rowing,Rowing,pair without coxswain (2-),W,"PAYNE, Nicola",Women,NZL,1,0,0
Judo,Judo,78 - 86kg (middleweight),M,"OSAKO, Akinobu",Men,JPN,1,0,0
Equestrian,Eventing,individual,X,"HOLGATE-LENG, Virginia",Women,GBR,1,0,0
Athletics,Athletics,100m hurdles,W,"ZACZKIEWICZ-REIDICK, Claudia",Women,FRG,1,0,0
Rowing,Rowing,eight with coxswain (8+),M,"PATTON, Edward Bickford",Men,US,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),W,"MAZIY, Svetlana",Women,URS,0,1,0
Hockey,Hockey,hockey,M,"DELISSEN, Marc",Men,NED,1,0,0
Sailing,Sailing,board (division II),M,"KENDALL, Anthony Bruce",Men,NZL,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"HOCHSTEIN, Erik",Men,FRG,1,0,0
Handball,Handball,handball,W,"KIM, Hyun-Mee",Women,KOR,0,0,1
Football,Football,football,M,"KLINSMANN, Jurgen",Men,FRG,1,0,0
Judo,Judo,65 - 71kg (lightweight),M,"LOLL, Sven",Men,GDR,0,1,0
Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,"TOHUZOV, Vladimir",Men,URS,1,0,0
Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)",M,"YE, Huan-Ming",Men,CHN,1,0,0
Equestrian,Dressage,team,X,"SMITH, Gina",Women,CAN,1,0,0
Cycling,Cycling Track,Individual Pursuit,M,"DITTERT, Bernd",Men,GDR,1,0,0
Rowing,Rowing,pair-oared shell with coxswain (2+),M,"HOLMES, Andrew John",Men,GBR,1,0,0
Handball,Handball,handball,W,"SKOTVOLL, Annette",Women,NOR,0,1,0
Aquatics,Water polo,water polo,M,"SOSTAR, Aleksandar",Men,YUG,0,0,1
Volleyball,Volleyball,volleyball,W,"OGIENKO, Valentina",Women,URS,0,0,1
Aquatics,Diving,10m platform,M,"MENA CAMPOS, Jesus",Men,MEX,1,0,0
Athletics,Athletics,100m,M,"LEWIS, Carl",Men,US,0,0,1
Hockey,Hockey,hockey,W,"VAN DOORN, Marieke Birgitta",Women,NED,1,0,0
Fencing,Fencing,foil team,M,"MAMEDOV, Ilgar",Men,URS,0,0,1
Aquatics,Swimming,4x200m freestyle relay,M,"DALBEY, Troy",Men,US,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"ZHOU, Shouying",Women,CHN,1,0,0
Fencing,Fencing,foil team,W,"BAU, Sabine Christiane",Women,FRG,0,0,1
Fencing,Fencing,foil team,M,"ROMANKOV, Aleksander",Men,URS,0,0,1
Hockey,Hockey,hockey,W,"CHO, Ki-Hyang",Women,KOR,0,1,0
Aquatics,Water polo,water polo,M,"PASKVALIN, Tomislav",Men,YUG,0,0,1
Fencing,Fencing,foil team,W,"FICHTEL-MAURITZ, Anja",Women,FRG,0,0,1
Judo,Judo,65 - 71kg (lightweight),M,"ALEXANDRE, Marc",Men,FRA,0,0,1
Aquatics,Swimming,200m breaststroke,M,"LOPEZ MIRO, Sergio",Men,ESP,1,0,0
Football,Football,football,M,"MERGEN TAFFAREL, Claudio Andre",Men,BRA,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"HE, Yanwen",Women,CHN,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"BJÖNNESS, Lars",Men,NOR,0,1,0
Basketball,Basketball,basketball,M,"SMITH, Charles Edward Iv",Men,US,1,0,0
Gymnastics,Artistic G.,team competition,W,"FÄHNRICH, Gabriele",Women,GDR,1,0,0
Shooting,Shooting,skeet (125 targets),X,"DE IRRUARRIZAGA, Alfonso",Men,CHI,0,1,0
Fencing,Fencing,foil team,M,"ENDRES, Thomas",Men,FRG,0,1,0
Handball,Handball,handball,W,"KIM, Mi-Sook",Women,KOR,0,0,1
Handball,Handball,handball,M,"OH, Young-Ki",Men,KOR,0,1,0
Boxing,Boxing,54 - 57kg (featherweight),M,"PARISI, Giovanni",Men,ITA,0,0,1
Athletics,Athletics,800m,M,"CRUZ, Joaquim",Men,BRA,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,"GUECHEVA, Vania",Women,BUL,0,1,0
Athletics,Athletics,high jump,W,"BYKOVA, Tamara",Women,URS,1,0,0
Sailing,Sailing,flying dutchman,X,"POLLEN, Ole Petter",Men,NOR,0,1,0
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"CSIPES, Ferenc",Men,HUN,0,0,1
Athletics,Athletics,5000m,M,"NGUGI, John",Men,KEN,0,0,1
Handball,Handball,handball,M,"KOH, Suk-Chang",Men,KOR,0,1,0
Athletics,Athletics,4x100m relay,W,"ECHOLS, Sheila",Women,US,0,0,1
Aquatics,Swimming,100m breaststroke,W,"BOGOMILOVA-DANGALAKOVA, Tania",Women,BUL,0,0,1
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"TIZZANO, Davide",Men,ITA,0,0,1
Handball,Handball,handball,W,"GOKSOR, Susann",Women,NOR,0,1,0
Cycling,Cycling Road,team time trial,M,"KARLSSON, Jan",Men,SWE,1,0,0
Archery,Archery,teams FITA round,M,"CHUN, In-Soo",Men,KOR,0,0,1
Equestrian,Eventing,individual,X,"TODD, Mark",Men,NZL,0,0,1
Rowing,Rowing,eight with coxswain (8+),W,"NECULA, Veronica",Women,ROU,0,1,0
Hockey,Hockey,hockey,W,"AARDENBURG, Willemien",Women,NED,1,0,0
Hockey,Hockey,hockey,W,"PARTRIDGE, Kathleen Anne",Women,AUS,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,"SINGER, Heike",Women,GDR,0,0,1
Shooting,Shooting,10m air rifle (40 shots),W,"MALUKHINA, Anna",Women,URS,1,0,0
Football,Football,football,M,"ANDRADE DA SILVA, Jorge Luiz",Men,BRA,0,1,0
Rowing,Rowing,double sculls (2x),M,"FLORIJN, Ronald",Men,NED,0,0,1
Handball,Handball,handball,W,"HAN, Hyun-Sook",Women,KOR,0,0,1
Football,Football,football,M,"FERREIRA, Jose",Men,BRA,0,1,0
Hockey,Hockey,hockey,M,"BRINKMANN, Dirk",Men,FRG,0,1,0
Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)",M,"WELLER, Ronny",Men,GDR,1,0,0
Hockey,Hockey,hockey,W,"HAN, Ok-Kyung",Women,KOR,0,1,0
Rowing,Rowing,eight with coxswain (8+),W,"ZHOU, Xiu-Hua",Women,CHN,1,0,0
Weightlifting,Weightlifting,"- 52kg, total (flyweight)",M,"CHUN, Byung-Kwan",Men,KOR,0,1,0
Judo,Judo,60 - 65kg (half-lightweight),M,"CARABETTA, Bruno",Men,FRA,1,0,0
Athletics,Athletics,100m,M,"SMITH, Calvin",Men,US,1,0,0
Aquatics,Swimming,4x100m medley relay,M,"PRIGODA, Guennadi",Men,URS,1,0,0
Archery,Archery,teams FITA round,M,"MCKINNEY, Richard Lee",Men,US,0,1,0
Gymnastics,Artistic G.,team competition,W,"SCHIEFERDECKER, Bettina",Women,GDR,1,0,0
Rowing,Rowing,quadruple sculls without coxswain (4x),M,"HABERMANN, Heiko",Men,GDR,1,0,0
Cycling,Cycling Track,Sprint indivual,M,"KOVSH, Nikolai",Men,URS,0,1,0
Modern Pentathlon,Modern Pentath.,Individual competition,M,"YAGORASHVILI, Vakhtang",Men,URS,1,0,0
Gymnastics,Artistic G.,pommel horse,M,"BILOZERCHEV, Dmitri",Men,URS,0,0,1
Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),M,"KIRSANOV, Sergei",Men,URS,0,1,0
Volleyball,Volleyball,volleyball,W,"PARKHOMCHUK, Irina",Women,URS,0,0,1
Rowing,Rowing,eight with coxswain (8+),M,"BUT, Veniamin",Men,URS,0,1,0
Aquatics,Diving,10m platform,W,"MITCHELL, Michele",Women,US,0,1,0
Gymnastics,Artistic G.,floor exercises,M,"IKETANI, Yukio",Men,JPN,1,0,0
Athletics,Athletics,800m,W,"GALLAGHER, Kimberley Ann",Women,US,1,0,0
Fencing,Fencing,sabre team,M,"SCALZO, Giovanni",Men,ITA,1,0,0
Aquatics,Swimming,200m butterfly,W,"MEAGHER, Mary T.",Women,US,1,0,0
