,datetime,month,day,hour,t,Station,x,Rainfall_Aries,Rainfall_Boso,Rainfall_Campana,Rainfall_Nangka,Rainfall_Oro,Waterlevel,Discharge,Cross_Section,Velocity,fric_coeff,slope
13296,2016-10-05 00:00:00,10,5,0,0.0,Montalban,0,11,5,4,2,4,22.32,52.651015941763866,669.6,0.0786305494948683,0.035,0.002
13297,2016-10-05 00:00:00,10,5,0,0.0,Sto_Nino,14420,11,5,4,2,4,13.19,60.73022373909277,870.54,0.0697615545972531,0.033,0.0006666666666666
13298,2016-10-05 01:00:00,10,5,1,3600.0,Montalban,0,1,1,0,2,3,22.39,56.34583555427534,671.7,0.0838854184223244,0.035,0.002
13299,2016-10-05 01:00:00,10,5,1,3600.0,Sto_Nino,14420,1,1,0,2,3,13.17,59.587931135088766,869.22,0.0685533364799346,0.033,0.0006666666666666
13300,2016-10-05 02:00:00,10,5,2,7200.0,Montalban,0,0,0,0,0,0,22.52,63.89414063041816,675.6,0.094573920412105,0.035,0.002
13301,2016-10-05 02:00:00,10,5,2,7200.0,Sto_Nino,14420,0,0,0,0,0,13.17,59.587931135088766,869.22,0.0685533364799346,0.033,0.0006666666666666
13302,2016-10-05 03:00:00,10,5,3,10800.0,Montalban,0,0,0,0,0,0,22.55,65.77212592571898,676.5,0.097224132927892,0.035,0.002
13303,2016-10-05 03:00:00,10,5,3,10800.0,Sto_Nino,14420,0,0,0,0,0,13.19,60.73022373909277,870.54,0.0697615545972531,0.033,0.0006666666666666
13304,2016-10-05 04:00:00,10,5,4,14400.0,Montalban,0,0,0,0,0,0,22.5,62.67146625362207,675.0,0.0928466166720327,0.035,0.002
13305,2016-10-05 04:00:00,10,5,4,14400.0,Sto_Nino,14420,0,0,0,0,0,13.24,63.66308173382674,873.84,0.0728543918037933,0.033,0.0006666666666666
13306,2016-10-05 05:00:00,10,5,5,18000.0,Montalban,0,0,0,1,0,0,22.48,61.47174157621836,674.4,0.0911502692411304,0.035,0.002
13307,2016-10-05 05:00:00,10,5,5,18000.0,Sto_Nino,14420,0,0,1,0,0,13.24,63.66308173382674,873.84,0.0728543918037933,0.033,0.0006666666666666
13308,2016-10-05 06:00:00,10,5,6,21600.0,Montalban,0,0,0,0,0,0,22.42,58.00608004594717,672.6,0.0862415700950745,0.035,0.002
13309,2016-10-05 06:00:00,10,5,6,21600.0,Sto_Nino,14420,0,0,0,0,0,13.21,61.8900439582743,871.86,0.0709862179229168,0.033,0.0006666666666666
13310,2016-10-05 07:00:00,10,5,7,25200.0,Montalban,0,0,0,0,0,0,22.36,54.73221056435,670.8,0.081592442701774,0.035,0.002
13311,2016-10-05 07:00:00,10,5,7,25200.0,Sto_Nino,14420,0,0,0,0,0,13.17,59.587931135088766,869.22,0.0685533364799346,0.033,0.0006666666666666
13312,2016-10-05 08:00:00,10,5,8,28800.0,Montalban,0,0,0,0,0,0,22.31,52.14296339307704,669.3,0.07790671357101,0.035,0.002
13313,2016-10-05 08:00:00,10,5,8,28800.0,Sto_Nino,14420,0,0,0,0,0,13.14,57.906917626562254,867.24,0.0667715022676101,0.033,0.0006666666666666
13314,2016-10-05 09:00:00,10,5,9,32400.0,Montalban,0,0,1,0,0,0,22.27,50.15838721185031,668.1,0.0750761670585994,0.035,0.002
13315,2016-10-05 09:00:00,10,5,9,32400.0,Sto_Nino,14420,0,1,0,0,0,13.13,57.35512702787372,866.58,0.0661856112855982,0.033,0.0006666666666666
13316,2016-10-05 10:00:00,10,5,10,36000.0,Montalban,0,0,0,0,0,0,22.24,48.71874446455565,667.1999999999999,0.0730197009360846,0.035,0.002
13317,2016-10-05 10:00:00,10,5,10,36000.0,Sto_Nino,14420,0,0,0,0,0,13.13,57.35512702787372,866.58,0.0661856112855982,0.033,0.0006666666666666
13318,2016-10-05 11:00:00,10,5,11,39600.0,Montalban,0,0,0,0,0,0,22.21,47.31963984003172,666.3000000000001,0.0710185199460178,0.035,0.002
13319,2016-10-05 11:00:00,10,5,11,39600.0,Sto_Nino,14420,0,0,0,0,0,13.12,56.80756885844677,865.92,0.0656037149603274,0.033,0.0006666666666666
13320,2016-10-05 12:00:00,10,5,12,43200.0,Montalban,0,0,0,0,0,0,22.19,46.40887053968292,665.7,0.0697143916774566,0.035,0.002
13321,2016-10-05 12:00:00,10,5,12,43200.0,Sto_Nino,14420,0,0,0,0,0,13.11,56.26421854992025,865.26,0.0650257940386938,0.033,0.0006666666666666
13322,2016-10-05 13:00:00,10,5,13,46800.0,Montalban,0,1,0,0,0,0,22.17,45.51529586373393,665.1,0.0684337631389774,0.035,0.002
13323,2016-10-05 13:00:00,10,5,13,46800.0,Sto_Nino,14420,1,0,0,0,0,13.1,55.72505163054017,864.6,0.0644518293205414,0.033,0.0006666666666666
13324,2016-10-05 14:00:00,10,5,14,50400.0,Montalban,0,0,1,0,0,1,22.16,45.07485681752876,664.8,0.0678021311936353,0.035,0.002
13325,2016-10-05 14:00:00,10,5,14,50400.0,Sto_Nino,14420,0,1,0,0,1,13.09,55.19004372496185,863.9399999999999,0.0638818016586358,0.033,0.0006666666666666
13326,2016-10-05 15:00:00,10,5,15,54000.0,Montalban,0,1,9,0,0,0,22.13,43.77846299994566,663.9,0.0659413511070125,0.035,0.002
13327,2016-10-05 15:00:00,10,5,15,54000.0,Sto_Nino,14420,1,9,0,0,0,13.09,55.19004372496185,863.9399999999999,0.0638818016586358,0.033,0.0006666666666666
